YEAR  MO  DA  HR    LAT     LON Rn2200100
1961   6  14  12 -20.00  -47.85  0.34E-10
1961   6  14  12 -19.95  -47.85  0.29E-09
1961   6  14  12 -19.95  -47.80  0.97E-10
1961   6  14  12 -19.90  -47.80  0.24E-09
1961   6  14  12 -19.90  -47.75  0.13E-09
1961   6  14  12 -19.85  -47.75  0.24E-09
1961   6  14  12 -19.80  -47.75  0.87E-11
1961   6  14  12 -19.85  -47.70  0.11E-09
1961   6  14  12 -19.80  -47.70  0.21E-09
1961   6  14  12 -19.75  -47.70  0.64E-10
1961   6  14  12 -19.70  -47.70  0.34E-11
1961   6  14  12 -19.80  -47.65  0.42E-10
1961   6  14  12 -19.75  -47.65  0.17E-09
1961   6  14  12 -19.70  -47.65  0.13E-09
1961   6  14  12 -19.65  -47.65  0.62E-10
1961   6  14  12 -19.60  -47.65  0.25E-10
1961   6  14  12 -19.55  -47.65  0.92E-11
1961   6  14  12 -19.50  -47.65  0.13E-11
1961   6  14  12 -19.45  -47.65  0.12E-12
1961   6  14  12 -19.75  -47.60  0.68E-11
1961   6  14  12 -19.70  -47.60  0.76E-10
1961   6  14  12 -19.65  -47.60  0.11E-09
1961   6  14  12 -19.60  -47.60  0.10E-09
1961   6  14  12 -19.55  -47.60  0.83E-10
1961   6  14  12 -19.50  -47.60  0.70E-10
1961   6  14  12 -19.45  -47.60  0.66E-10
1961   6  14  12 -19.40  -47.60  0.54E-10
1961   6  14  12 -19.35  -47.60  0.42E-10
1961   6  14  12 -19.30  -47.60  0.26E-10
1961   6  14  12 -19.25  -47.60  0.14E-10
1961   6  14  12 -19.20  -47.60  0.38E-11
1961   6  14  12 -19.15  -47.60  0.32E-12
1961   6  14  12 -19.70  -47.55  0.21E-12
1961   6  14  12 -19.65  -47.55  0.88E-11
1961   6  14  12 -19.60  -47.55  0.45E-10
1961   6  14  12 -19.55  -47.55  0.59E-10
1961   6  14  12 -19.50  -47.55  0.70E-10
1961   6  14  12 -19.45  -47.55  0.75E-10
1961   6  14  12 -19.40  -47.55  0.72E-10
1961   6  14  12 -19.35  -47.55  0.63E-10
1961   6  14  12 -19.30  -47.55  0.59E-10
1961   6  14  12 -19.25  -47.55  0.49E-10
1961   6  14  12 -19.20  -47.55  0.36E-10
1961   6  14  12 -19.15  -47.55  0.26E-10
1961   6  14  12 -19.10  -47.55  0.11E-10
1961   6  14  12 -19.05  -47.55  0.18E-11
1961   6  14  12 -19.00  -47.55  0.19E-12
1961   6  14  12 -19.60  -47.50  0.53E-13
1961   6  14  12 -19.55  -47.50  0.11E-11
1961   6  14  12 -19.50  -47.50  0.45E-11
1961   6  14  12 -19.45  -47.50  0.12E-10
1961   6  14  12 -19.40  -47.50  0.16E-10
1961   6  14  12 -19.35  -47.50  0.20E-10
1961   6  14  12 -19.30  -47.50  0.26E-10
1961   6  14  12 -19.25  -47.50  0.30E-10
1961   6  14  12 -19.20  -47.50  0.35E-10
1961   6  14  12 -19.15  -47.50  0.34E-10
1961   6  14  12 -19.10  -47.50  0.33E-10
1961   6  14  12 -19.05  -47.50  0.21E-10
1961   6  14  12 -19.00  -47.50  0.95E-11
1961   6  14  12 -18.95  -47.50  0.17E-11
1961   6  14  12 -18.90  -47.50  0.18E-12
1961   6  14  12 -19.50  -47.45  0.66E-13
1961   6  14  12 -19.45  -47.45  0.26E-12
1961   6  14  12 -19.40  -47.45  0.60E-12
1961   6  14  12 -19.35  -47.45  0.99E-12
1961   6  14  12 -19.30  -47.45  0.17E-11
1961   6  14  12 -19.25  -47.45  0.30E-11
1961   6  14  12 -19.20  -47.45  0.57E-11
1961   6  14  12 -19.15  -47.45  0.99E-11
1961   6  14  12 -19.10  -47.45  0.15E-10
1961   6  14  12 -19.05  -47.45  0.23E-10
1961   6  14  12 -19.00  -47.45  0.25E-10
1961   6  14  12 -18.95  -47.45  0.19E-10
1961   6  14  12 -18.90  -47.45  0.61E-11
1961   6  14  12 -18.85  -47.45  0.45E-12
1961   6  14  12 -19.40  -47.40  0.18E-12
1961   6  14  12 -19.35  -47.40  0.16E-12
1961   6  14  12 -19.30  -47.40  0.16E-12
1961   6  14  12 -19.25  -47.40  0.21E-12
1961   6  14  12 -19.20  -47.40  0.41E-12
1961   6  14  12 -19.15  -47.40  0.10E-11
1961   6  14  12 -19.10  -47.40  0.19E-11
1961   6  14  12 -19.05  -47.40  0.39E-11
1961   6  14  12 -19.00  -47.40  0.10E-10
1961   6  14  12 -18.95  -47.40  0.20E-10
1961   6  14  12 -18.90  -47.40  0.22E-10
