YEAR  MO  DA  HR    LAT     LON Rn2200010
2018   7  17  12 -24.00  -47.75  0.13E-03
2018   7  17  12 -23.95  -47.75  0.96E-04
2018   7  17  12 -24.10  -47.65  0.12E-03
2018   7  17  12 -24.00  -47.65  0.11E-03
2018   7  17  12 -23.90  -47.65  0.16E-03
2018   7  17  12 -23.85  -47.55  0.53E-04
2018   7  17  12 -23.80  -47.50  0.43E-04
2018   7  17  12 -24.00  -47.45  0.12E-03
2018   7  17  12 -23.90  -47.45  0.30E-03
2018   7  17  12 -23.85  -47.45  0.44E-04
2018   7  17  12 -23.90  -47.40  0.86E-04
2018   7  17  12 -23.85  -47.40  0.24E-03
2018   7  17  12 -24.00  -47.35  0.12E-03
2018   7  17  12 -23.95  -47.35  0.49E-04
2018   7  17  12 -23.90  -47.35  0.97E-04
2018   7  17  12 -23.85  -47.35  0.26E-03
2018   7  17  12 -23.75  -47.35  0.15E-03
2018   7  17  12 -23.70  -47.35  0.96E-04
2018   7  17  12 -23.95  -47.30  0.11E-03
2018   7  17  12 -23.90  -47.30  0.82E-04
2018   7  17  12 -23.85  -47.30  0.96E-04
2018   7  17  12 -23.95  -47.25  0.16E-03
2018   7  17  12 -23.90  -47.25  0.41E-04
2018   7  17  12 -23.85  -47.25  0.28E-03
2018   7  17  12 -23.80  -47.25  0.97E-04
2018   7  17  12 -23.75  -47.25  0.44E-04
2018   7  17  12 -23.95  -47.20  0.50E-04
2018   7  17  12 -23.85  -47.20  0.13E-03
2018   7  17  12 -23.80  -47.20  0.43E-04
2018   7  17  12 -23.75  -47.20  0.16E-03
2018   7  17  12 -23.95  -47.15  0.51E-04
2018   7  17  12 -23.90  -47.15  0.35E-03
2018   7  17  12 -23.85  -47.15  0.41E-04
2018   7  17  12 -23.80  -47.15  0.80E-04
2018   7  17  12 -23.75  -47.15  0.36E-04
2018   7  17  12 -23.85  -47.10  0.40E-03
2018   7  17  12 -23.80  -47.10  0.17E-03
2018   7  17  12 -23.75  -47.10  0.17E-03
2018   7  17  12 -23.95  -47.05  0.11E-03
2018   7  17  12 -23.90  -47.05  0.41E-03
2018   7  17  12 -23.85  -47.05  0.30E-03
2018   7  17  12 -23.80  -47.05  0.23E-03
2018   7  17  12 -23.75  -47.05  0.13E-03
2018   7  17  12 -23.95  -47.00  0.16E-03
2018   7  17  12 -23.90  -47.00  0.33E-03
2018   7  17  12 -23.85  -47.00  0.30E-03
2018   7  17  12 -23.80  -47.00  0.26E-03
2018   7  17  12 -23.75  -47.00  0.81E-04
2018   7  17  12 -23.90  -46.95  0.94E-04
2018   7  17  12 -23.85  -46.95  0.20E-03
2018   7  17  12 -23.80  -46.95  0.50E-03
2018   7  17  12 -23.75  -46.95  0.26E-03
2018   7  17  12 -23.70  -46.95  0.20E-03
2018   7  17  12 -23.90  -46.90  0.86E-04
2018   7  17  12 -23.85  -46.90  0.22E-03
2018   7  17  12 -23.80  -46.90  0.12E-02
2018   7  17  12 -23.75  -46.90  0.40E-03
2018   7  17  12 -23.70  -46.90  0.19E-03
2018   7  17  12 -23.85  -46.85  0.68E-03
2018   7  17  12 -23.80  -46.85  0.15E-02
2018   7  17  12 -23.75  -46.85  0.57E-03
2018   7  17  12 -23.70  -46.85  0.62E-04
2018   7  17  12 -23.85  -46.80  0.57E-03
