YEAR  MO  DA  HR    LAT     LON Rn2200010
2010  12   7  12  -5.50  -41.05  0.52E-12
2010  12   7  12  -5.45  -41.05  0.31E-11
2010  12   7  12  -5.45  -41.00  0.72E-11
2010  12   7  12  -5.40  -41.00  0.27E-10
2010  12   7  12  -5.35  -41.00  0.13E-10
2010  12   7  12  -5.40  -40.95  0.68E-11
2010  12   7  12  -5.35  -40.95  0.44E-10
2010  12   7  12  -5.30  -40.95  0.43E-10
2010  12   7  12  -5.25  -40.95  0.53E-11
2010  12   7  12  -5.35  -40.90  0.46E-11
2010  12   7  12  -5.30  -40.90  0.37E-10
2010  12   7  12  -5.25  -40.90  0.55E-10
2010  12   7  12  -5.20  -40.90  0.17E-10
2010  12   7  12  -5.30  -40.85  0.46E-11
2010  12   7  12  -5.25  -40.85  0.36E-10
2010  12   7  12  -5.20  -40.85  0.57E-10
2010  12   7  12  -5.15  -40.85  0.32E-10
2010  12   7  12  -5.10  -40.85  0.36E-11
2010  12   7  12  -5.25  -40.80  0.42E-11
2010  12   7  12  -5.20  -40.80  0.38E-10
2010  12   7  12  -5.15  -40.80  0.51E-10
2010  12   7  12  -5.10  -40.80  0.40E-10
2010  12   7  12  -5.05  -40.80  0.98E-11
2010  12   7  12  -5.20  -40.75  0.55E-11
2010  12   7  12  -5.15  -40.75  0.36E-10
2010  12   7  12  -5.10  -40.75  0.43E-10
2010  12   7  12  -5.05  -40.75  0.49E-10
2010  12   7  12  -5.00  -40.75  0.19E-10
2010  12   7  12  -4.95  -40.75  0.12E-11
2010  12   7  12  -5.15  -40.70  0.43E-11
2010  12   7  12  -5.10  -40.70  0.39E-10
2010  12   7  12  -5.05  -40.70  0.38E-10
2010  12   7  12  -5.00  -40.70  0.47E-10
2010  12   7  12  -4.95  -40.70  0.26E-10
2010  12   7  12  -4.90  -40.70  0.31E-11
2010  12   7  12  -5.10  -40.65  0.34E-11
2010  12   7  12  -5.05  -40.65  0.34E-10
2010  12   7  12  -5.00  -40.65  0.41E-10
2010  12   7  12  -4.95  -40.65  0.35E-10
2010  12   7  12  -4.90  -40.65  0.26E-10
2010  12   7  12  -4.85  -40.65  0.23E-11
2010  12   7  12  -5.05  -40.60  0.78E-11
2010  12   7  12  -5.00  -40.60  0.31E-10
2010  12   7  12  -4.95  -40.60  0.43E-10
2010  12   7  12  -4.90  -40.60  0.41E-10
2010  12   7  12  -4.85  -40.60  0.29E-10
2010  12   7  12  -4.80  -40.60  0.62E-12
2010  12   7  12  -5.00  -40.55  0.11E-10
2010  12   7  12  -4.95  -40.55  0.34E-10
2010  12   7  12  -4.90  -40.55  0.44E-10
2010  12   7  12  -4.85  -40.55  0.47E-10
2010  12   7  12  -4.80  -40.55  0.21E-10
2010  12   7  12  -4.95  -40.50  0.12E-10
2010  12   7  12  -4.90  -40.50  0.38E-10
2010  12   7  12  -4.85  -40.50  0.44E-10
2010  12   7  12  -4.80  -40.50  0.49E-10
2010  12   7  12  -4.75  -40.50  0.96E-11
2010  12   7  12  -4.90  -40.45  0.20E-10
2010  12   7  12  -4.85  -40.45  0.43E-10
2010  12   7  12  -4.80  -40.45  0.50E-10
2010  12   7  12  -4.75  -40.45  0.59E-10
2010  12   7  12  -4.70  -40.45  0.72E-11
2010  12   7  12  -4.85  -40.40  0.33E-10
2010  12   7  12  -4.80  -40.40  0.47E-10
2010  12   7  12  -4.75  -40.40  0.59E-10
2010  12   7  12  -4.70  -40.40  0.60E-10
2010  12   7  12  -4.80  -40.35  0.44E-10
2010  12   7  12  -4.75  -40.35  0.55E-10
2010  12   7  12  -4.70  -40.35  0.79E-10
2010  12   7  12  -4.65  -40.35  0.34E-10
2010  12   7  12  -4.80  -40.30  0.88E-12
2010  12   7  12  -4.75  -40.30  0.59E-10
2010  12   7  12  -4.70  -40.30  0.63E-10
2010  12   7  12  -4.65  -40.30  0.87E-10
2010  12   7  12  -4.60  -40.30  0.14E-10
2010  12   7  12  -4.75  -40.25  0.44E-11
2010  12   7  12  -4.70  -40.25  0.68E-10
2010  12   7  12  -4.65  -40.25  0.85E-10
2010  12   7  12  -4.60  -40.25  0.10E-09
2010  12   7  12  -4.55  -40.25  0.63E-12
2010  12   7  12  -4.70  -40.20  0.75E-11
2010  12   7  12  -4.65  -40.20  0.76E-10
2010  12   7  12  -4.60  -40.20  0.13E-09
2010  12   7  12  -4.55  -40.20  0.88E-10
2010  12   7  12  -4.65  -40.15  0.17E-10
2010  12   7  12  -4.60  -40.15  0.10E-09
2010  12   7  12  -4.55  -40.15  0.15E-09
2010  12   7  12  -4.50  -40.15  0.16E-10
2010  12   7  12  -4.60  -40.10  0.36E-10
2010  12   7  12  -4.55  -40.10  0.15E-09
2010  12   7  12  -4.50  -40.10  0.18E-09
2010  12   7  12  -4.55  -40.05  0.67E-10
2010  12   7  12  -4.50  -40.05  0.22E-09
2010  12   7  12  -4.45  -40.05  0.81E-10
2010  12   7  12  -4.50  -40.00  0.10E-09
2010  12   7  12  -4.45  -40.00  0.33E-09
2010  12   7  12  -4.40  -40.00  0.10E-11
2010  12   7  12  -4.45  -39.95  0.19E-09
2010  12   7  12  -4.40  -39.95  0.23E-09
2010  12   7  12  -4.45  -39.90  0.80E-11
2010  12   7  12  -4.40  -39.90  0.45E-09
2010  12   7  12  -4.35  -39.90  0.11E-09
2010  12   7  12  -4.40  -39.85  0.77E-10
2010  12   7  12  -4.35  -39.85  0.51E-09
2010  12   7  12  -4.35  -39.80  0.26E-10
2010  12   8   0  -6.10  -41.55  0.11E-11
2010  12   8   0  -6.05  -41.55  0.21E-11
2010  12   8   0  -6.00  -41.55  0.13E-11
2010  12   8   0  -5.95  -41.55  0.13E-11
2010  12   8   0  -5.90  -41.55  0.44E-12
2010  12   8   0  -5.85  -41.55  0.44E-12
2010  12   8   0  -5.80  -41.55  0.44E-12
2010  12   8   0  -6.15  -41.50  0.76E-12
2010  12   8   0  -6.10  -41.50  0.27E-11
2010  12   8   0  -6.05  -41.50  0.17E-11
2010  12   8   0  -6.00  -41.50  0.16E-11
2010  12   8   0  -5.95  -41.50  0.13E-11
2010  12   8   0  -5.90  -41.50  0.31E-11
2010  12   8   0  -5.85  -41.50  0.18E-11
2010  12   8   0  -5.80  -41.50  0.19E-11
2010  12   8   0  -5.75  -41.50  0.45E-12
2010  12   8   0  -6.20  -41.45  0.38E-12
2010  12   8   0  -6.15  -41.45  0.15E-11
2010  12   8   0  -6.10  -41.45  0.27E-11
2010  12   8   0  -6.05  -41.45  0.57E-11
2010  12   8   0  -6.00  -41.45  0.69E-11
2010  12   8   0  -5.95  -41.45  0.93E-11
2010  12   8   0  -5.90  -41.45  0.82E-11
2010  12   8   0  -5.85  -41.45  0.85E-11
2010  12   8   0  -5.80  -41.45  0.57E-11
2010  12   8   0  -5.75  -41.45  0.14E-11
2010  12   8   0  -5.70  -41.45  0.89E-12
2010  12   8   0  -5.65  -41.45  0.56E-12
2010  12   8   0  -6.15  -41.40  0.11E-11
