YEAR  MO  DA  HR    LAT     LON Rn2200010
2010   1  21  12  -4.55  -41.10  0.38E-11
2010   1  21  12  -4.55  -41.05  0.12E-10
2010   1  21  12  -4.50  -41.05  0.34E-11
2010   1  21  12  -4.55  -41.00  0.42E-11
2010   1  21  12  -4.50  -41.00  0.20E-10
2010   1  21  12  -4.50  -40.95  0.32E-10
2010   1  21  12  -4.50  -40.90  0.39E-10
2010   1  21  12  -4.45  -40.90  0.31E-11
2010   1  21  12  -4.50  -40.85  0.37E-10
2010   1  21  12  -4.45  -40.85  0.93E-11
2010   1  21  12  -4.50  -40.80  0.25E-10
2010   1  21  12  -4.45  -40.80  0.21E-10
2010   1  21  12  -4.50  -40.75  0.15E-10
2010   1  21  12  -4.45  -40.75  0.35E-10
2010   1  21  12  -4.50  -40.70  0.13E-10
2010   1  21  12  -4.45  -40.70  0.46E-10
2010   1  21  12  -4.40  -40.70  0.39E-11
2010   1  21  12  -4.50  -40.65  0.11E-10
2010   1  21  12  -4.45  -40.65  0.49E-10
2010   1  21  12  -4.40  -40.65  0.12E-10
2010   1  21  12  -4.50  -40.60  0.26E-11
2010   1  21  12  -4.45  -40.60  0.40E-10
2010   1  21  12  -4.40  -40.60  0.24E-10
2010   1  21  12  -4.50  -40.55  0.86E-12
2010   1  21  12  -4.45  -40.55  0.41E-10
2010   1  21  12  -4.40  -40.55  0.38E-10
2010   1  21  12  -4.45  -40.50  0.33E-10
2010   1  21  12  -4.40  -40.50  0.53E-10
2010   1  21  12  -4.35  -40.50  0.16E-11
2010   1  21  12  -4.45  -40.45  0.32E-10
2010   1  21  12  -4.40  -40.45  0.60E-10
2010   1  21  12  -4.35  -40.45  0.12E-10
2010   1  21  12  -4.45  -40.40  0.31E-10
2010   1  21  12  -4.40  -40.40  0.82E-10
2010   1  21  12  -4.35  -40.40  0.17E-10
2010   1  21  12  -4.45  -40.35  0.31E-10
2010   1  21  12  -4.40  -40.35  0.71E-10
2010   1  21  12  -4.35  -40.35  0.37E-10
2010   1  21  12  -4.45  -40.30  0.27E-10
2010   1  21  12  -4.40  -40.30  0.88E-10
2010   1  21  12  -4.35  -40.30  0.60E-10
2010   1  21  12  -4.45  -40.25  0.17E-10
2010   1  21  12  -4.40  -40.25  0.10E-09
2010   1  21  12  -4.35  -40.25  0.80E-10
2010   1  21  12  -4.40  -40.20  0.11E-09
2010   1  21  12  -4.35  -40.20  0.97E-10
2010   1  21  12  -4.40  -40.15  0.12E-09
2010   1  21  12  -4.35  -40.15  0.15E-09
2010   1  21  12  -4.40  -40.10  0.87E-10
2010   1  21  12  -4.35  -40.10  0.19E-09
2010   1  21  12  -4.40  -40.05  0.94E-10
2010   1  21  12  -4.35  -40.05  0.28E-09
2010   1  21  12  -4.30  -40.05  0.82E-12
2010   1  21  12  -4.40  -40.00  0.25E-10
2010   1  21  12  -4.35  -40.00  0.41E-09
2010   1  21  12  -4.30  -40.00  0.25E-11
2010   1  21  12  -4.35  -39.95  0.57E-09
2010   1  21  12  -4.30  -39.95  0.15E-10
2010   1  21  12  -4.35  -39.90  0.68E-09
2010   1  21  12  -4.30  -39.90  0.11E-10
2010   1  21  12  -4.35  -39.85  0.10E-08
2010   1  21  12  -4.30  -39.85  0.85E-12
2010   1  21  12  -4.35  -39.80  0.26E-10
2010   1  22   0  -4.85  -42.00  0.47E-12
2010   1  22   0  -4.85  -41.95  0.95E-12
2010   1  22   0  -4.80  -41.95  0.95E-12
2010   1  22   0  -4.85  -41.90  0.11E-11
2010   1  22   0  -4.80  -41.90  0.30E-11
2010   1  22   0  -4.75  -41.90  0.47E-12
2010   1  22   0  -4.80  -41.85  0.95E-12
2010   1  22   0  -4.75  -41.85  0.24E-11
2010   1  22   0  -4.70  -41.85  0.95E-12
2010   1  22   0  -4.75  -41.80  0.39E-11
2010   1  22   0  -4.70  -41.80  0.10E-10
2010   1  22   0  -4.75  -41.75  0.57E-11
2010   1  22   0  -4.70  -41.75  0.18E-10
2010   1  22   0  -4.65  -41.75  0.34E-11
2010   1  22   0  -4.75  -41.70  0.16E-11
2010   1  22   0  -4.70  -41.70  0.17E-10
2010   1  22   0  -4.65  -41.70  0.21E-10
2010   1  22   0  -4.75  -41.65  0.72E-12
2010   1  22   0  -4.70  -41.65  0.13E-10
2010   1  22   0  -4.65  -41.65  0.28E-10
2010   1  22   0  -4.60  -41.65  0.53E-12
2010   1  22   0  -4.75  -41.60  0.15E-11
2010   1  22   0  -4.70  -41.60  0.87E-11
2010   1  22   0  -4.65  -41.60  0.43E-10
2010   1  22   0  -4.60  -41.60  0.53E-11
2010   1  22   0  -4.70  -41.55  0.40E-11
2010   1  22   0  -4.65  -41.55  0.35E-10
2010   1  22   0  -4.60  -41.55  0.19E-10
2010   1  22   0  -4.65  -41.50  0.19E-10
2010   1  22   0  -4.60  -41.50  0.43E-10
2010   1  22   0  -4.55  -41.50  0.54E-12
2010   1  22   0  -4.65  -41.45  0.11E-10
2010   1  22   0  -4.60  -41.45  0.70E-10
2010   1  22   0  -4.55  -41.45  0.53E-11
2010   1  22   0  -4.65  -41.40  0.62E-11
2010   1  22   0  -4.60  -41.40  0.72E-10
2010   1  22   0  -4.55  -41.40  0.19E-10
2010   1  22   0  -4.65  -41.35  0.49E-11
2010   1  22   0  -4.60  -41.35  0.59E-10
2010   1  22   0  -4.55  -41.35  0.55E-10
2010   1  22   0  -4.60  -41.30  0.35E-10
2010   1  22   0  -4.55  -41.30  0.85E-10
2010   1  22   0  -4.60  -41.25  0.78E-11
2010   1  22   0  -4.55  -41.25  0.12E-09
2010   1  22   0  -4.50  -41.25  0.74E-11
2010   1  22   0  -4.60  -41.20  0.23E-11
2010   1  22   0  -4.55  -41.20  0.92E-10
2010   1  22   0  -4.50  -41.20  0.34E-10
2010   1  22   0  -4.55  -41.15  0.58E-10
2010   1  22   0  -4.50  -41.15  0.76E-10
2010   1  22   0  -4.55  -41.10  0.26E-10
2010   1  22   0  -4.50  -41.10  0.11E-09
2010   1  22   0  -4.55  -41.05  0.76E-11
2010   1  22   0  -4.50  -41.05  0.14E-09
2010   1  22   0  -4.45  -41.05  0.31E-11
2010   1  22   0  -4.55  -41.00  0.19E-11
2010   1  22   0  -4.50  -41.00  0.13E-09
2010   1  22   0  -4.45  -41.00  0.39E-10
