YEAR  MO  DA  HR    LAT     LON Rn2200010
2019   5  17  12  -4.35  -40.25  0.21E-11
2019   5  17  12  -4.30  -40.25  0.62E-11
2019   5  17  12  -4.25  -40.25  0.52E-11
2019   5  17  12  -4.20  -40.25  0.12E-11
2019   5  17  12  -4.35  -40.20  0.52E-11
2019   5  17  12  -4.30  -40.20  0.62E-11
2019   5  17  12  -4.25  -40.20  0.11E-10
2019   5  17  12  -4.20  -40.20  0.48E-11
2019   5  17  12  -4.35  -40.15  0.10E-11
2019   5  17  12  -4.30  -40.15  0.18E-10
2019   5  17  12  -4.25  -40.15  0.20E-10
2019   5  17  12  -4.20  -40.15  0.94E-11
2019   5  17  12  -4.40  -40.10  0.32E-11
2019   5  17  12  -4.35  -40.10  0.26E-10
2019   5  17  12  -4.30  -40.10  0.22E-10
2019   5  17  12  -4.25  -40.10  0.26E-10
2019   5  17  12  -4.20  -40.10  0.48E-11
2019   5  17  12  -4.15  -40.10  0.12E-11
2019   5  17  12  -4.40  -40.05  0.76E-11
2019   5  17  12  -4.35  -40.05  0.65E-10
2019   5  17  12  -4.30  -40.05  0.39E-10
2019   5  17  12  -4.25  -40.05  0.43E-10
2019   5  17  12  -4.20  -40.05  0.30E-10
2019   5  17  12  -4.15  -40.05  0.24E-11
2019   5  17  12  -4.40  -40.00  0.70E-11
2019   5  17  12  -4.35  -40.00  0.61E-10
2019   5  17  12  -4.30  -40.00  0.31E-10
2019   5  17  12  -4.25  -40.00  0.67E-10
2019   5  17  12  -4.20  -40.00  0.39E-10
2019   5  17  12  -4.15  -40.00  0.12E-11
2019   5  17  12  -4.40  -39.95  0.11E-11
2019   5  17  12  -4.35  -39.95  0.78E-10
2019   5  17  12  -4.30  -39.95  0.58E-10
2019   5  17  12  -4.25  -39.95  0.11E-09
2019   5  17  12  -4.20  -39.95  0.14E-10
2019   5  17  12  -4.35  -39.90  0.10E-09
2019   5  17  12  -4.30  -39.90  0.11E-09
2019   5  17  12  -4.25  -39.90  0.65E-10
2019   5  17  12  -4.20  -39.90  0.37E-11
2019   5  17  12  -4.35  -39.85  0.12E-09
2019   5  17  12  -4.30  -39.85  0.20E-09
2019   5  17  12  -4.25  -39.85  0.12E-10
2019   5  17  12  -4.35  -39.80  0.26E-10
2019   5  17  12  -4.30  -39.80  0.79E-10
2019   5  18   0  -4.25  -41.20  0.47E-12
2019   5  18   0  -4.25  -41.15  0.10E-11
2019   5  18   0  -4.20  -41.15  0.19E-11
2019   5  18   0  -4.10  -41.15  0.54E-12
2019   5  18   0  -4.25  -41.10  0.47E-12
2019   5  18   0  -4.20  -41.10  0.26E-11
2019   5  18   0  -4.15  -41.10  0.21E-11
2019   5  18   0  -4.10  -41.10  0.54E-12
2019   5  18   0  -4.25  -41.05  0.41E-11
2019   5  18   0  -4.20  -41.05  0.48E-11
2019   5  18   0  -4.15  -41.05  0.54E-11
2019   5  18   0  -4.10  -41.05  0.16E-11
2019   5  18   0  -4.25  -41.00  0.16E-11
2019   5  18   0  -4.20  -41.00  0.11E-10
2019   5  18   0  -4.15  -41.00  0.94E-11
2019   5  18   0  -4.10  -41.00  0.33E-11
2019   5  18   0  -4.30  -40.95  0.47E-12
2019   5  18   0  -4.25  -40.95  0.11E-11
2019   5  18   0  -4.20  -40.95  0.10E-10
2019   5  18   0  -4.15  -40.95  0.20E-10
2019   5  18   0  -4.10  -40.95  0.71E-11
2019   5  18   0  -4.25  -40.90  0.44E-11
2019   5  18   0  -4.20  -40.90  0.19E-10
2019   5  18   0  -4.15  -40.90  0.27E-10
2019   5  18   0  -4.10  -40.90  0.14E-10
2019   5  18   0  -4.05  -40.90  0.55E-12
2019   5  18   0  -4.25  -40.85  0.41E-11
