YEAR  MO  DA  HR    LAT     LON Rn2200010
2017   3  31  12  -4.15  -40.50  0.69E-12
2017   3  31  12  -4.10  -40.50  0.69E-12
2017   3  31  12  -4.15  -40.45  0.62E-11
2017   3  31  12  -4.10  -40.45  0.69E-12
2017   3  31  12  -4.15  -40.40  0.32E-10
2017   3  31  12  -4.20  -40.35  0.15E-10
2017   3  31  12  -4.15  -40.35  0.50E-10
2017   3  31  12  -4.20  -40.30  0.54E-10
2017   3  31  12  -4.15  -40.30  0.33E-10
2017   3  31  12  -4.25  -40.25  0.24E-11
2017   3  31  12  -4.20  -40.25  0.85E-10
2017   3  31  12  -4.15  -40.25  0.22E-10
2017   3  31  12  -4.25  -40.20  0.41E-10
2017   3  31  12  -4.20  -40.20  0.11E-09
2017   3  31  12  -4.15  -40.20  0.16E-10
2017   3  31  12  -4.25  -40.15  0.11E-09
2017   3  31  12  -4.20  -40.15  0.11E-09
2017   3  31  12  -4.15  -40.15  0.54E-11
2017   3  31  12  -4.25  -40.10  0.19E-09
2017   3  31  12  -4.20  -40.10  0.94E-10
2017   3  31  12  -4.30  -40.05  0.25E-11
2017   3  31  12  -4.25  -40.05  0.25E-09
2017   3  31  12  -4.20  -40.05  0.80E-10
2017   3  31  12  -4.30  -40.00  0.19E-09
2017   3  31  12  -4.25  -40.00  0.28E-09
2017   3  31  12  -4.20  -40.00  0.81E-11
2017   3  31  12  -4.30  -39.95  0.49E-09
2017   3  31  12  -4.25  -39.95  0.19E-09
2017   3  31  12  -4.30  -39.90  0.88E-09
2017   3  31  12  -4.25  -39.90  0.17E-10
2017   3  31  12  -4.35  -39.85  0.46E-10
2017   3  31  12  -4.30  -39.85  0.15E-08
2017   3  31  12  -4.35  -39.80  0.26E-10
2017   3  31  12  -4.30  -39.80  0.12E-10
2017   4   1   0  -4.30  -41.35  0.47E-12
2017   4   1   0  -4.25  -41.35  0.47E-12
2017   4   1   0  -4.30  -41.30  0.54E-12
2017   4   1   0  -4.25  -41.30  0.14E-11
2017   4   1   0  -4.25  -41.25  0.20E-11
2017   4   1   0  -4.30  -41.20  0.22E-11
2017   4   1   0  -4.25  -41.20  0.96E-12
2017   4   1   0  -4.35  -41.15  0.56E-12
2017   4   1   0  -4.30  -41.15  0.55E-11
2017   4   1   0  -4.25  -41.15  0.27E-11
2017   4   1   0  -4.35  -41.10  0.11E-11
2017   4   1   0  -4.30  -41.10  0.83E-11
2017   4   1   0  -4.25  -41.10  0.39E-11
2017   4   1   0  -4.35  -41.05  0.22E-11
2017   4   1   0  -4.30  -41.05  0.78E-11
2017   4   1   0  -4.25  -41.05  0.34E-11
2017   4   1   0  -4.20  -41.05  0.65E-12
2017   4   1   0  -4.15  -41.05  0.13E-11
2017   4   1   0  -4.35  -41.00  0.40E-11
2017   4   1   0  -4.30  -41.00  0.73E-11
2017   4   1   0  -4.25  -41.00  0.48E-11
2017   4   1   0  -4.20  -41.00  0.14E-11
2017   4   1   0  -4.15  -41.00  0.13E-11
2017   4   1   0  -4.35  -40.95  0.97E-11
2017   4   1   0  -4.30  -40.95  0.79E-11
2017   4   1   0  -4.25  -40.95  0.65E-11
2017   4   1   0  -4.20  -40.95  0.29E-11
2017   4   1   0  -4.15  -40.95  0.13E-11
2017   4   1   0  -4.40  -40.90  0.23E-11
2017   4   1   0  -4.35  -40.90  0.92E-11
2017   4   1   0  -4.30  -40.90  0.70E-11
2017   4   1   0  -4.25  -40.90  0.51E-11
2017   4   1   0  -4.20  -40.90  0.36E-11
2017   4   1   0  -4.15  -40.90  0.13E-11
2017   4   1   0  -4.40  -40.85  0.47E-11
2017   4   1   0  -4.35  -40.85  0.12E-10
2017   4   1   0  -4.30  -40.85  0.11E-10
2017   4   1   0  -4.25  -40.85  0.38E-11
2017   4   1   0  -4.20  -40.85  0.52E-11
2017   4   1   0  -4.15  -40.85  0.21E-11
2017   4   1   0  -4.40  -40.80  0.89E-11
2017   4   1   0  -4.35  -40.80  0.11E-10
2017   4   1   0  -4.30  -40.80  0.12E-10
2017   4   1   0  -4.25  -40.80  0.61E-11
2017   4   1   0  -4.20  -40.80  0.74E-11
2017   4   1   0  -4.15  -40.80  0.22E-11
2017   4   1   0  -4.10  -40.80  0.26E-11
2017   4   1   0  -4.40  -40.75  0.15E-10
2017   4   1   0  -4.35  -40.75  0.87E-11
2017   4   1   0  -4.30  -40.75  0.12E-10
2017   4   1   0  -4.25  -40.75  0.46E-11
2017   4   1   0  -4.20  -40.75  0.76E-11
2017   4   1   0  -4.15  -40.75  0.21E-11
2017   4   1   0  -4.10  -40.75  0.13E-11
2017   4   1   0  -4.45  -40.70  0.12E-11
2017   4   1   0  -4.40  -40.70  0.22E-10
2017   4   1   0  -4.35  -40.70  0.10E-10
2017   4   1   0  -4.30  -40.70  0.11E-10
2017   4   1   0  -4.25  -40.70  0.38E-11
2017   4   1   0  -4.20  -40.70  0.11E-10
2017   4   1   0  -4.15  -40.70  0.81E-11
2017   4   1   0  -4.45  -40.65  0.18E-11
2017   4   1   0  -4.40  -40.65  0.31E-10
2017   4   1   0  -4.35  -40.65  0.13E-10
2017   4   1   0  -4.30  -40.65  0.14E-10
2017   4   1   0  -4.25  -40.65  0.85E-11
2017   4   1   0  -4.20  -40.65  0.11E-10
2017   4   1   0  -4.15  -40.65  0.13E-10
2017   4   1   0  -4.45  -40.60  0.12E-11
2017   4   1   0  -4.40  -40.60  0.39E-10
2017   4   1   0  -4.35  -40.60  0.85E-11
2017   4   1   0  -4.30  -40.60  0.18E-10
2017   4   1   0  -4.25  -40.60  0.93E-11
2017   4   1   0  -4.20  -40.60  0.93E-11
2017   4   1   0  -4.15  -40.60  0.19E-10
2017   4   1   0  -4.40  -40.55  0.46E-10
2017   4   1   0  -4.35  -40.55  0.96E-11
2017   4   1   0  -4.30  -40.55  0.94E-11
2017   4   1   0  -4.25  -40.55  0.78E-11
2017   4   1   0  -4.20  -40.55  0.20E-10
2017   4   1   0  -4.15  -40.55  0.21E-10
2017   4   1   0  -4.10  -40.55  0.20E-11
2017   4   1   0  -4.40  -40.50  0.60E-10
2017   4   1   0  -4.35  -40.50  0.11E-10
2017   4   1   0  -4.30  -40.50  0.95E-11
2017   4   1   0  -4.25  -40.50  0.21E-10
2017   4   1   0  -4.20  -40.50  0.16E-10
2017   4   1   0  -4.15  -40.50  0.25E-10
2017   4   1   0  -4.10  -40.50  0.27E-11
2017   4   1   0  -4.40  -40.45  0.62E-10
2017   4   1   0  -4.35  -40.45  0.14E-10
2017   4   1   0  -4.30  -40.45  0.16E-10
2017   4   1   0  -4.25  -40.45  0.29E-10
2017   4   1   0  -4.20  -40.45  0.29E-10
2017   4   1   0  -4.15  -40.45  0.29E-10
2017   4   1   0  -4.40  -40.40  0.77E-10
2017   4   1   0  -4.35  -40.40  0.22E-10
2017   4   1   0  -4.30  -40.40  0.23E-10
2017   4   1   0  -4.25  -40.40  0.32E-10
2017   4   1   0  -4.20  -40.40  0.46E-10
2017   4   1   0  -4.15  -40.40  0.23E-10
2017   4   1   0  -4.40  -40.35  0.93E-10
2017   4   1   0  -4.35  -40.35  0.18E-10
2017   4   1   0  -4.30  -40.35  0.22E-10
2017   4   1   0  -4.25  -40.35  0.37E-10
2017   4   1   0  -4.20  -40.35  0.48E-10
2017   4   1   0  -4.15  -40.35  0.32E-11
2017   4   1   0  -4.40  -40.30  0.11E-09
2017   4   1   0  -4.35  -40.30  0.33E-10
2017   4   1   0  -4.30  -40.30  0.15E-10
2017   4   1   0  -4.25  -40.30  0.44E-10
2017   4   1   0  -4.20  -40.30  0.46E-10
2017   4   1   0  -4.40  -40.25  0.11E-09
2017   4   1   0  -4.35  -40.25  0.63E-10
2017   4   1   0  -4.30  -40.25  0.29E-10
2017   4   1   0  -4.25  -40.25  0.68E-10
2017   4   1   0  -4.20  -40.25  0.34E-10
2017   4   1   0  -4.40  -40.20  0.85E-10
2017   4   1   0  -4.35  -40.20  0.11E-09
2017   4   1   0  -4.30  -40.20  0.39E-10
2017   4   1   0  -4.25  -40.20  0.11E-09
2017   4   1   0  -4.20  -40.20  0.56E-11
2017   4   1   0  -4.40  -40.15  0.89E-10
2017   4   1   0  -4.35  -40.15  0.17E-09
2017   4   1   0  -4.30  -40.15  0.46E-10
2017   4   1   0  -4.25  -40.15  0.10E-09
2017   4   1   0  -4.40  -40.10  0.51E-10
2017   4   1   0  -4.35  -40.10  0.26E-09
2017   4   1   0  -4.30  -40.10  0.71E-10
2017   4   1   0  -4.25  -40.10  0.10E-09
2017   4   1   0  -4.35  -40.05  0.35E-09
2017   4   1   0  -4.30  -40.05  0.10E-09
2017   4   1   0  -4.25  -40.05  0.91E-10
2017   4   1   0  -4.35  -40.00  0.46E-09
2017   4   1   0  -4.30  -40.00  0.18E-09
2017   4   1   0  -4.25  -40.00  0.32E-10
2017   4   1   0  -4.35  -39.95  0.56E-09
2017   4   1   0  -4.30  -39.95  0.21E-09
2017   4   1   0  -4.35  -39.90  0.61E-09
2017   4   1   0  -4.30  -39.90  0.25E-09
2017   4   1   0  -4.35  -39.85  0.11E-08
2017   4   1   0  -4.30  -39.85  0.17E-09
