YEAR  MO  DA  HR    LAT     LON Rn2200010
2010   3   8  12  -4.85  -40.95  0.26E-11
2010   3   8  12  -4.80  -40.95  0.52E-12
2010   3   8  12  -4.85  -40.90  0.31E-11
2010   3   8  12  -4.80  -40.90  0.64E-11
2010   3   8  12  -4.85  -40.85  0.10E-11
2010   3   8  12  -4.80  -40.85  0.68E-11
2010   3   8  12  -4.75  -40.85  0.40E-11
2010   3   8  12  -4.70  -40.85  0.12E-11
2010   3   8  12  -4.85  -40.80  0.10E-11
2010   3   8  12  -4.80  -40.80  0.12E-10
2010   3   8  12  -4.75  -40.80  0.93E-11
2010   3   8  12  -4.70  -40.80  0.11E-10
2010   3   8  12  -4.80  -40.75  0.12E-10
2010   3   8  12  -4.75  -40.75  0.86E-11
2010   3   8  12  -4.70  -40.75  0.12E-10
2010   3   8  12  -4.65  -40.75  0.36E-11
2010   3   8  12  -4.80  -40.70  0.90E-11
2010   3   8  12  -4.75  -40.70  0.12E-10
2010   3   8  12  -4.70  -40.70  0.95E-11
2010   3   8  12  -4.65  -40.70  0.12E-10
2010   3   8  12  -4.60  -40.70  0.24E-11
2010   3   8  12  -4.80  -40.65  0.58E-11
2010   3   8  12  -4.75  -40.65  0.13E-10
2010   3   8  12  -4.70  -40.65  0.18E-10
2010   3   8  12  -4.65  -40.65  0.13E-10
2010   3   8  12  -4.60  -40.65  0.10E-10
2010   3   8  12  -4.80  -40.60  0.27E-11
2010   3   8  12  -4.75  -40.60  0.20E-10
2010   3   8  12  -4.70  -40.60  0.18E-10
2010   3   8  12  -4.65  -40.60  0.11E-10
2010   3   8  12  -4.60  -40.60  0.14E-10
2010   3   8  12  -4.55  -40.60  0.35E-11
2010   3   8  12  -4.75  -40.55  0.12E-10
2010   3   8  12  -4.70  -40.55  0.22E-10
2010   3   8  12  -4.65  -40.55  0.17E-10
2010   3   8  12  -4.60  -40.55  0.13E-10
2010   3   8  12  -4.55  -40.55  0.95E-11
2010   3   8  12  -4.50  -40.55  0.59E-12
2010   3   8  12  -4.75  -40.50  0.80E-11
2010   3   8  12  -4.70  -40.50  0.22E-10
2010   3   8  12  -4.65  -40.50  0.22E-10
2010   3   8  12  -4.60  -40.50  0.14E-10
2010   3   8  12  -4.55  -40.50  0.14E-10
2010   3   8  12  -4.50  -40.50  0.30E-11
2010   3   8  12  -4.75  -40.45  0.43E-11
2010   3   8  12  -4.70  -40.45  0.23E-10
2010   3   8  12  -4.65  -40.45  0.23E-10
2010   3   8  12  -4.60  -40.45  0.15E-10
2010   3   8  12  -4.55  -40.45  0.14E-10
2010   3   8  12  -4.50  -40.45  0.13E-10
2010   3   8  12  -4.45  -40.45  0.60E-12
2010   3   8  12  -4.70  -40.40  0.17E-10
2010   3   8  12  -4.65  -40.40  0.25E-10
2010   3   8  12  -4.60  -40.40  0.17E-10
2010   3   8  12  -4.55  -40.40  0.16E-10
2010   3   8  12  -4.50  -40.40  0.11E-10
2010   3   8  12  -4.45  -40.40  0.36E-11
2010   3   8  12  -4.70  -40.35  0.14E-10
2010   3   8  12  -4.65  -40.35  0.29E-10
2010   3   8  12  -4.60  -40.35  0.17E-10
2010   3   8  12  -4.55  -40.35  0.16E-10
2010   3   8  12  -4.50  -40.35  0.13E-10
2010   3   8  12  -4.45  -40.35  0.16E-10
2010   3   8  12  -4.70  -40.30  0.27E-11
2010   3   8  12  -4.65  -40.30  0.27E-10
2010   3   8  12  -4.60  -40.30  0.25E-10
2010   3   8  12  -4.55  -40.30  0.20E-10
2010   3   8  12  -4.50  -40.30  0.18E-10
2010   3   8  12  -4.45  -40.30  0.22E-10
2010   3   8  12  -4.40  -40.30  0.12E-11
2010   3   8  12  -4.65  -40.25  0.14E-10
2010   3   8  12  -4.60  -40.25  0.29E-10
2010   3   8  12  -4.55  -40.25  0.27E-10
2010   3   8  12  -4.50  -40.25  0.29E-10
2010   3   8  12  -4.45  -40.25  0.24E-10
2010   3   8  12  -4.40  -40.25  0.67E-11
2010   3   8  12  -4.65  -40.20  0.44E-12
2010   3   8  12  -4.60  -40.20  0.36E-10
2010   3   8  12  -4.55  -40.20  0.33E-10
2010   3   8  12  -4.50  -40.20  0.23E-10
2010   3   8  12  -4.45  -40.20  0.29E-10
2010   3   8  12  -4.40  -40.20  0.15E-10
2010   3   8  12  -4.60  -40.15  0.15E-10
2010   3   8  12  -4.55  -40.15  0.52E-10
2010   3   8  12  -4.50  -40.15  0.30E-10
2010   3   8  12  -4.45  -40.15  0.31E-10
2010   3   8  12  -4.40  -40.15  0.32E-10
2010   3   8  12  -4.55  -40.10  0.37E-10
2010   3   8  12  -4.50  -40.10  0.46E-10
2010   3   8  12  -4.45  -40.10  0.27E-10
2010   3   8  12  -4.40  -40.10  0.50E-10
2010   3   8  12  -4.35  -40.10  0.31E-11
2010   3   8  12  -4.55  -40.05  0.27E-11
2010   3   8  12  -4.50  -40.05  0.60E-10
2010   3   8  12  -4.45  -40.05  0.36E-10
2010   3   8  12  -4.40  -40.05  0.65E-10
2010   3   8  12  -4.35  -40.05  0.23E-10
2010   3   8  12  -4.50  -40.00  0.17E-10
2010   3   8  12  -4.45  -40.00  0.81E-10
2010   3   8  12  -4.40  -40.00  0.61E-10
2010   3   8  12  -4.35  -40.00  0.53E-10
2010   3   8  12  -4.45  -39.95  0.48E-10
2010   3   8  12  -4.40  -39.95  0.86E-10
2010   3   8  12  -4.35  -39.95  0.60E-10
2010   3   8  12  -4.40  -39.90  0.10E-09
2010   3   8  12  -4.35  -39.90  0.14E-09
2010   3   8  12  -4.40  -39.85  0.28E-10
2010   3   8  12  -4.35  -39.85  0.41E-09
2010   3   8  12  -4.35  -39.80  0.24E-10
2010   3   9   0  -5.00  -41.80  0.35E-11
2010   3   9   0  -4.95  -41.80  0.38E-11
2010   3   9   0  -4.90  -41.80  0.71E-12
2010   3   9   0  -5.05  -41.75  0.33E-11
2010   3   9   0  -5.00  -41.75  0.11E-10
2010   3   9   0  -4.95  -41.75  0.10E-10
2010   3   9   0  -4.90  -41.75  0.63E-11
2010   3   9   0  -4.85  -41.75  0.15E-11
2010   3   9   0  -5.05  -41.70  0.62E-11
2010   3   9   0  -5.00  -41.70  0.97E-11
2010   3   9   0  -4.95  -41.70  0.18E-10
2010   3   9   0  -4.90  -41.70  0.60E-11
2010   3   9   0  -4.85  -41.70  0.18E-10
2010   3   9   0  -4.80  -41.70  0.15E-11
2010   3   9   0  -5.05  -41.65  0.53E-11
2010   3   9   0  -5.00  -41.65  0.64E-11
2010   3   9   0  -4.95  -41.65  0.10E-10
2010   3   9   0  -4.90  -41.65  0.17E-10
2010   3   9   0  -4.85  -41.65  0.55E-11
2010   3   9   0  -4.80  -41.65  0.61E-11
2010   3   9   0  -4.75  -41.65  0.87E-11
2010   3   9   0  -5.05  -41.60  0.49E-11
2010   3   9   0  -5.00  -41.60  0.79E-11
2010   3   9   0  -4.95  -41.60  0.87E-11
2010   3   9   0  -4.90  -41.60  0.19E-10
2010   3   9   0  -4.85  -41.60  0.39E-11
2010   3   9   0  -4.80  -41.60  0.83E-11
2010   3   9   0  -4.75  -41.60  0.11E-10
2010   3   9   0  -4.70  -41.60  0.29E-11
2010   3   9   0  -5.05  -41.55  0.49E-11
2010   3   9   0  -5.00  -41.55  0.75E-11
2010   3   9   0  -4.95  -41.55  0.76E-11
2010   3   9   0  -4.90  -41.55  0.14E-10
2010   3   9   0  -4.85  -41.55  0.45E-11
2010   3   9   0  -4.80  -41.55  0.11E-10
2010   3   9   0  -4.75  -41.55  0.11E-10
2010   3   9   0  -4.70  -41.55  0.10E-10
2010   3   9   0  -5.05  -41.50  0.39E-11
2010   3   9   0  -5.00  -41.50  0.49E-11
2010   3   9   0  -4.95  -41.50  0.71E-11
2010   3   9   0  -4.90  -41.50  0.12E-10
2010   3   9   0  -4.85  -41.50  0.34E-11
2010   3   9   0  -4.80  -41.50  0.11E-10
2010   3   9   0  -4.75  -41.50  0.93E-11
2010   3   9   0  -4.70  -41.50  0.12E-10
2010   3   9   0  -4.65  -41.50  0.66E-11
2010   3   9   0  -5.05  -41.45  0.98E-12
2010   3   9   0  -5.00  -41.45  0.54E-11
2010   3   9   0  -4.95  -41.45  0.82E-11
2010   3   9   0  -4.90  -41.45  0.74E-11
2010   3   9   0  -4.85  -41.45  0.68E-11
2010   3   9   0  -4.80  -41.45  0.10E-10
2010   3   9   0  -4.75  -41.45  0.11E-10
2010   3   9   0  -4.70  -41.45  0.17E-10
2010   3   9   0  -4.65  -41.45  0.18E-10
2010   3   9   0  -5.00  -41.40  0.50E-11
2010   3   9   0  -4.95  -41.40  0.63E-11
2010   3   9   0  -4.90  -41.40  0.85E-11
2010   3   9   0  -4.85  -41.40  0.40E-11
2010   3   9   0  -4.80  -41.40  0.13E-10
2010   3   9   0  -4.75  -41.40  0.12E-10
2010   3   9   0  -4.70  -41.40  0.18E-10
2010   3   9   0  -4.65  -41.40  0.18E-10
2010   3   9   0  -4.60  -41.40  0.52E-11
2010   3   9   0  -5.00  -41.35  0.35E-11
2010   3   9   0  -4.95  -41.35  0.61E-11
2010   3   9   0  -4.90  -41.35  0.72E-11
2010   3   9   0  -4.85  -41.35  0.69E-11
2010   3   9   0  -4.80  -41.35  0.86E-11
2010   3   9   0  -4.75  -41.35  0.12E-10
2010   3   9   0  -4.70  -41.35  0.16E-10
