YEAR  MO  DA  HR    LAT     LON Rn2200010
2019   4   1  12  -4.35  -39.95  0.41E-11
2019   4   1  12  -4.35  -39.90  0.17E-10
2019   4   1  12  -4.30  -39.90  0.18E-10
2019   4   1  12  -4.25  -39.90  0.30E-10
2019   4   1  12  -4.20  -39.90  0.27E-10
2019   4   1  12  -4.45  -39.85  0.44E-10
2019   4   1  12  -4.40  -39.85  0.23E-09
2019   4   1  12  -4.35  -39.85  0.47E-10
2019   4   1  12  -4.30  -39.85  0.13E-09
2019   4   1  12  -4.25  -39.85  0.21E-09
2019   4   1  12  -4.20  -39.85  0.20E-09
2019   4   1  12  -4.15  -39.85  0.49E-11
2019   4   1  12  -4.45  -39.80  0.13E-10
2019   4   1  12  -4.40  -39.80  0.12E-09
2019   4   1  12  -4.35  -39.80  0.78E-09
2019   4   1  12  -4.30  -39.80  0.31E-09
2019   4   1  12  -4.25  -39.80  0.13E-09
2019   4   1  12  -4.20  -39.80  0.88E-10
2019   4   1  12  -4.15  -39.80  0.17E-10
2019   4   1  12  -4.35  -39.75  0.46E-10
2019   4   1  12  -4.30  -39.75  0.20E-09
2019   4   1  12  -4.25  -39.75  0.10E-09
2019   4   1  12  -4.20  -39.75  0.20E-10
2019   4   2   0  -3.90  -40.25  0.23E-11
2019   4   2   0  -3.95  -40.20  0.23E-11
2019   4   2   0  -3.90  -40.20  0.23E-11
2019   4   2   0  -3.85  -40.20  0.44E-11
2019   4   2   0  -4.10  -40.15  0.29E-11
2019   4   2   0  -4.05  -40.15  0.96E-11
2019   4   2   0  -4.00  -40.15  0.13E-10
2019   4   2   0  -3.95  -40.15  0.81E-11
2019   4   2   0  -3.90  -40.15  0.16E-10
2019   4   2   0  -3.85  -40.15  0.45E-11
2019   4   2   0  -4.20  -40.10  0.99E-12
2019   4   2   0  -4.15  -40.10  0.99E-12
2019   4   2   0  -4.10  -40.10  0.12E-10
2019   4   2   0  -4.05  -40.10  0.26E-10
2019   4   2   0  -4.00  -40.10  0.60E-10
2019   4   2   0  -3.95  -40.10  0.96E-10
2019   4   2   0  -3.90  -40.10  0.63E-10
2019   4   2   0  -3.85  -40.10  0.36E-10
2019   4   2   0  -3.80  -40.10  0.67E-11
2019   4   2   0  -4.25  -40.05  0.10E-11
2019   4   2   0  -4.20  -40.05  0.20E-11
2019   4   2   0  -4.15  -40.05  0.78E-11
2019   4   2   0  -4.10  -40.05  0.42E-10
2019   4   2   0  -4.05  -40.05  0.99E-10
2019   4   2   0  -4.00  -40.05  0.12E-09
2019   4   2   0  -3.95  -40.05  0.76E-10
2019   4   2   0  -3.90  -40.05  0.35E-10
2019   4   2   0  -3.85  -40.05  0.68E-11
2019   4   2   0  -3.80  -40.05  0.45E-11
2019   4   2   0  -4.30  -40.00  0.10E-11
2019   4   2   0  -4.25  -40.00  0.71E-11
2019   4   2   0  -4.20  -40.00  0.89E-11
2019   4   2   0  -4.15  -40.00  0.69E-10
2019   4   2   0  -4.10  -40.00  0.12E-09
2019   4   2   0  -4.05  -40.00  0.11E-09
2019   4   2   0  -4.00  -40.00  0.71E-10
2019   4   2   0  -3.95  -40.00  0.17E-10
2019   4   2   0  -3.90  -40.00  0.23E-11
2019   4   2   0  -4.35  -39.95  0.41E-11
2019   4   2   0  -4.30  -39.95  0.20E-10
2019   4   2   0  -4.25  -39.95  0.65E-11
2019   4   2   0  -4.20  -39.95  0.86E-10
2019   4   2   0  -4.15  -39.95  0.13E-09
2019   4   2   0  -4.10  -39.95  0.10E-09
2019   4   2   0  -4.05  -39.95  0.38E-10
2019   4   2   0  -4.00  -39.95  0.58E-11
2019   4   2   0  -4.30  -39.90  0.82E-11
2019   4   2   0  -4.25  -39.90  0.13E-09
2019   4   2   0  -4.20  -39.90  0.24E-09
2019   4   2   0  -4.15  -39.90  0.23E-09
2019   4   2   0  -4.10  -39.90  0.48E-10
2019   4   2   0  -4.05  -39.90  0.35E-11
2019   4   2   0  -4.30  -39.85  0.26E-09
2019   4   2   0  -4.25  -39.85  0.53E-09
2019   4   2   0  -4.20  -39.85  0.25E-09
2019   4   2   0  -4.15  -39.85  0.48E-10
2019   4   2   0  -4.10  -39.85  0.24E-11
2019   4   2   0  -4.35  -39.80  0.15E-09
2019   4   2   0  -4.30  -39.80  0.93E-09
