YEAR  MO  DA  HR    LAT     LON Rn2200010
2008   3  17  12  -4.35  -39.80  0.38E-09
2008   3  17  12  -4.30  -39.80  0.39E-09
2008   3  17  12  -4.35  -39.75  0.25E-09
2008   3  17  12  -4.30  -39.75  0.22E-09
2008   3  17  12  -4.25  -39.75  0.25E-11
2008   3  17  12  -4.35  -39.70  0.32E-10
2008   3  17  12  -4.30  -39.70  0.18E-09
2008   3  17  12  -4.25  -39.70  0.44E-10
2008   3  17  12  -4.35  -39.65  0.22E-11
2008   3  17  12  -4.30  -39.65  0.12E-09
2008   3  17  12  -4.25  -39.65  0.85E-10
2008   3  17  12  -4.20  -39.65  0.72E-11
2008   3  17  12  -4.30  -39.60  0.54E-10
2008   3  17  12  -4.25  -39.60  0.66E-10
2008   3  17  12  -4.20  -39.60  0.11E-10
2008   3  17  12  -4.25  -39.55  0.62E-11
2008   3  18   0  -4.35  -39.85  0.41E-10
2008   3  18   0  -4.30  -39.85  0.15E-09
2008   3  18   0  -4.25  -39.85  0.11E-09
2008   3  18   0  -4.30  -39.80  0.16E-08
2008   3  18   0  -4.25  -39.80  0.74E-10
2008   3  18   0  -4.20  -39.80  0.24E-10
2008   3  18   0  -4.30  -39.75  0.90E-09
2008   3  18   0  -4.25  -39.75  0.32E-09
2008   3  18   0  -4.20  -39.75  0.94E-10
2008   3  18   0  -4.15  -39.75  0.24E-11
2008   3  18   0  -4.30  -39.70  0.20E-09
2008   3  18   0  -4.25  -39.70  0.53E-09
2008   3  18   0  -4.20  -39.70  0.16E-09
2008   3  18   0  -4.15  -39.70  0.19E-09
2008   3  18   0  -4.10  -39.70  0.10E-09
2008   3  18   0  -4.05  -39.70  0.43E-10
2008   3  18   0  -4.30  -39.65  0.48E-11
2008   3  18   0  -4.25  -39.65  0.22E-09
2008   3  18   0  -4.20  -39.65  0.49E-09
2008   3  18   0  -4.15  -39.65  0.24E-09
2008   3  18   0  -4.10  -39.65  0.18E-09
2008   3  18   0  -4.05  -39.65  0.10E-09
2008   3  18   0  -4.00  -39.65  0.22E-10
2008   3  18   0  -4.25  -39.60  0.30E-10
2008   3  18   0  -4.20  -39.60  0.68E-10
2008   3  18   0  -4.15  -39.60  0.57E-10
2008   3  18   0  -4.10  -39.60  0.15E-09
2008   3  18   0  -4.05  -39.60  0.14E-09
2008   3  18   0  -4.00  -39.60  0.79E-10
2008   3  18   0  -4.20  -39.55  0.27E-10
2008   3  18   0  -4.15  -39.55  0.45E-10
2008   3  18   0  -4.10  -39.55  0.55E-10
2008   3  18   0  -4.05  -39.55  0.16E-09
2008   3  18   0  -4.00  -39.55  0.11E-09
2008   3  18   0  -3.95  -39.55  0.40E-11
2008   3  18   0  -4.20  -39.50  0.74E-11
2008   3  18   0  -4.15  -39.50  0.26E-10
2008   3  18   0  -4.10  -39.50  0.65E-10
2008   3  18   0  -4.05  -39.50  0.17E-09
2008   3  18   0  -4.00  -39.50  0.76E-10
2008   3  18   0  -4.15  -39.45  0.64E-11
2008   3  18   0  -4.10  -39.45  0.24E-10
2008   3  18   0  -4.05  -39.45  0.59E-10
2008   3  18   0  -4.00  -39.45  0.11E-10
2008   3  18   0  -4.10  -39.40  0.19E-11
