YEAR  MO  DA  HR    LAT     LON Rn2200010
2018   4  11  12  -4.35  -39.80  0.35E-09
2018   4  11  12  -4.30  -39.80  0.26E-09
2018   4  11  12  -4.35  -39.75  0.36E-09
2018   4  11  12  -4.30  -39.75  0.37E-09
2018   4  11  12  -4.25  -39.75  0.20E-10
2018   4  11  12  -4.35  -39.70  0.79E-10
2018   4  11  12  -4.30  -39.70  0.13E-09
2018   4  11  12  -4.25  -39.70  0.30E-10
2018   4  11  12  -4.35  -39.65  0.24E-10
2018   4  11  12  -4.30  -39.65  0.17E-09
2018   4  11  12  -4.25  -39.65  0.51E-10
2018   4  11  12  -4.20  -39.65  0.12E-10
2018   4  11  12  -4.35  -39.60  0.93E-11
2018   4  11  12  -4.30  -39.60  0.73E-10
2018   4  11  12  -4.25  -39.60  0.39E-10
2018   4  11  12  -4.20  -39.60  0.20E-10
2018   4  11  12  -4.35  -39.55  0.24E-11
2018   4  11  12  -4.30  -39.55  0.11E-10
2018   4  11  12  -4.25  -39.55  0.23E-10
2018   4  11  12  -4.30  -39.50  0.24E-11
2018   4  11  12  -4.25  -39.50  0.24E-11
2018   4  12   0  -4.65  -39.95  0.12E-11
2018   4  12   0  -4.60  -39.95  0.89E-10
2018   4  12   0  -4.55  -39.95  0.15E-09
2018   4  12   0  -4.50  -39.95  0.18E-09
2018   4  12   0  -4.45  -39.95  0.13E-09
2018   4  12   0  -4.40  -39.95  0.72E-11
2018   4  12   0  -4.65  -39.90  0.81E-10
2018   4  12   0  -4.60  -39.90  0.12E-09
2018   4  12   0  -4.55  -39.90  0.13E-09
2018   4  12   0  -4.50  -39.90  0.15E-09
2018   4  12   0  -4.45  -39.90  0.33E-09
2018   4  12   0  -4.40  -39.90  0.26E-09
2018   4  12   0  -4.35  -39.90  0.47E-10
2018   4  12   0  -4.60  -39.85  0.39E-10
2018   4  12   0  -4.55  -39.85  0.85E-10
2018   4  12   0  -4.50  -39.85  0.15E-09
2018   4  12   0  -4.45  -39.85  0.23E-09
2018   4  12   0  -4.40  -39.85  0.50E-09
2018   4  12   0  -4.35  -39.85  0.83E-09
2018   4  12   0  -4.30  -39.85  0.88E-10
2018   4  12   0  -4.55  -39.80  0.47E-10
2018   4  12   0  -4.50  -39.80  0.68E-10
2018   4  12   0  -4.45  -39.80  0.14E-09
2018   4  12   0  -4.40  -39.80  0.46E-09
2018   4  12   0  -4.35  -39.80  0.74E-09
2018   4  12   0  -4.30  -39.80  0.33E-09
2018   4  12   0  -4.25  -39.80  0.50E-10
2018   4  12   0  -4.55  -39.75  0.44E-11
2018   4  12   0  -4.50  -39.75  0.43E-11
2018   4  12   0  -4.45  -39.75  0.76E-11
2018   4  12   0  -4.40  -39.75  0.14E-10
2018   4  12   0  -4.35  -39.75  0.27E-10
2018   4  12   0  -4.30  -39.75  0.56E-10
2018   4  12   0  -4.25  -39.75  0.16E-09
2018   4  12   0  -4.20  -39.75  0.19E-10
2018   4  12   0  -4.50  -39.70  0.11E-11
2018   4  12   0  -4.45  -39.70  0.22E-11
2018   4  12   0  -4.40  -39.70  0.11E-11
2018   4  12   0  -4.35  -39.70  0.45E-11
2018   4  12   0  -4.30  -39.70  0.13E-10
2018   4  12   0  -4.25  -39.70  0.10E-09
2018   4  12   0  -4.20  -39.70  0.64E-10
2018   4  12   0  -4.15  -39.70  0.47E-11
2018   4  12   0  -4.50  -39.65  0.22E-11
2018   4  12   0  -4.30  -39.65  0.67E-11
2018   4  12   0  -4.25  -39.65  0.48E-10
2018   4  12   0  -4.20  -39.65  0.85E-10
2018   4  12   0  -4.15  -39.65  0.20E-10
2018   4  12   0  -4.30  -39.60  0.31E-11
2018   4  12   0  -4.25  -39.60  0.29E-10
2018   4  12   0  -4.20  -39.60  0.43E-10
2018   4  12   0  -4.15  -39.60  0.30E-10
2018   4  12   0  -4.25  -39.55  0.17E-10
2018   4  12   0  -4.20  -39.55  0.25E-10
2018   4  12   0  -4.15  -39.55  0.12E-11
