YEAR  MO  DA  HR    LAT     LON Rn2200010
2013   3  21  12  -4.35  -40.85  0.21E-11
2013   3  21  12  -4.30  -40.85  0.52E-12
2013   3  21  12  -4.35  -40.80  0.14E-10
2013   3  21  12  -4.30  -40.80  0.70E-11
2013   3  21  12  -4.35  -40.75  0.16E-10
2013   3  21  12  -4.30  -40.75  0.14E-10
2013   3  21  12  -4.25  -40.75  0.60E-12
2013   3  21  12  -4.35  -40.70  0.21E-10
2013   3  21  12  -4.30  -40.70  0.20E-10
2013   3  21  12  -4.25  -40.70  0.12E-11
2013   3  21  12  -4.35  -40.65  0.31E-10
2013   3  21  12  -4.30  -40.65  0.26E-10
2013   3  21  12  -4.25  -40.65  0.66E-11
2013   3  21  12  -4.35  -40.60  0.29E-10
2013   3  21  12  -4.30  -40.60  0.23E-10
2013   3  21  12  -4.25  -40.60  0.17E-10
2013   3  21  12  -4.40  -40.55  0.11E-11
2013   3  21  12  -4.35  -40.55  0.30E-10
2013   3  21  12  -4.30  -40.55  0.36E-10
2013   3  21  12  -4.25  -40.55  0.19E-10
2013   3  21  12  -4.40  -40.50  0.75E-11
2013   3  21  12  -4.35  -40.50  0.39E-10
2013   3  21  12  -4.30  -40.50  0.42E-10
2013   3  21  12  -4.25  -40.50  0.23E-10
2013   3  21  12  -4.40  -40.45  0.69E-11
2013   3  21  12  -4.35  -40.45  0.34E-10
2013   3  21  12  -4.30  -40.45  0.51E-10
2013   3  21  12  -4.25  -40.45  0.36E-10
2013   3  21  12  -4.40  -40.40  0.54E-11
2013   3  21  12  -4.35  -40.40  0.43E-10
2013   3  21  12  -4.30  -40.40  0.55E-10
2013   3  21  12  -4.25  -40.40  0.47E-10
2013   3  21  12  -4.40  -40.35  0.18E-10
2013   3  21  12  -4.35  -40.35  0.43E-10
2013   3  21  12  -4.30  -40.35  0.65E-10
2013   3  21  12  -4.25  -40.35  0.50E-10
2013   3  21  12  -4.40  -40.30  0.20E-10
2013   3  21  12  -4.35  -40.30  0.46E-10
2013   3  21  12  -4.30  -40.30  0.93E-10
2013   3  21  12  -4.25  -40.30  0.52E-10
2013   3  21  12  -4.40  -40.25  0.27E-10
2013   3  21  12  -4.35  -40.25  0.60E-10
2013   3  21  12  -4.30  -40.25  0.14E-09
2013   3  21  12  -4.25  -40.25  0.19E-10
2013   3  21  12  -4.40  -40.20  0.30E-10
2013   3  21  12  -4.35  -40.20  0.61E-10
2013   3  21  12  -4.30  -40.20  0.17E-09
2013   3  21  12  -4.25  -40.20  0.62E-12
2013   3  21  12  -4.40  -40.15  0.39E-10
2013   3  21  12  -4.35  -40.15  0.90E-10
2013   3  21  12  -4.30  -40.15  0.18E-09
2013   3  21  12  -4.40  -40.10  0.43E-10
2013   3  21  12  -4.35  -40.10  0.81E-10
2013   3  21  12  -4.30  -40.10  0.22E-09
2013   3  21  12  -4.40  -40.05  0.33E-10
2013   3  21  12  -4.35  -40.05  0.16E-09
2013   3  21  12  -4.30  -40.05  0.24E-09
2013   3  21  12  -4.40  -40.00  0.96E-11
2013   3  21  12  -4.35  -40.00  0.16E-09
2013   3  21  12  -4.30  -40.00  0.28E-09
2013   3  21  12  -4.35  -39.95  0.31E-09
2013   3  21  12  -4.30  -39.95  0.36E-09
2013   3  21  12  -4.35  -39.90  0.29E-09
2013   3  21  12  -4.30  -39.90  0.48E-09
2013   3  21  12  -4.35  -39.85  0.90E-09
2013   3  21  12  -4.30  -39.85  0.21E-09
2013   3  21  12  -4.35  -39.80  0.38E-10
2013   3  22   0  -4.40  -42.35  0.47E-12
2013   3  22   0  -4.35  -42.30  0.20E-11
2013   3  22   0  -4.30  -42.25  0.55E-12
2013   3  22   0  -4.40  -42.20  0.47E-12
2013   3  22   0  -4.35  -42.20  0.93E-12
2013   3  22   0  -4.30  -42.20  0.93E-12
2013   3  22   0  -4.30  -42.15  0.26E-11
2013   3  22   0  -4.25  -42.15  0.17E-11
2013   3  22   0  -4.40  -42.10  0.16E-11
2013   3  22   0  -4.35  -42.10  0.16E-11
2013   3  22   0  -4.30  -42.10  0.94E-12
2013   3  22   0  -4.25  -42.10  0.38E-11
2013   3  22   0  -4.20  -42.10  0.89E-12
2013   3  22   0  -4.45  -42.05  0.30E-11
2013   3  22   0  -4.40  -42.05  0.51E-11
2013   3  22   0  -4.35  -42.05  0.31E-11
2013   3  22   0  -4.30  -42.05  0.31E-11
2013   3  22   0  -4.25  -42.05  0.29E-11
2013   3  22   0  -4.20  -42.05  0.89E-12
2013   3  22   0  -4.45  -42.00  0.30E-11
2013   3  22   0  -4.40  -42.00  0.84E-11
2013   3  22   0  -4.35  -42.00  0.43E-11
2013   3  22   0  -4.30  -42.00  0.41E-11
2013   3  22   0  -4.40  -41.95  0.37E-11
2013   3  22   0  -4.35  -41.95  0.57E-11
2013   3  22   0  -4.30  -41.95  0.31E-11
2013   3  22   0  -4.25  -41.95  0.12E-11
2013   3  22   0  -4.40  -41.90  0.17E-11
2013   3  22   0  -4.35  -41.90  0.71E-11
2013   3  22   0  -4.30  -41.90  0.80E-11
2013   3  22   0  -4.25  -41.90  0.13E-11
2013   3  22   0  -4.20  -41.90  0.45E-12
2013   3  22   0  -4.40  -41.85  0.11E-11
2013   3  22   0  -4.35  -41.85  0.46E-11
2013   3  22   0  -4.30  -41.85  0.14E-10
2013   3  22   0  -4.25  -41.85  0.39E-11
2013   3  22   0  -4.20  -41.85  0.89E-12
2013   3  22   0  -4.40  -41.80  0.11E-11
2013   3  22   0  -4.35  -41.80  0.61E-11
2013   3  22   0  -4.30  -41.80  0.15E-10
2013   3  22   0  -4.25  -41.80  0.13E-10
2013   3  22   0  -4.20  -41.80  0.18E-11
2013   3  22   0  -4.35  -41.75  0.66E-11
2013   3  22   0  -4.30  -41.75  0.49E-11
2013   3  22   0  -4.25  -41.75  0.17E-10
2013   3  22   0  -4.20  -41.75  0.49E-11
2013   3  22   0  -4.40  -41.70  0.16E-11
2013   3  22   0  -4.35  -41.70  0.22E-11
2013   3  22   0  -4.30  -41.70  0.55E-11
2013   3  22   0  -4.25  -41.70  0.17E-10
2013   3  22   0  -4.20  -41.70  0.10E-10
2013   3  22   0  -4.15  -41.70  0.45E-12
2013   3  22   0  -4.40  -41.65  0.55E-11
2013   3  22   0  -4.35  -41.65  0.39E-11
2013   3  22   0  -4.30  -41.65  0.31E-11
2013   3  22   0  -4.25  -41.65  0.16E-10
2013   3  22   0  -4.20  -41.65  0.12E-10
2013   3  22   0  -4.15  -41.65  0.18E-11
2013   3  22   0  -4.40  -41.60  0.50E-11
2013   3  22   0  -4.35  -41.60  0.17E-11
2013   3  22   0  -4.30  -41.60  0.69E-11
2013   3  22   0  -4.25  -41.60  0.11E-10
2013   3  22   0  -4.20  -41.60  0.18E-10
2013   3  22   0  -4.15  -41.60  0.27E-11
2013   3  22   0  -4.40  -41.55  0.17E-11
2013   3  22   0  -4.35  -41.55  0.62E-11
2013   3  22   0  -4.30  -41.55  0.53E-11
2013   3  22   0  -4.25  -41.55  0.14E-10
2013   3  22   0  -4.20  -41.55  0.18E-10
2013   3  22   0  -4.15  -41.55  0.27E-11
2013   3  22   0  -4.45  -41.50  0.11E-11
2013   3  22   0  -4.40  -41.50  0.39E-11
2013   3  22   0  -4.35  -41.50  0.47E-11
2013   3  22   0  -4.30  -41.50  0.49E-11
2013   3  22   0  -4.25  -41.50  0.12E-10
2013   3  22   0  -4.20  -41.50  0.24E-10
2013   3  22   0  -4.15  -41.50  0.27E-11
2013   3  22   0  -4.45  -41.45  0.56E-12
2013   3  22   0  -4.40  -41.45  0.39E-11
2013   3  22   0  -4.35  -41.45  0.60E-11
2013   3  22   0  -4.30  -41.45  0.99E-11
2013   3  22   0  -4.25  -41.45  0.15E-10
2013   3  22   0  -4.20  -41.45  0.21E-10
2013   3  22   0  -4.15  -41.45  0.78E-11
2013   3  22   0  -4.45  -41.40  0.28E-11
2013   3  22   0  -4.40  -41.40  0.85E-11
2013   3  22   0  -4.35  -41.40  0.80E-11
2013   3  22   0  -4.30  -41.40  0.70E-11
2013   3  22   0  -4.25  -41.40  0.14E-10
2013   3  22   0  -4.20  -41.40  0.22E-10
2013   3  22   0  -4.15  -41.40  0.69E-11
2013   3  22   0  -4.45  -41.35  0.11E-11
2013   3  22   0  -4.40  -41.35  0.63E-11
2013   3  22   0  -4.35  -41.35  0.76E-11
2013   3  22   0  -4.30  -41.35  0.70E-11
2013   3  22   0  -4.25  -41.35  0.18E-10
2013   3  22   0  -4.20  -41.35  0.21E-10
2013   3  22   0  -4.15  -41.35  0.73E-11
2013   3  22   0  -4.45  -41.30  0.29E-11
2013   3  22   0  -4.40  -41.30  0.40E-11
2013   3  22   0  -4.35  -41.30  0.56E-11
2013   3  22   0  -4.30  -41.30  0.86E-11
2013   3  22   0  -4.25  -41.30  0.21E-10
2013   3  22   0  -4.20  -41.30  0.28E-10
2013   3  22   0  -4.15  -41.30  0.60E-11
2013   3  22   0  -4.45  -41.25  0.57E-11
2013   3  22   0  -4.40  -41.25  0.73E-11
2013   3  22   0  -4.35  -41.25  0.74E-11
2013   3  22   0  -4.30  -41.25  0.12E-10
2013   3  22   0  -4.25  -41.25  0.21E-10
2013   3  22   0  -4.20  -41.25  0.35E-10
2013   3  22   0  -4.15  -41.25  0.73E-11
2013   3  22   0  -4.45  -41.20  0.40E-11
2013   3  22   0  -4.40  -41.20  0.87E-11
2013   3  22   0  -4.35  -41.20  0.84E-11
2013   3  22   0  -4.30  -41.20  0.18E-10
2013   3  22   0  -4.25  -41.20  0.19E-10
2013   3  22   0  -4.20  -41.20  0.31E-10
2013   3  22   0  -4.15  -41.20  0.55E-11
2013   3  22   0  -4.45  -41.15  0.23E-11
2013   3  22   0  -4.40  -41.15  0.89E-11
2013   3  22   0  -4.35  -41.15  0.11E-10
2013   3  22   0  -4.30  -41.15  0.18E-10
2013   3  22   0  -4.25  -41.15  0.20E-10
2013   3  22   0  -4.20  -41.15  0.41E-10
2013   3  22   0  -4.15  -41.15  0.51E-11
2013   3  22   0  -4.45  -41.10  0.35E-11
2013   3  22   0  -4.40  -41.10  0.13E-10
2013   3  22   0  -4.35  -41.10  0.16E-10
2013   3  22   0  -4.30  -41.10  0.21E-10
2013   3  22   0  -4.25  -41.10  0.26E-10
2013   3  22   0  -4.20  -41.10  0.38E-10
2013   3  22   0  -4.15  -41.10  0.23E-11
2013   3  22   0  -4.45  -41.05  0.47E-11
2013   3  22   0  -4.40  -41.05  0.93E-11
2013   3  22   0  -4.35  -41.05  0.12E-10
2013   3  22   0  -4.30  -41.05  0.27E-10
2013   3  22   0  -4.25  -41.05  0.32E-10
2013   3  22   0  -4.20  -41.05  0.38E-10
2013   3  22   0  -4.15  -41.05  0.11E-11
2013   3  22   0  -4.45  -41.00  0.11E-10
2013   3  22   0  -4.40  -41.00  0.64E-11
2013   3  22   0  -4.35  -41.00  0.14E-10
2013   3  22   0  -4.30  -41.00  0.33E-10
2013   3  22   0  -4.25  -41.00  0.35E-10
2013   3  22   0  -4.20  -41.00  0.38E-10
2013   3  22   0  -4.50  -40.95  0.59E-12
2013   3  22   0  -4.45  -40.95  0.11E-10
2013   3  22   0  -4.40  -40.95  0.14E-10
2013   3  22   0  -4.35  -40.95  0.14E-10
2013   3  22   0  -4.30  -40.95  0.38E-10
2013   3  22   0  -4.25  -40.95  0.45E-10
2013   3  22   0  -4.20  -40.95  0.39E-10
2013   3  22   0  -4.50  -40.90  0.59E-12
2013   3  22   0  -4.45  -40.90  0.12E-10
2013   3  22   0  -4.40  -40.90  0.13E-10
2013   3  22   0  -4.35  -40.90  0.18E-10
2013   3  22   0  -4.30  -40.90  0.32E-10
2013   3  22   0  -4.25  -40.90  0.52E-10
2013   3  22   0  -4.20  -40.90  0.41E-10
2013   3  22   0  -4.50  -40.85  0.12E-11
2013   3  22   0  -4.45  -40.85  0.60E-11
2013   3  22   0  -4.40  -40.85  0.13E-10
2013   3  22   0  -4.35  -40.85  0.24E-10
2013   3  22   0  -4.30  -40.85  0.32E-10
2013   3  22   0  -4.25  -40.85  0.77E-10
2013   3  22   0  -4.20  -40.85  0.29E-10
2013   3  22   0  -4.50  -40.80  0.12E-11
2013   3  22   0  -4.45  -40.80  0.98E-11
2013   3  22   0  -4.40  -40.80  0.14E-10
2013   3  22   0  -4.35  -40.80  0.18E-10
2013   3  22   0  -4.30  -40.80  0.29E-10
2013   3  22   0  -4.25  -40.80  0.78E-10
2013   3  22   0  -4.20  -40.80  0.14E-10
2013   3  22   0  -4.50  -40.75  0.31E-11
2013   3  22   0  -4.45  -40.75  0.79E-11
2013   3  22   0  -4.40  -40.75  0.13E-10
2013   3  22   0  -4.35  -40.75  0.20E-10
2013   3  22   0  -4.30  -40.75  0.27E-10
2013   3  22   0  -4.25  -40.75  0.11E-09
2013   3  22   0  -4.20  -40.75  0.95E-11
2013   3  22   0  -4.50  -40.70  0.49E-11
2013   3  22   0  -4.45  -40.70  0.98E-11
2013   3  22   0  -4.40  -40.70  0.14E-10
2013   3  22   0  -4.35  -40.70  0.16E-10
2013   3  22   0  -4.30  -40.70  0.32E-10
2013   3  22   0  -4.25  -40.70  0.13E-09
2013   3  22   0  -4.20  -40.70  0.18E-11
2013   3  22   0  -4.50  -40.65  0.25E-11
2013   3  22   0  -4.45  -40.65  0.13E-10
2013   3  22   0  -4.40  -40.65  0.89E-11
2013   3  22   0  -4.35  -40.65  0.18E-10
2013   3  22   0  -4.30  -40.65  0.28E-10
2013   3  22   0  -4.25  -40.65  0.14E-09
2013   3  22   0  -4.20  -40.65  0.59E-12
2013   3  22   0  -4.50  -40.60  0.55E-11
2013   3  22   0  -4.45  -40.60  0.10E-10
2013   3  22   0  -4.40  -40.60  0.14E-10
2013   3  22   0  -4.35  -40.60  0.15E-10
2013   3  22   0  -4.30  -40.60  0.31E-10
2013   3  22   0  -4.25  -40.60  0.12E-09
2013   3  22   0  -4.50  -40.55  0.11E-10
2013   3  22   0  -4.45  -40.55  0.12E-10
