LAT,LON,Total_Rn2200100
-6.4,-41.65,2.7348216429000005e-06
-6.35,-42.3,1.4007623049e-06
-6.35,-41.7,5.5363462527e-06
-6.35,-41.65,2.7348216429000005e-06
-6.3,-42.25,1.1339504373000001e-05
-6.3,-42.2,5.5363462527e-06
-6.3,-41.65,8.004356028e-06
-6.3,-41.6,1.4007623049000001e-05
-6.3,-41.55,2.7348216429000005e-06
-6.25,-42.25,2.7348216429000005e-06
-6.25,-42.2,2.3346038415e-05
-6.25,-42.15,1.0005445035000002e-05
-6.25,-41.65,5.5363462527e-06
-6.25,-41.6,1.1339504373000001e-05
-6.25,-41.55,1.6675741725e-05
-6.25,-40.9,3.4685542788000003e-06
-6.25,-40.85,1.0672474704000001e-05
-6.2,-42.2,2.8015246098e-06
-6.2,-42.15,3.868772080200001e-05
-6.2,-42.1,1.0005445035000002e-05
-6.2,-42.05,1.4007623049e-06
-6.2,-41.6,8.004356028e-06
-6.2,-41.55,1.9343860401000004e-05
-6.2,-41.5,1.6675741725e-05
-6.2,-41.45,2.8015246098e-06
-6.2,-40.85,6.67029669e-06
-6.2,-40.8,1.0672474704000001e-05
-6.15,-42.15,1.2673563711e-05
-6.15,-42.1,5.4029403189e-05
-6.15,-42.05,4.3356928485e-05
-6.15,-42.0,4.2022869147e-06
-6.15,-41.6,2.8015246098e-06
-6.15,-41.55,2.2679008746000002e-05
-6.15,-41.5,3.29512656486e-05
-6.15,-41.45,1.6675741725e-05
-6.15,-40.8,1.4007623049000001e-05
-6.15,-40.75,1.0672474704000001e-05
-6.1,-42.15,1.4007623049e-06
-6.1,-42.1,2.4680097753e-05
-6.1,-42.05,4.5358017492000004e-05
-6.1,-42.0,3.60863050929e-05
-6.1,-41.95,1.14062073399e-05
-6.1,-41.9,1.4007623049e-06
-6.1,-41.6,3.0683364774e-06
-6.1,-41.55,2.52804244551e-05
-6.1,-41.5,3.2017424112000004e-05
-6.1,-41.45,1.9343860401000004e-05
-6.1,-40.8,6.67029669e-06
-6.1,-40.75,2.0677919739000003e-05
-6.1,-40.7,3.4685542788000003e-06
-6.05,-42.15,1.4007623049e-06
-6.05,-42.1,4.1355839478e-06
-6.05,-42.05,3.68200377288e-05
-6.05,-42.0,5.27620468179e-05
-6.05,-41.95,3.81540970668e-05
-6.05,-41.9,2.9349305436000002e-05
-6.05,-41.85,8.004356028e-06
-6.05,-41.55,9.338415366000002e-06
-6.05,-41.5,5.896542273960001e-05
-6.05,-41.45,1.7342771394e-05
-6.05,-41.4,1.8676830732000004e-05
-6.05,-41.35,1.6675741725e-05
-6.05,-40.8,3.8687720802e-06
-6.05,-40.75,1.4007623049000001e-05
-6.05,-40.7,1.4007623049000001e-05
-6.05,-40.65,1.0005445035000002e-05
-6.05,-40.6,1.0005445035000002e-05
-6.05,-40.55,3.4685542788000003e-06
-6.0,-42.1,2.7348216429000005e-06
-6.0,-42.05,1.2873672611700002e-05
-6.0,-42.0,4.00884831069e-05
-6.0,-41.95,5.6230601096700005e-05
-6.0,-41.9,4.02218890407e-05
-6.0,-41.85,3.2017424112e-05
-6.0,-41.8,1.4007623049000001e-05
-6.0,-41.75,1.4007623049e-06
-6.0,-41.7,2.2679008746000004e-06
-6.0,-41.55,1.4341137883500001e-05
-6.0,-41.5,2.83487609325e-05
-6.0,-41.45,6.06329969121e-05
-6.0,-41.4,3.16839092775e-05
-6.0,-41.35,3.83542059675e-05
-6.0,-41.3,1.16730192075e-05
-6.0,-41.1,5.5363462527e-06
-6.0,-41.05,3.4685542788000003e-06
-6.0,-40.75,1.4674652718000001e-05
-6.0,-40.7,2.0811325672799998e-05
-6.0,-40.65,1.74761773278e-05
-6.0,-40.6,1.7342771394e-05
-6.0,-40.55,1.0672474704000001e-05
-5.95,-42.1,2.7348216429000005e-06
-5.95,-42.05,1.0005445035000002e-05
-5.95,-42.0,1.82766129306e-05
-5.95,-41.95,5.0694254844e-05
