LAT,LON,Total_Rn2200100
-22.4,-48.4,8.601125e-08
-22.4,-48.35,2.82425e-08
-22.35,-48.5,2.82425e-08
-22.35,-48.4,1.9513e-07
-22.35,-48.35,2.82425e-08
-22.3,-48.45,2.82425e-08
-22.3,-48.4,1.1425374999999999e-07
-22.3,-48.35,8.601125e-08
-22.25,-48.5,2.82425e-08
-22.25,-48.45,5.6485e-08
-22.25,-48.4,1.668875e-07
-22.25,-48.35,8.601125e-08
-22.25,-48.3,2.82425e-08
-22.25,-48.25,2.82425e-08
-22.2,-48.5,5.776875e-08
-22.2,-48.45,1.720225e-07
-22.2,-48.4,2.054e-07
-22.2,-48.35,2.079675e-07
-22.2,-48.3,2.82425e-08
-22.15,-48.95,4.749875e-08
-22.15,-48.55,2.82425e-08
-22.15,-48.5,5.6485e-08
-22.15,-48.45,2.82425e-08
-22.15,-48.4,2.1053499999999997e-07
-22.15,-48.35,2.7857375e-07
-22.1,-49.05,4.749875e-08
-22.1,-49.0,9.49975e-08
-22.1,-48.5,1.1425374999999999e-07
-22.1,-48.45,1.9898125e-07
-22.1,-48.4,2.5289874999999996e-07
-22.1,-48.35,2.695875e-07
-22.1,-48.3,3.209375e-08
-22.1,-48.25,3.209375e-08
-22.05,-49.0,4.749875e-08
-22.05,-48.95,9.49975e-08
-22.05,-48.9,4.749875e-08
-22.05,-48.85,4.749875e-08
-22.05,-48.55,2.82425e-08
-22.05,-48.5,1.1425374999999999e-07
-22.05,-48.45,2.1181875e-07
-22.05,-48.4,1.79725e-07
-22.05,-48.35,2.4006125e-07
-22.05,-48.3,6.41875e-08
-22.05,-47.2,9.49975e-08
-22.05,-47.15,4.749875e-08
-22.0,-49.05,1.412125e-07
-22.0,-49.0,9.49975e-08
-22.0,-48.95,2.72155e-07
-22.0,-48.9,4.749875e-08
-22.0,-48.55,2.82425e-08
-22.0,-48.5,3.1323500000000004e-07
-22.0,-48.45,3.33775e-07
-22.0,-48.4,5.5458e-07
-22.0,-48.35,5.263375e-07
-22.0,-48.3,1.89995e-07
-22.0,-48.25,3.209375e-08
-22.0,-48.1,4.749875e-08
-22.0,-48.05,4.749875e-08
-22.0,-47.4,4.749875e-08
-22.0,-47.25,9.49975e-08
-22.0,-47.2,4.749875e-08
-21.95,-49.15,4.749875e-08
-21.95,-49.1,4.749875e-08
-21.95,-49.05,4.749875e-08
-21.95,-49.0,2.6830375000000004e-07
-21.95,-48.95,2.6445250000000003e-07
-21.95,-48.9,5.6485e-08
-21.95,-48.85,2.82425e-08
-21.95,-48.8,6.161999999999999e-08
-21.95,-48.6,2.82425e-08
-21.95,-48.55,1.4249625e-07
-21.95,-48.5,3.4789625e-07
-21.95,-48.45,3.3634249999999997e-07
-21.95,-48.4,3.2992375000000003e-07
-21.95,-48.35,4.87825e-07
-21.95,-48.3,1.5790125e-07
-21.95,-48.25,3.33775e-08
-21.95,-48.2,1.4506375e-07
-21.95,-48.15,1.412125e-07
-21.95,-48.1,4.749875e-08
-21.95,-48.05,9.49975e-08
-21.95,-47.4,4.749875e-08
-21.95,-47.35,2.3620999999999997e-07
-21.95,-47.3,1.4249625e-07
-21.95,-47.25,1.412125e-07
-21.95,-47.2,9.49975e-08
-21.9,-49.3,5.6485e-08
-21.9,-49.25,5.6485e-08
-21.9,-49.1,9.49975e-08
-21.9,-49.05,2.82425e-08
-21.9,-49.0,1.7715749999999996e-07
-21.9,-48.95,2.72155e-07
-21.9,-48.9,3.003975e-07
-21.9,-48.85,2.541825e-07
-21.9,-48.75,3.33775e-08
-21.9,-48.7,5.6485e-08
-21.9,-48.65,4.749875e-08
-21.9,-48.6,8.47275e-08
-21.9,-48.55,1.1425374999999999e-07
-21.9,-48.5,1.412125e-07
-21.9,-48.45,6.3032125e-07
-21.9,-48.4,5.930925e-07
-21.9,-48.35,5.905250000000001e-07
-21.9,-48.3,2.1567000000000002e-07
-21.9,-48.25,3.33775e-08
-21.9,-48.15,8.087625e-08
-21.9,-47.5,4.749875e-08
-21.9,-47.45,4.749875e-08
-21.9,-47.4,1.89995e-07
-21.9,-47.35,5.263375e-07
-21.9,-47.3,9.49975e-08
-21.9,-47.25,4.749875e-08
-21.9,-47.2,5.263375e-08
-21.85,-49.35,5.6485e-08
-21.85,-49.3,1.1425375e-07
-21.85,-49.25,5.6485e-08
-21.85,-49.1,1.9256250000000001e-07
-21.85,-49.05,5.776875e-08
-21.85,-49.0,3.466125e-07
-21.85,-48.95,1.2323999999999998e-07
-21.85,-48.9,3.5945e-07
-21.85,-48.85,2.1053499999999997e-07
-21.85,-48.8,1.28375e-07
-21.85,-48.7,3.4661249999999997e-07
-21.85,-48.65,2.82425e-08
-21.85,-48.6,5.6485e-08
-21.85,-48.55,2.82425e-08
-21.85,-48.5,2.31075e-07
-21.85,-48.45,3.1451875e-07
-21.85,-48.4,6.701175e-07
-21.85,-48.35,5.289050000000001e-07
-21.85,-48.3,2.8884375e-07
-21.85,-48.25,1.1297000000000001e-07
-21.85,-48.2,2.0668375e-07
-21.85,-48.15,1.412125e-07
-21.85,-48.1,4.749875e-08
-21.85,-47.55,5.6485e-08
-21.85,-47.5,9.49975e-08
-21.85,-47.45,4.749875e-08
-21.85,-47.4,3.8512500000000003e-07
-21.85,-47.35,5.905250000000001e-07
-21.85,-47.3,2.9654625e-07
-21.85,-47.25,1.0655125e-07
-21.85,-47.15,5.39175e-08
-21.8,-49.4,4.749875e-08
-21.8,-49.3,1.668875e-07
-21.8,-49.25,5.6485e-08
-21.8,-49.2,5.6485e-08
-21.8,-49.15,4.749875e-08
-21.8,-49.1,1.412125e-07
-21.8,-49.05,7.574125e-08
-21.8,-49.0,5.6485e-08
-21.8,-48.95,1.976975e-07
-21.8,-48.9,6.0593e-07
-21.8,-48.85,5.776875e-07
-21.8,-48.8,1.6688750000000002e-07
-21.8,-48.75,8.98625e-08
-21.8,-48.7,3.158025e-07
-21.8,-48.65,5.6485e-08
-21.8,-48.6,1.69455e-07
-21.8,-48.55,1.69455e-07
-21.8,-48.5,1.463475e-07
-21.8,-48.45,5.417425e-07
-21.8,-48.4,6.8680625e-07
-21.8,-48.35,6.803875e-07
-21.8,-48.3,4.108e-07
-21.8,-48.25,4.749875e-08
-21.8,-48.2,5.224862500000001e-07
-21.8,-48.15,2.439125e-07
-21.8,-48.1,1.5019875e-07
-21.8,-47.95,5.6485e-08
