YEAR  MO  DA  HR    LAT     LON Rn2200100
2015   6  24  12  22.65   86.35  0.29E-10
2015   6  24  12  22.65   86.40  0.53E-10
2015   6  24  12  22.65   86.45  0.45E-10
2015   6  24  12  22.70   86.45  0.12E-13
2015   6  24  12  22.65   86.50  0.47E-10
2015   6  24  12  22.70   86.50  0.85E-12
2015   6  24  12  22.60   86.55  0.26E-13
2015   6  24  12  22.65   86.55  0.44E-10
2015   6  24  12  22.70   86.55  0.35E-11
2015   6  24  12  22.60   86.60  0.16E-12
2015   6  24  12  22.65   86.60  0.41E-10
2015   6  24  12  22.70   86.60  0.61E-11
2015   6  24  12  22.60   86.65  0.50E-12
2015   6  24  12  22.65   86.65  0.36E-10
2015   6  24  12  22.70   86.65  0.93E-11
2015   6  24  12  22.60   86.70  0.97E-12
2015   6  24  12  22.65   86.70  0.33E-10
2015   6  24  12  22.70   86.70  0.11E-10
2015   6  24  12  22.60   86.75  0.14E-11
2015   6  24  12  22.65   86.75  0.30E-10
2015   6  24  12  22.70   86.75  0.15E-10
2015   6  24  12  22.75   86.75  0.52E-13
2015   6  24  12  22.60   86.80  0.17E-11
2015   6  24  12  22.65   86.80  0.26E-10
2015   6  24  12  22.70   86.80  0.16E-10
2015   6  24  12  22.75   86.80  0.13E-12
2015   6  24  12  22.60   86.85  0.20E-11
2015   6  24  12  22.65   86.85  0.25E-10
2015   6  24  12  22.70   86.85  0.18E-10
2015   6  24  12  22.75   86.85  0.42E-12
2015   6  24  12  22.60   86.90  0.21E-11
2015   6  24  12  22.65   86.90  0.22E-10
2015   6  24  12  22.70   86.90  0.18E-10
2015   6  24  12  22.75   86.90  0.64E-12
2015   6  24  12  22.55   86.95  0.52E-13
2015   6  24  12  22.60   86.95  0.24E-11
2015   6  24  12  22.65   86.95  0.20E-10
2015   6  24  12  22.70   86.95  0.20E-10
2015   6  24  12  22.75   86.95  0.13E-11
2015   6  24  12  22.55   87.00  0.52E-13
2015   6  24  12  22.60   87.00  0.23E-11
2015   6  24  12  22.65   87.00  0.19E-10
2015   6  24  12  22.70   87.00  0.20E-10
2015   6  24  12  22.75   87.00  0.24E-11
2015   6  24  12  22.80   87.00  0.26E-13
2015   6  24  12  22.55   87.05  0.78E-13
2015   6  24  12  22.60   87.05  0.17E-11
2015   6  24  12  22.65   87.05  0.17E-10
2015   6  24  12  22.70   87.05  0.20E-10
2015   6  24  12  22.75   87.05  0.32E-11
2015   6  24  12  22.80   87.05  0.78E-13
2015   6  24  12  22.55   87.10  0.10E-12
2015   6  24  12  22.60   87.10  0.17E-11
2015   6  24  12  22.65   87.10  0.15E-10
2015   6  24  12  22.70   87.10  0.19E-10
2015   6  24  12  22.75   87.10  0.42E-11
2015   6  24  12  22.80   87.10  0.10E-12
2015   6  24  12  22.55   87.15  0.13E-12
2015   6  24  12  22.60   87.15  0.19E-11
2015   6  24  12  22.65   87.15  0.13E-10
2015   6  24  12  22.70   87.15  0.19E-10
2015   6  24  12  22.75   87.15  0.46E-11
2015   6  24  12  22.80   87.15  0.39E-12
2015   6  24  12  22.55   87.20  0.13E-12
2015   6  24  12  22.60   87.20  0.16E-11
2015   6  24  12  22.65   87.20  0.12E-10
2015   6  24  12  22.70   87.20  0.18E-10
2015   6  24  12  22.75   87.20  0.54E-11
2015   6  24  12  22.80   87.20  0.78E-12
2015   6  24  12  22.85   87.20  0.52E-13
2015   6  24  12  22.55   87.25  0.13E-12
2015   6  24  12  22.60   87.25  0.14E-11
2015   6  24  12  22.65   87.25  0.11E-10
2015   6  24  12  22.70   87.25  0.17E-10
2015   6  24  12  22.75   87.25  0.65E-11
2015   6  24  12  22.80   87.25  0.11E-11
2015   6  24  12  22.85   87.25  0.26E-13
2015   6  24  12  22.55   87.30  0.77E-13
2015   6  24  12  22.60   87.30  0.90E-12
2015   6  24  12  22.65   87.30  0.10E-10
2015   6  24  12  22.70   87.30  0.16E-10
2015   6  24  12  22.75   87.30  0.76E-11
2015   6  24  12  22.80   87.30  0.13E-11
2015   6  24  12  22.85   87.30  0.13E-12
2015   6  24  12  22.55   87.35  0.15E-12
2015   6  24  12  22.60   87.35  0.11E-11
2015   6  24  12  22.65   87.35  0.81E-11
2015   6  24  12  22.70   87.35  0.15E-10
2015   6  24  12  22.75   87.35  0.74E-11
2015   6  24  12  22.80   87.35  0.16E-11
2015   6  24  12  22.85   87.35  0.21E-12
2015   6  24  12  22.55   87.40  0.13E-12
2015   6  24  12  22.60   87.40  0.11E-11
2015   6  24  12  22.65   87.40  0.64E-11
2015   6  24  12  22.70   87.40  0.15E-10
2015   6  24  12  22.75   87.40  0.84E-11
2015   6  24  12  22.80   87.40  0.18E-11
2015   6  24  12  22.85   87.40  0.31E-12
2015   6  24  12  22.90   87.40  0.51E-13
2015   6  24  12  22.55   87.45  0.10E-12
2015   6  24  12  22.60   87.45  0.11E-11
2015   6  24  12  22.65   87.45  0.50E-11
2015   6  24  12  22.70   87.45  0.13E-10
2015   6  24  12  22.75   87.45  0.10E-10
2015   6  24  12  22.80   87.45  0.23E-11
2015   6  24  12  22.85   87.45  0.38E-12
2015   6  24  12  22.90   87.45  0.26E-13
2015   6  24  12  22.55   87.50  0.51E-13
2015   6  24  12  22.60   87.50  0.92E-12
2015   6  24  12  22.65   87.50  0.39E-11
2015   6  24  12  22.70   87.50  0.10E-10
2015   6  24  12  22.75   87.50  0.11E-10
2015   6  24  12  22.80   87.50  0.27E-11
2015   6  24  12  22.85   87.50  0.41E-12
2015   6  24  12  22.90   87.50  0.77E-13
2015   6  24  12  22.55   87.55  0.51E-13
2015   6  24  12  22.60   87.55  0.64E-12
2015   6  24  12  22.65   87.55  0.32E-11
2015   6  24  12  22.70   87.55  0.94E-11
2015   6  24  12  22.75   87.55  0.11E-10
2015   6  24  12  22.80   87.55  0.33E-11
2015   6  24  12  22.85   87.55  0.44E-12
2015   6  24  12  22.90   87.55  0.13E-12
2015   6  24  12  22.55   87.60  0.51E-13
2015   6  24  12  22.60   87.60  0.49E-12
2015   6  24  12  22.65   87.60  0.27E-11
2015   6  24  12  22.70   87.60  0.82E-11
2015   6  24  12  22.75   87.60  0.10E-10
2015   6  24  12  22.80   87.60  0.43E-11
2015   6  24  12  22.85   87.60  0.65E-12
2015   6  24  12  22.90   87.60  0.23E-12
2015   6  24  12  22.55   87.65  0.77E-13
2015   6  24  12  22.60   87.65  0.46E-12
2015   6  24  12  22.65   87.65  0.19E-11
2015   6  24  12  22.70   87.65  0.70E-11
2015   6  24  12  22.75   87.65  0.10E-10
2015   6  24  12  22.80   87.65  0.49E-11
2015   6  24  12  22.85   87.65  0.11E-11
2015   6  24  12  22.90   87.65  0.20E-12
2015   6  24  12  22.95   87.65  0.76E-13
2015   6  24  12  22.60   87.70  0.33E-12
2015   6  24  12  22.65   87.70  0.16E-11
2015   6  24  12  22.70   87.70  0.61E-11
2015   6  24  12  22.75   87.70  0.91E-11
2015   6  24  12  22.80   87.70  0.54E-11
2015   6  24  12  22.85   87.70  0.16E-11
2015   6  24  12  22.90   87.70  0.20E-12
2015   6  24  12  22.95   87.70  0.76E-13
2015   6  24  12  22.60   87.75  0.25E-12
2015   6  24  12  22.65   87.75  0.13E-11
2015   6  24  12  22.70   87.75  0.49E-11
2015   6  24  12  22.75   87.75  0.78E-11
2015   6  24  12  22.80   87.75  0.61E-11
2015   6  24  12  22.85   87.75  0.22E-11
2015   6  24  12  22.90   87.75  0.25E-12
2015   6  24  12  22.95   87.75  0.10E-12
2015   6  24  12  22.60   87.80  0.13E-12
2015   6  24  12  22.65   87.80  0.11E-11
2015   6  24  12  22.70   87.80  0.34E-11
2015   6  24  12  22.75   87.80  0.79E-11
2015   6  24  12  22.80   87.80  0.64E-11
2015   6  24  12  22.85   87.80  0.27E-11
2015   6  24  12  22.90   87.80  0.45E-12
2015   6  24  12  22.95   87.80  0.20E-12
2015   6  24  12  22.60   87.85  0.13E-12
2015   6  24  12  22.65   87.85  0.89E-12
2015   6  24  12  22.70   87.85  0.26E-11
2015   6  24  12  22.75   87.85  0.67E-11
2015   6  24  12  22.80   87.85  0.69E-11
2015   6  24  12  22.85   87.85  0.29E-11
2015   6  24  12  22.90   87.85  0.83E-12
2015   6  24  12  22.95   87.85  0.13E-12
2015   6  24  12  23.00   87.85  0.76E-13
2015   6  24  12  22.60   87.90  0.10E-12
2015   6  24  12  22.65   87.90  0.46E-12
2015   6  24  12  22.70   87.90  0.22E-11
2015   6  24  12  22.75   87.90  0.51E-11
2015   6  24  12  22.80   87.90  0.70E-11
2015   6  24  12  22.85   87.90  0.31E-11
2015   6  24  12  22.90   87.90  0.13E-11
2015   6  24  12  22.95   87.90  0.15E-12
2015   6  24  12  23.00   87.90  0.76E-13
2015   6  24  12  22.60   87.95  0.10E-12
2015   6  24  12  22.65   87.95  0.18E-12
2015   6  24  12  22.70   87.95  0.16E-11
2015   6  24  12  22.75   87.95  0.46E-11
2015   6  24  12  22.80   87.95  0.65E-11
2015   6  24  12  22.85   87.95  0.37E-11
2015   6  24  12  22.90   87.95  0.12E-11
2015   6  24  12  22.95   87.95  0.18E-12
2015   6  24  12  23.00   87.95  0.13E-12
2015   6  24  12  23.05   87.95  0.25E-13
2015   6  24  12  22.60   88.00  0.13E-12
2015   6  24  12  22.65   88.00  0.18E-12
2015   6  24  12  22.70   88.00  0.11E-11
2015   6  24  12  22.75   88.00  0.34E-11
2015   6  24  12  22.80   88.00  0.58E-11
2015   6  24  12  22.85   88.00  0.39E-11
2015   6  24  12  22.90   88.00  0.16E-11
2015   6  24  12  22.95   88.00  0.35E-12
2015   6  24  12  23.00   88.00  0.15E-12
2015   6  24  12  23.05   88.00  0.75E-13
2015   6  24  12  22.60   88.05  0.25E-13
2015   6  24  12  22.65   88.05  0.20E-12
2015   6  24  12  22.70   88.05  0.88E-12
2015   6  24  12  22.75   88.05  0.23E-11
2015   6  24  12  22.80   88.05  0.55E-11
2015   6  24  12  22.85   88.05  0.47E-11
2015   6  24  12  22.90   88.05  0.21E-11
2015   6  24  12  22.95   88.05  0.65E-12
2015   6  24  12  23.00   88.05  0.15E-12
2015   6  24  12  23.05   88.05  0.25E-13
2015   6  24  12  22.65   88.10  0.18E-12
2015   6  24  12  22.70   88.10  0.48E-12
2015   6  24  12  22.75   88.10  0.13E-11
2015   6  24  12  22.80   88.10  0.44E-11
2015   6  24  12  22.85   88.10  0.53E-11
2015   6  24  12  22.90   88.10  0.23E-11
2015   6  24  12  22.95   88.10  0.99E-12
2015   6  24  12  23.00   88.10  0.20E-12
2015   6  24  12  23.05   88.10  0.50E-13
2015   6  24  12  22.65   88.15  0.13E-12
2015   6  24  12  22.70   88.15  0.33E-12
2015   6  24  12  22.75   88.15  0.11E-11
2015   6  24  12  22.80   88.15  0.35E-11
2015   6  24  12  22.85   88.15  0.50E-11
2015   6  24  12  22.90   88.15  0.27E-11
2015   6  24  12  22.95   88.15  0.10E-11
2015   6  24  12  23.00   88.15  0.37E-12
2015   6  24  12  23.05   88.15  0.10E-12
2015   6  24  12  22.65   88.20  0.50E-13
2015   6  24  12  22.70   88.20  0.10E-12
2015   6  24  12  22.75   88.20  0.78E-12
2015   6  24  12  22.80   88.20  0.22E-11
2015   6  24  12  22.85   88.20  0.47E-11
2015   6  24  12  22.90   88.20  0.36E-11
2015   6  24  12  22.95   88.20  0.13E-11
2015   6  24  12  23.00   88.20  0.47E-12
2015   6  24  12  23.05   88.20  0.20E-12
2015   6  24  12  22.65   88.25  0.10E-12
2015   6  24  12  22.70   88.25  0.50E-13
2015   6  24  12  22.75   88.25  0.53E-12
2015   6  24  12  22.80   88.25  0.14E-11
2015   6  24  12  22.85   88.25  0.40E-11
2015   6  24  12  22.90   88.25  0.35E-11
2015   6  24  12  22.95   88.25  0.14E-11
2015   6  24  12  23.00   88.25  0.71E-12
2015   6  24  12  23.05   88.25  0.75E-13
2015   6  24  12  22.65   88.30  0.75E-13
2015   6  24  12  22.70   88.30  0.50E-13
2015   6  24  12  22.75   88.30  0.45E-12
2015   6  24  12  22.80   88.30  0.66E-12
2015   6  24  12  22.85   88.30  0.31E-11
2015   6  24  12  22.90   88.30  0.37E-11
2015   6  24  12  22.95   88.30  0.21E-11
2015   6  24  12  23.00   88.30  0.93E-12
2015   6  24  12  23.05   88.30  0.12E-12
2015   6  24  12  22.65   88.35  0.25E-13
2015   6  24  12  22.70   88.35  0.75E-13
2015   6  24  12  22.75   88.35  0.12E-12
2015   6  24  12  22.80   88.35  0.47E-12
2015   6  24  12  22.85   88.35  0.18E-11
2015   6  24  12  22.90   88.35  0.36E-11
2015   6  24  12  22.95   88.35  0.26E-11
2015   6  24  12  23.00   88.35  0.11E-11
2015   6  24  12  23.05   88.35  0.39E-12
2015   6  24  12  22.70   88.40  0.15E-12
2015   6  24  12  22.80   88.40  0.35E-12
2015   6  24  12  22.85   88.40  0.11E-11
2015   6  24  12  22.90   88.40  0.27E-11
2015   6  24  12  22.95   88.40  0.31E-11
2015   6  24  12  23.00   88.40  0.10E-11
2015   6  24  12  23.05   88.40  0.49E-12
2015   6  24  12  23.10   88.40  0.23E-13
2015   6  24  12  22.70   88.45  0.50E-13
2015   6  24  12  22.75   88.45  0.25E-13
2015   6  24  12  22.80   88.45  0.30E-12
2015   6  24  12  22.85   88.45  0.54E-12
2015   6  24  12  22.90   88.45  0.25E-11
2015   6  24  12  22.95   88.45  0.29E-11
2015   6  24  12  23.00   88.45  0.15E-11
2015   6  24  12  23.05   88.45  0.62E-12
2015   6  24  12  23.10   88.45  0.12E-12
2015   6  24  12  22.70   88.50  0.74E-13
2015   6  24  12  22.80   88.50  0.22E-12
2015   6  24  12  22.85   88.50  0.34E-12
2015   6  24  12  22.90   88.50  0.14E-11
2015   6  24  12  22.95   88.50  0.29E-11
2015   6  24  12  23.00   88.50  0.19E-11
2015   6  24  12  23.05   88.50  0.78E-12
2015   6  24  12  23.10   88.50  0.21E-12
2015   6  24  12  22.70   88.55  0.25E-13
2015   6  24  12  22.80   88.55  0.99E-13
2015   6  24  12  22.85   88.55  0.20E-12
2015   6  24  12  22.90   88.55  0.79E-12
2015   6  24  12  22.95   88.55  0.26E-11
2015   6  24  12  23.00   88.55  0.20E-11
2015   6  24  12  23.05   88.55  0.85E-12
2015   6  24  12  23.10   88.55  0.26E-12
2015   6  24  12  23.15   88.55  0.45E-13
2015   6  24  12  22.80   88.60  0.50E-13
2015   6  24  12  22.85   88.60  0.20E-12
2015   6  24  12  22.90   88.60  0.29E-12
2015   6  24  12  22.95   88.60  0.18E-11
2015   6  24  12  23.00   88.60  0.20E-11
2015   6  24  12  23.05   88.60  0.79E-12
2015   6  24  12  23.10   88.60  0.37E-12
2015   6  24  12  23.15   88.60  0.16E-12
