YEAR  MO  DA  HR    LAT     LON Rn2200100
2017   9   6  12  23.00   86.00  0.86E-13
2017   9   6  12  23.05   86.00  0.86E-13
2017   9   6  12  23.10   86.00  0.22E-12
2017   9   6  12  23.15   86.00  0.22E-12
2017   9   6  12  23.20   86.00  0.13E-12
2017   9   6  12  23.25   86.00  0.16E-12
2017   9   6  12  23.30   86.00  0.15E-12
2017   9   6  12  22.80   86.05  0.87E-13
2017   9   6  12  22.85   86.05  0.86E-13
2017   9   6  12  22.90   86.05  0.39E-12
2017   9   6  12  22.95   86.05  0.91E-12
2017   9   6  12  23.00   86.05  0.26E-12
2017   9   6  12  23.05   86.05  0.42E-12
2017   9   6  12  23.10   86.05  0.23E-12
2017   9   6  12  23.15   86.05  0.13E-12
2017   9   6  12  23.20   86.05  0.22E-12
2017   9   6  12  22.75   86.10  0.13E-12
2017   9   6  12  22.80   86.10  0.39E-12
2017   9   6  12  22.85   86.10  0.13E-11
2017   9   6  12  22.90   86.10  0.23E-11
2017   9   6  12  22.95   86.10  0.13E-11
2017   9   6  12  23.00   86.10  0.20E-11
2017   9   6  12  23.05   86.10  0.15E-11
2017   9   6  12  23.10   86.10  0.13E-11
2017   9   6  12  23.15   86.10  0.91E-12
2017   9   6  12  23.20   86.10  0.30E-12
2017   9   6  12  23.25   86.10  0.30E-12
2017   9   6  12  23.30   86.10  0.26E-12
2017   9   6  12  23.35   86.10  0.13E-12
2017   9   6  12  23.40   86.10  0.88E-13
2017   9   6  12  22.75   86.15  0.91E-12
2017   9   6  12  22.80   86.15  0.53E-12
2017   9   6  12  22.85   86.15  0.26E-11
2017   9   6  12  22.90   86.15  0.38E-11
2017   9   6  12  22.95   86.15  0.64E-11
2017   9   6  12  23.00   86.15  0.47E-11
2017   9   6  12  23.05   86.15  0.43E-11
2017   9   6  12  23.10   86.15  0.24E-11
2017   9   6  12  23.15   86.15  0.14E-11
2017   9   6  12  23.20   86.15  0.98E-12
2017   9   6  12  23.25   86.15  0.46E-12
2017   9   6  12  23.30   86.15  0.75E-13
2017   9   6  12  23.35   86.15  0.13E-12
2017   9   6  12  23.40   86.15  0.13E-12
2017   9   6  12  23.45   86.15  0.17E-12
2017   9   6  12  22.70   86.20  0.94E-12
2017   9   6  12  22.75   86.20  0.21E-11
2017   9   6  12  22.80   86.20  0.60E-11
2017   9   6  12  22.85   86.20  0.82E-11
2017   9   6  12  22.90   86.20  0.10E-10
2017   9   6  12  22.95   86.20  0.84E-11
2017   9   6  12  23.00   86.20  0.75E-11
2017   9   6  12  23.05   86.20  0.49E-11
2017   9   6  12  23.10   86.20  0.38E-11
2017   9   6  12  23.15   86.20  0.26E-11
2017   9   6  12  23.20   86.20  0.12E-11
2017   9   6  12  23.25   86.20  0.59E-12
2017   9   6  12  23.30   86.20  0.75E-13
