YEAR  MO  DA  HR    LAT     LON Rn2200100
2011   6  19  12  22.60   86.25  0.31E-10
2011   6  19  12  22.65   86.25  0.44E-09
2011   6  19  12  22.70   86.25  0.12E-10
2011   6  19  12  22.55   86.30  0.31E-11
2011   6  19  12  22.60   86.30  0.14E-09
2011   6  19  12  22.65   86.30  0.55E-09
2011   6  19  12  22.70   86.30  0.90E-11
2011   6  19  12  22.55   86.35  0.39E-10
2011   6  19  12  22.60   86.35  0.19E-09
2011   6  19  12  22.65   86.35  0.41E-09
2011   6  19  12  22.70   86.35  0.23E-12
2011   6  19  12  22.55   86.40  0.18E-11
2011   6  19  12  22.60   86.40  0.21E-09
2011   6  19  12  22.65   86.40  0.33E-10
2011   6  19  12  22.60   86.45  0.54E-12
2011   6  20   0  22.75   85.95  0.26E-12
2011   6  20   0  22.80   85.95  0.70E-12
2011   6  20   0  22.70   86.00  0.28E-11
2011   6  20   0  22.75   86.00  0.33E-10
2011   6  20   0  22.80   86.00  0.15E-10
2011   6  20   0  22.65   86.05  0.87E-13
2011   6  20   0  22.70   86.05  0.53E-10
2011   6  20   0  22.75   86.05  0.44E-10
2011   6  20   0  22.80   86.05  0.11E-10
2011   6  20   0  22.65   86.10  0.37E-10
2011   6  20   0  22.70   86.10  0.65E-10
2011   6  20   0  22.75   86.10  0.33E-10
2011   6  20   0  22.80   86.10  0.15E-10
2011   6  20   0  22.60   86.15  0.14E-10
2011   6  20   0  22.65   86.15  0.97E-10
2011   6  20   0  22.70   86.15  0.56E-10
2011   6  20   0  22.75   86.15  0.52E-10
2011   6  20   0  22.80   86.15  0.12E-11
2011   6  20   0  22.55   86.20  0.47E-12
2011   6  20   0  22.60   86.20  0.96E-10
2011   6  20   0  22.65   86.20  0.11E-09
2011   6  20   0  22.70   86.20  0.62E-10
2011   6  20   0  22.75   86.20  0.33E-10
2011   6  20   0  22.80   86.20  0.82E-13
2011   6  20   0  22.55   86.25  0.43E-10
2011   6  20   0  22.60   86.25  0.16E-09
2011   6  20   0  22.65   86.25  0.11E-09
2011   6  20   0  22.70   86.25  0.78E-10
2011   6  20   0  22.75   86.25  0.10E-10
2011   6  20   0  22.50   86.30  0.86E-11
2011   6  20   0  22.55   86.30  0.14E-09
2011   6  20   0  22.60   86.30  0.19E-09
2011   6  20   0  22.65   86.30  0.19E-09
2011   6  20   0  22.70   86.30  0.43E-10
2011   6  20   0  22.45   86.35  0.13E-11
2011   6  20   0  22.50   86.35  0.63E-10
2011   6  20   0  22.55   86.35  0.20E-09
2011   6  20   0  22.60   86.35  0.14E-09
2011   6  20   0  22.65   86.35  0.13E-09
2011   6  20   0  22.45   86.40  0.40E-10
2011   6  20   0  22.50   86.40  0.15E-09
2011   6  20   0  22.55   86.40  0.26E-09
2011   6  20   0  22.60   86.40  0.15E-09
2011   6  20   0  22.65   86.40  0.64E-11
2011   6  20   0  22.45   86.45  0.10E-09
2011   6  20   0  22.50   86.45  0.34E-09
2011   6  20   0  22.55   86.45  0.25E-09
2011   6  20   0  22.60   86.45  0.12E-09
2011   6  20   0  22.65   86.45  0.26E-12
2011   6  20   0  22.45   86.50  0.49E-10
2011   6  20   0  22.50   86.50  0.26E-09
2011   6  20   0  22.55   86.50  0.27E-09
2011   6  20   0  22.60   86.50  0.11E-10
2011   6  20   0  22.45   86.55  0.13E-11
2011   6  20   0  22.50   86.55  0.55E-10
2011   6  20   0  22.55   86.55  0.14E-10
2011   6  20   0  22.60   86.55  0.10E-11
