YEAR  MO  DA  HR    LAT     LON Rn2200100
2014  10   7  12  22.60   86.35  0.48E-12
2014  10   7  12  22.65   86.35  0.12E-09
2014  10   7  12  22.70   86.35  0.14E-12
2014  10   7  12  22.60   86.40  0.99E-11
2014  10   7  12  22.65   86.40  0.17E-09
2014  10   7  12  22.70   86.40  0.46E-10
2014  10   7  12  22.75   86.40  0.41E-12
2014  10   7  12  22.55   86.45  0.51E-12
2014  10   7  12  22.60   86.45  0.20E-10
2014  10   7  12  22.65   86.45  0.11E-09
2014  10   7  12  22.70   86.45  0.89E-10
2014  10   7  12  22.75   86.45  0.49E-11
2014  10   7  12  22.80   86.45  0.49E-12
2014  10   7  12  22.55   86.50  0.17E-11
2014  10   7  12  22.60   86.50  0.21E-10
2014  10   7  12  22.65   86.50  0.80E-10
2014  10   7  12  22.70   86.50  0.86E-10
2014  10   7  12  22.75   86.50  0.17E-10
2014  10   7  12  22.80   86.50  0.17E-11
2014  10   7  12  22.85   86.50  0.40E-12
2014  10   7  12  22.55   86.55  0.15E-11
2014  10   7  12  22.60   86.55  0.16E-10
2014  10   7  12  22.65   86.55  0.54E-10
2014  10   7  12  22.70   86.55  0.74E-10
2014  10   7  12  22.75   86.55  0.28E-10
2014  10   7  12  22.80   86.55  0.32E-11
2014  10   7  12  22.85   86.55  0.12E-11
2014  10   7  12  22.55   86.60  0.13E-11
2014  10   7  12  22.60   86.60  0.11E-10
2014  10   7  12  22.65   86.60  0.40E-10
2014  10   7  12  22.70   86.60  0.57E-10
2014  10   7  12  22.75   86.60  0.36E-10
2014  10   7  12  22.80   86.60  0.86E-11
2014  10   7  12  22.85   86.60  0.88E-12
2014  10   7  12  22.90   86.60  0.35E-12
2014  10   7  12  22.55   86.65  0.61E-12
2014  10   7  12  22.60   86.65  0.72E-11
2014  10   7  12  22.65   86.65  0.28E-10
2014  10   7  12  22.70   86.65  0.43E-10
2014  10   7  12  22.75   86.65  0.34E-10
2014  10   7  12  22.80   86.65  0.12E-10
2014  10   7  12  22.85   86.65  0.29E-11
2014  10   7  12  22.90   86.65  0.52E-12
2014  10   7  12  22.55   86.70  0.39E-12
2014  10   7  12  22.60   86.70  0.45E-11
2014  10   7  12  22.65   86.70  0.18E-10
2014  10   7  12  22.70   86.70  0.34E-10
2014  10   7  12  22.75   86.70  0.30E-10
2014  10   7  12  22.80   86.70  0.12E-10
2014  10   7  12  22.85   86.70  0.42E-11
2014  10   7  12  22.90   86.70  0.96E-12
2014  10   7  12  22.95   86.70  0.18E-12
2014  10   7  12  22.55   86.75  0.75E-13
2014  10   7  12  22.60   86.75  0.41E-11
2014  10   7  12  22.65   86.75  0.12E-10
2014  10   7  12  22.70   86.75  0.24E-10
2014  10   7  12  22.75   86.75  0.27E-10
2014  10   7  12  22.80   86.75  0.14E-10
2014  10   7  12  22.85   86.75  0.56E-11
2014  10   7  12  22.90   86.75  0.12E-11
2014  10   7  12  22.95   86.75  0.87E-13
2014  10   7  12  22.55   86.80  0.17E-12
2014  10   7  12  22.60   86.80  0.21E-11
2014  10   7  12  22.65   86.80  0.74E-11
2014  10   7  12  22.70   86.80  0.18E-10
2014  10   7  12  22.75   86.80  0.20E-10
2014  10   7  12  22.80   86.80  0.13E-10
2014  10   7  12  22.85   86.80  0.58E-11
2014  10   7  12  22.90   86.80  0.12E-11
2014  10   7  12  22.95   86.80  0.26E-12
2014  10   7  12  22.55   86.85  0.87E-13
2014  10   7  12  22.60   86.85  0.15E-11
2014  10   7  12  22.65   86.85  0.37E-11
2014  10   7  12  22.70   86.85  0.10E-10
2014  10   7  12  22.75   86.85  0.15E-10
2014  10   7  12  22.80   86.85  0.95E-11
2014  10   7  12  22.85   86.85  0.39E-11
2014  10   7  12  22.90   86.85  0.16E-11
2014  10   7  12  22.95   86.85  0.26E-12
2014  10   7  12  22.55   86.90  0.87E-13
2014  10   7  12  22.60   86.90  0.55E-12
2014  10   7  12  22.65   86.90  0.27E-11
2014  10   7  12  22.70   86.90  0.54E-11
2014  10   7  12  22.75   86.90  0.87E-11
2014  10   7  12  22.80   86.90  0.81E-11
2014  10   7  12  22.85   86.90  0.36E-11
2014  10   7  12  22.90   86.90  0.13E-11
2014  10   7  12  22.95   86.90  0.26E-12
2014  10   7  12  22.60   86.95  0.24E-12
2014  10   7  12  22.65   86.95  0.11E-11
2014  10   7  12  22.70   86.95  0.35E-11
2014  10   7  12  22.75   86.95  0.52E-11
2014  10   7  12  22.80   86.95  0.48E-11
2014  10   7  12  22.85   86.95  0.20E-11
2014  10   7  12  22.90   86.95  0.72E-12
2014  10   7  12  22.95   86.95  0.26E-12
2014  10   7  12  22.60   87.00  0.86E-13
2014  10   7  12  22.65   87.00  0.58E-12
2014  10   7  12  22.70   87.00  0.12E-11
2014  10   7  12  22.75   87.00  0.27E-11
2014  10   7  12  22.80   87.00  0.27E-11
