YEAR  MO  DA  HR    LAT     LON Rn2200005
2012   2  18  12 -24.78  -48.29  0.45E+00
2012   2  18  12 -24.33  -48.29  0.45E+00
2012   2  18  12 -24.23  -48.29  0.91E+00
2012   2  18  12 -24.83  -48.24  0.46E+00
2012   2  18  12 -24.48  -48.24  0.45E+00
2012   2  18  12 -24.38  -48.24  0.45E+00
2012   2  18  12 -24.83  -48.19  0.46E+00
2012   2  18  12 -24.73  -48.19  0.52E+00
2012   2  18  12 -24.53  -48.19  0.45E+00
2012   2  18  12 -24.38  -48.19  0.45E+00
2012   2  18  12 -24.28  -48.19  0.98E+00
2012   2  18  12 -24.18  -48.19  0.46E+00
2012   2  18  12 -24.53  -48.14  0.45E+00
2012   2  18  12 -24.08  -48.14  0.76E+00
2012   2  18  12 -24.03  -48.14  0.90E+00
2012   2  18  12 -24.93  -48.09  0.52E+00
2012   2  18  12 -24.78  -48.09  0.13E+01
2012   2  18  12 -24.63  -48.09  0.46E+00
2012   2  18  12 -24.33  -48.09  0.91E+00
2012   2  18  12 -24.38  -48.04  0.53E+00
2012   2  18  12 -24.33  -48.04  0.46E+00
2012   2  18  12 -24.28  -48.04  0.13E+01
2012   2  18  12 -24.23  -48.04  0.51E+00
2012   2  18  12 -24.58  -47.99  0.13E+01
2012   2  18  12 -24.53  -47.99  0.13E+01
2012   2  18  12 -24.43  -47.99  0.88E+00
2012   2  18  12 -24.13  -47.99  0.51E+00
2012   2  18  12 -24.08  -47.99  0.46E+00
2012   2  18  12 -24.03  -47.99  0.52E+00
2012   2  18  12 -24.53  -47.94  0.18E+01
2012   2  18  12 -24.43  -47.94  0.14E+01
2012   2  18  12 -24.28  -47.94  0.77E+00
2012   2  18  12 -24.18  -47.94  0.10E+01
2012   2  18  12 -24.13  -47.94  0.12E+01
2012   2  18  12 -24.08  -47.94  0.98E+00
2012   2  18  12 -24.03  -47.94  0.12E+01
2012   2  18  12 -24.78  -47.89  0.89E+00
2012   2  18  12 -24.43  -47.89  0.51E+00
2012   2  18  12 -24.28  -47.89  0.53E+00
2012   2  18  12 -24.23  -47.89  0.77E+00
2012   2  18  12 -24.13  -47.89  0.10E+01
2012   2  18  12 -24.03  -47.89  0.76E+00
2012   2  18  12 -23.83  -47.89  0.76E+00
2012   2  18  12 -24.48  -47.84  0.52E+00
2012   2  18  12 -24.18  -47.84  0.52E+00
2012   2  18  12 -24.13  -47.84  0.16E+01
2012   2  18  12 -23.98  -47.84  0.10E+01
2012   2  18  12 -24.68  -47.79  0.51E+00
2012   2  18  12 -24.58  -47.79  0.52E+00
2012   2  18  12 -24.38  -47.79  0.10E+01
2012   2  18  12 -24.33  -47.79  0.46E+00
2012   2  18  12 -24.28  -47.79  0.93E+00
2012   2  18  12 -24.23  -47.79  0.88E+00
2012   2  18  12 -24.13  -47.79  0.14E+01
2012   2  18  12 -24.08  -47.79  0.51E+00
2012   2  18  12 -24.03  -47.79  0.47E+00
2012   2  18  12 -24.43  -47.74  0.78E+00
2012   2  18  12 -24.38  -47.74  0.14E+01
2012   2  18  12 -24.33  -47.74  0.52E+00
2012   2  18  12 -24.28  -47.74  0.98E+00
2012   2  18  12 -24.08  -47.74  0.24E+01
2012   2  18  12 -24.03  -47.74  0.13E+01
2012   2  18  12 -24.38  -47.69  0.52E+00
2012   2  18  12 -24.28  -47.69  0.52E+00
2012   2  18  12 -24.23  -47.69  0.21E+01
2012   2  18  12 -24.18  -47.69  0.51E+00
2012   2  18  12 -24.13  -47.69  0.29E+01
2012   2  18  12 -24.08  -47.69  0.51E+00
2012   2  18  12 -24.03  -47.69  0.94E+00
2012   2  18  12 -23.93  -47.69  0.51E+00
2012   2  18  12 -23.73  -47.69  0.88E+00
2012   2  18  12 -23.68  -47.69  0.46E+00
2012   2  18  12 -24.68  -47.64  0.52E+00
2012   2  18  12 -24.53  -47.64  0.52E+00
2012   2  18  12 -24.48  -47.64  0.46E+00
2012   2  18  12 -24.38  -47.64  0.52E+00
2012   2  18  12 -24.33  -47.64  0.52E+00
2012   2  18  12 -24.28  -47.64  0.14E+01
2012   2  18  12 -24.23  -47.64  0.51E+00
2012   2  18  12 -24.18  -47.64  0.10E+01
2012   2  18  12 -24.08  -47.64  0.10E+01
2012   2  18  12 -24.03  -47.64  0.77E+00
2012   2  18  12 -23.98  -47.64  0.77E+00
2012   2  18  12 -24.63  -47.59  0.52E+00
2012   2  18  12 -24.43  -47.59  0.52E+00
2012   2  18  12 -24.38  -47.59  0.88E+00
2012   2  18  12 -24.23  -47.59  0.98E+00
2012   2  18  12 -24.18  -47.59  0.51E+00
2012   2  18  12 -24.13  -47.59  0.89E+00
2012   2  18  12 -24.08  -47.59  0.28E+01
2012   2  18  12 -24.03  -47.59  0.87E+00
2012   2  18  12 -23.98  -47.59  0.46E+00
2012   2  18  12 -23.93  -47.59  0.13E+01
2012   2  18  12 -23.68  -47.59  0.47E+00
2012   2  18  12 -24.63  -47.54  0.52E+00
2012   2  18  12 -24.58  -47.54  0.10E+01
2012   2  18  12 -24.38  -47.54  0.88E+00
2012   2  18  12 -24.33  -47.54  0.23E+01
2012   2  18  12 -24.28  -47.54  0.14E+01
2012   2  18  12 -24.23  -47.54  0.15E+01
2012   2  18  12 -24.18  -47.54  0.52E+00
2012   2  18  12 -24.13  -47.54  0.89E+00
2012   2  18  12 -24.08  -47.54  0.47E+00
2012   2  18  12 -24.03  -47.54  0.17E+01
2012   2  18  12 -23.93  -47.54  0.10E+01
