YEAR  MO  DA  HR    LAT     LON Rn2200005
2019   4  19  12 -23.53  -46.49  0.17E+01
2019   4  19  12 -23.68  -46.44  0.13E+01
2019   4  19  12 -23.63  -46.44  0.61E+01
2019   4  19  12 -23.53  -46.44  0.16E+01
2019   4  19  12 -23.48  -46.44  0.17E+01
2019   4  19  12 -23.43  -46.44  0.15E+01
2019   4  19  12 -23.33  -46.44  0.26E+01
2019   4  19  12 -23.23  -46.44  0.23E+01
2019   4  19  12 -23.83  -46.39  0.68E+02
2019   4  19  12 -23.78  -46.39  0.38E+02
2019   4  19  12 -23.73  -46.39  0.21E+02
2019   4  19  12 -23.68  -46.39  0.71E+01
2019   4  19  12 -23.63  -46.39  0.75E+01
2019   4  19  12 -23.58  -46.39  0.55E+01
2019   4  19  12 -23.53  -46.39  0.18E+01
2019   4  19  12 -23.48  -46.39  0.47E+01
2019   4  19  12 -23.43  -46.39  0.51E+01
2019   4  19  12 -23.38  -46.39  0.26E+01
2019   4  19  12 -23.28  -46.39  0.23E+01
2019   4  19  12 -23.83  -46.34  0.11E+02
2019   4  19  12 -23.78  -46.34  0.44E+02
2019   4  19  12 -23.73  -46.34  0.65E+01
2019   4  19  12 -23.68  -46.34  0.55E+01
2019   4  19  12 -23.63  -46.34  0.96E+00
2019   4  19  12 -23.58  -46.34  0.53E+01
2019   4  19  12 -23.53  -46.34  0.24E+01
2019   4  19  12 -23.48  -46.34  0.43E+01
2019   4  19  12 -23.43  -46.34  0.53E+01
2019   4  19  12 -23.33  -46.34  0.15E+01
2019   4  19  12 -23.78  -46.29  0.55E+01
2019   4  19  12 -23.73  -46.29  0.83E+01
2019   4  19  12 -23.68  -46.29  0.54E+01
2019   4  19  12 -23.63  -46.29  0.40E+01
2019   4  19  12 -23.58  -46.29  0.26E+01
2019   4  19  12 -23.48  -46.29  0.26E+01
2019   4  19  12 -23.28  -46.29  0.26E+01
2019   4  19  12 -23.23  -46.29  0.23E+01
2019   4  19  12 -23.73  -46.24  0.55E+01
2019   4  19  12 -23.68  -46.24  0.27E+01
2019   4  19  12 -23.63  -46.24  0.55E+01
2019   4  19  12 -23.68  -46.19  0.27E+01
2019   4  19  12 -23.53  -46.19  0.26E+01
2019   4  20   0 -23.78  -46.44  0.54E+01
2019   4  20   0 -23.83  -46.39  0.48E+02
2019   4  20   0 -23.78  -46.39  0.15E+02
2019   4  20   0 -23.73  -46.39  0.54E+01
2019   4  20   0 -23.68  -46.39  0.26E+01
2019   4  20   0 -23.63  -46.39  0.26E+01
2019   4  20   0 -23.83  -46.34  0.13E+02
2019   4  20   0 -23.78  -46.34  0.19E+02
2019   4  20   0 -23.73  -46.34  0.45E+01
2019   4  20   0 -23.68  -46.34  0.35E+01
2019   4  20   0 -23.83  -46.29  0.27E+01
2019   4  20   0 -23.78  -46.29  0.17E+02
2019   4  20   0 -23.73  -46.29  0.13E+02
2019   4  20   0 -23.68  -46.29  0.28E+01
2019   4  20   0 -23.63  -46.29  0.13E+01
2019   4  20   0 -23.48  -46.29  0.51E+01
2019   4  20   0 -23.38  -46.29  0.43E+01
2019   4  20   0 -23.33  -46.29  0.34E+01
2019   4  20   0 -23.18  -46.29  0.26E+01
2019   4  20   0 -23.83  -46.24  0.59E+01
2019   4  20   0 -23.78  -46.24  0.11E+02
2019   4  20   0 -23.73  -46.24  0.11E+02
2019   4  20   0 -23.68  -46.24  0.14E+02
2019   4  20   0 -23.63  -46.24  0.58E+01
2019   4  20   0 -23.53  -46.24  0.18E+01
2019   4  20   0 -23.48  -46.24  0.25E+01
2019   4  20   0 -23.43  -46.24  0.17E+01
2019   4  20   0 -23.23  -46.24  0.48E+01
2019   4  20   0 -23.83  -46.19  0.18E+01
2019   4  20   0 -23.78  -46.19  0.15E+02
2019   4  20   0 -23.73  -46.19  0.11E+02
2019   4  20   0 -23.68  -46.19  0.13E+02
2019   4  20   0 -23.63  -46.19  0.79E+01
2019   4  20   0 -23.58  -46.19  0.40E+01
2019   4  20   0 -23.53  -46.19  0.70E+01
2019   4  20   0 -23.48  -46.19  0.34E+01
2019   4  20   0 -23.43  -46.19  0.17E+01
2019   4  20   0 -23.38  -46.19  0.76E+01
2019   4  20   0 -23.33  -46.19  0.33E+01
2019   4  20   0 -23.23  -46.19  0.15E+01
2019   4  20   0 -23.18  -46.19  0.17E+01
2019   4  20   0 -23.13  -46.19  0.17E+01
2019   4  20   0 -23.03  -46.19  0.15E+01
2019   4  20   0 -22.98  -46.19  0.15E+01
2019   4  20   0 -23.78  -46.14  0.46E+01
2019   4  20   0 -23.73  -46.14  0.89E+01
2019   4  20   0 -23.68  -46.14  0.90E+01
2019   4  20   0 -23.63  -46.14  0.63E+01
2019   4  20   0 -23.58  -46.14  0.36E+01
2019   4  20   0 -23.53  -46.14  0.56E+01
2019   4  20   0 -23.48  -46.14  0.39E+01
2019   4  20   0 -23.43  -46.14  0.17E+01
2019   4  20   0 -23.38  -46.14  0.34E+01
2019   4  20   0 -23.33  -46.14  0.50E+01
2019   4  20   0 -23.78  -46.09  0.45E+01
2019   4  20   0 -23.73  -46.09  0.32E+01
2019   4  20   0 -23.68  -46.09  0.40E+01
2019   4  20   0 -23.63  -46.09  0.62E+01
2019   4  20   0 -23.58  -46.09  0.49E+01
2019   4  20   0 -23.53  -46.09  0.75E+01
2019   4  20   0 -23.48  -46.09  0.17E+01
2019   4  20   0 -23.43  -46.09  0.18E+01
2019   4  20   0 -23.38  -46.09  0.26E+01
2019   4  20   0 -23.33  -46.09  0.26E+01
2019   4  20   0 -23.23  -46.09  0.33E+01
2019   4  20   0 -23.18  -46.09  0.17E+01
2019   4  20   0 -23.78  -46.04  0.14E+01
2019   4  20   0 -23.73  -46.04  0.99E+01
2019   4  20   0 -23.68  -46.04  0.59E+01
2019   4  20   0 -23.63  -46.04  0.13E+01
2019   4  20   0 -23.58  -46.04  0.44E+01
2019   4  20   0 -23.53  -46.04  0.31E+01
2019   4  20   0 -23.48  -46.04  0.13E+01
2019   4  20   0 -23.43  -46.04  0.13E+01
2019   4  20   0 -23.33  -46.04  0.12E+01
2019   4  20   0 -23.28  -46.04  0.33E+01
2019   4  20   0 -23.23  -46.04  0.12E+01
2019   4  20   0 -23.18  -46.04  0.25E+01
2019   4  20   0 -22.98  -46.04  0.11E+01
2019   4  20   0 -23.73  -45.99  0.13E+01
2019   4  20   0 -23.68  -45.99  0.58E+01
2019   4  20   0 -23.63  -45.99  0.40E+01
2019   4  20   0 -23.58  -45.99  0.62E+01
2019   4  20   0 -23.53  -45.99  0.26E+01
2019   4  20   0 -23.48  -45.99  0.66E+01
2019   4  20   0 -23.43  -45.99  0.26E+01
2019   4  20   0 -23.38  -45.99  0.29E+01
2019   4  20   0 -23.28  -45.99  0.43E+01
2019   4  20   0 -23.23  -45.99  0.12E+01
2019   4  20   0 -23.08  -45.99  0.29E+01
2019   4  20   0 -23.03  -45.99  0.11E+01
2019   4  20   0 -22.98  -45.99  0.11E+01
2019   4  20   0 -22.88  -45.99  0.24E+01
2019   4  20   0 -23.73  -45.94  0.45E+01
2019   4  20   0 -23.68  -45.94  0.58E+01
2019   4  20   0 -23.63  -45.94  0.75E+01
2019   4  20   0 -23.58  -45.94  0.31E+01
2019   4  20   0 -23.53  -45.94  0.44E+01
2019   4  20   0 -23.48  -45.94  0.18E+01
2019   4  20   0 -23.43  -45.94  0.55E+01
2019   4  20   0 -23.38  -45.94  0.26E+01
2019   4  20   0 -23.33  -45.94  0.13E+01
2019   4  20   0 -23.28  -45.94  0.42E+01
2019   4  20   0 -23.13  -45.94  0.12E+01
2019   4  20   0 -23.08  -45.94  0.15E+01
2019   4  20   0 -23.03  -45.94  0.11E+01
2019   4  20   0 -22.98  -45.94  0.60E+01
2019   4  20   0 -22.93  -45.94  0.15E+01
2019   4  20   0 -22.88  -45.94  0.11E+01
2019   4  20   0 -23.73  -45.89  0.18E+01
2019   4  20   0 -23.63  -45.89  0.39E+01
2019   4  20   0 -23.58  -45.89  0.44E+01
2019   4  20   0 -23.53  -45.89  0.52E+01
2019   4  20   0 -23.43  -45.89  0.26E+01
2019   4  20   0 -23.38  -45.89  0.39E+01
2019   4  20   0 -23.33  -45.89  0.26E+01
2019   4  20   0 -23.28  -45.89  0.38E+01
2019   4  20   0 -23.23  -45.89  0.12E+01
2019   4  20   0 -23.18  -45.89  0.12E+01
2019   4  20   0 -23.08  -45.89  0.12E+01
2019   4  20   0 -22.88  -45.89  0.11E+01
2019   4  20   0 -22.83  -45.89  0.11E+01
2019   4  20   0 -22.73  -45.89  0.11E+01
2019   4  20   0 -23.68  -45.84  0.27E+01
2019   4  20   0 -23.58  -45.84  0.53E+01
2019   4  20   0 -23.53  -45.84  0.39E+01
2019   4  20   0 -23.48  -45.84  0.13E+01
2019   4  20   0 -23.38  -45.84  0.13E+01
2019   4  20   0 -23.33  -45.84  0.25E+01
2019   4  20   0 -23.28  -45.84  0.43E+01
2019   4  20   0 -23.23  -45.84  0.39E+01
2019   4  20   0 -23.13  -45.84  0.37E+01
2019   4  20   0 -23.08  -45.84  0.12E+01
