YEAR  MO  DA  HR    LAT     LON Rn2200005
2019   1  26  12 -24.38  -48.09  0.75E-12
2019   1  26  12 -24.38  -48.04  0.76E-12
2019   1  26  12 -24.33  -47.89  0.23E-11
2019   1  26  12 -24.18  -47.89  0.76E-12
2019   1  26  12 -24.53  -47.84  0.17E-11
2019   1  26  12 -24.48  -47.84  0.26E-11
2019   1  26  12 -24.38  -47.84  0.91E-12
2019   1  26  12 -24.33  -47.84  0.76E-12
2019   1  26  12 -24.18  -47.84  0.91E-12
2019   1  26  12 -23.58  -47.84  0.84E-12
2019   1  26  12 -24.53  -47.79  0.77E-12
2019   1  26  12 -24.38  -47.79  0.91E-12
2019   1  26  12 -24.33  -47.79  0.17E-11
2019   1  26  12 -24.13  -47.79  0.85E-12
2019   1  26  12 -23.98  -47.79  0.76E-12
2019   1  26  12 -23.58  -47.79  0.10E-11
2019   1  26  12 -24.58  -47.74  0.77E-12
2019   1  26  12 -24.33  -47.74  0.34E-11
2019   1  26  12 -24.13  -47.74  0.10E-11
2019   1  26  12 -23.93  -47.74  0.17E-11
2019   1  26  12 -23.88  -47.74  0.85E-12
2019   1  26  12 -23.83  -47.74  0.91E-12
2019   1  26  12 -23.63  -47.74  0.10E-11
2019   1  26  12 -24.63  -47.69  0.77E-12
2019   1  26  12 -24.58  -47.69  0.77E-12
2019   1  26  12 -24.38  -47.69  0.39E-11
2019   1  26  12 -24.13  -47.69  0.86E-12
2019   1  26  12 -23.88  -47.69  0.10E-11
2019   1  26  12 -23.83  -47.69  0.85E-12
2019   1  26  12 -23.98  -47.64  0.10E-11
2019   1  26  12 -23.88  -47.64  0.26E-11
2019   1  26  12 -23.83  -47.64  0.85E-12
2019   1  26  12 -23.73  -47.64  0.84E-12
2019   1  26  12 -24.18  -47.59  0.86E-12
2019   1  26  12 -24.08  -47.59  0.88E-12
2019   1  26  12 -24.03  -47.59  0.26E-11
2019   1  26  12 -23.98  -47.59  0.88E-12
2019   1  26  12 -23.93  -47.59  0.88E-12
2019   1  26  12 -23.88  -47.59  0.36E-11
2019   1  26  12 -23.78  -47.59  0.26E-11
2019   1  26  12 -23.73  -47.59  0.84E-12
2019   1  26  12 -24.08  -47.54  0.26E-11
2019   1  26  12 -23.98  -47.54  0.88E-12
2019   1  26  12 -23.88  -47.54  0.10E-11
2019   1  26  12 -23.83  -47.54  0.37E-11
2019   1  26  12 -23.78  -47.54  0.88E-12
2019   1  26  12 -24.23  -47.49  0.87E-12
2019   1  26  12 -24.13  -47.49  0.86E-12
2019   1  26  12 -24.03  -47.49  0.89E-12
2019   1  26  12 -23.98  -47.49  0.39E-11
2019   1  26  12 -23.93  -47.49  0.86E-12
2019   1  26  12 -23.83  -47.49  0.18E-11
2019   1  26  12 -24.23  -47.44  0.11E-11
2019   1  26  12 -24.13  -47.44  0.86E-12
2019   1  26  12 -24.03  -47.44  0.17E-11
2019   1  26  12 -23.98  -47.44  0.86E-12
2019   1  26  12 -23.93  -47.44  0.17E-11
2019   1  26  12 -23.88  -47.44  0.18E-11
2019   1  26  12 -23.83  -47.44  0.45E-11
2019   1  26  12 -23.78  -47.44  0.85E-12
2019   1  26  12 -24.18  -47.39  0.87E-12
2019   1  26  12 -24.03  -47.39  0.26E-11
2019   1  26  12 -23.93  -47.39  0.89E-12
2019   1  26  12 -23.88  -47.39  0.36E-11
2019   1  26  12 -23.83  -47.39  0.28E-11
2019   1  26  12 -23.78  -47.39  0.86E-12
2019   1  26  12 -24.08  -47.34  0.18E-11
2019   1  26  12 -23.93  -47.34  0.18E-11
2019   1  26  12 -23.88  -47.34  0.11E-11
2019   1  26  12 -23.83  -47.34  0.18E-11
2019   1  26  12 -23.78  -47.34  0.18E-11
2019   1  26  12 -23.73  -47.34  0.89E-12
2019   1  26  12 -23.98  -47.29  0.25E-11
2019   1  26  12 -23.93  -47.29  0.39E-11
2019   1  26  12 -23.88  -47.29  0.89E-12
2019   1  26  12 -23.73  -47.29  0.18E-11
2019   1  26  12 -23.88  -47.24  0.17E-11
2019   1  26  12 -23.83  -47.24  0.32E-11
2019   1  26  12 -23.78  -47.24  0.21E-11
2019   1  26  12 -24.13  -47.19  0.88E-12
2019   1  26  12 -23.93  -47.19  0.26E-11
2019   1  26  12 -23.88  -47.19  0.27E-11
2019   1  26  12 -23.83  -47.19  0.29E-11
2019   1  26  12 -24.03  -47.14  0.36E-11
