YEAR  MO  DA  HR    LAT     LON Rn2200005
2018   3   7  12 -23.83  -46.79  0.46E-12
2018   3   7  12 -23.78  -46.79  0.18E-11
2018   3   7  12 -23.83  -46.74  0.18E-11
2018   3   7  12 -23.78  -46.74  0.25E-11
2018   3   7  12 -23.83  -46.69  0.40E-11
2018   3   7  12 -23.78  -46.69  0.52E-12
2018   3   7  12 -23.93  -46.64  0.52E-12
2018   3   7  12 -23.88  -46.64  0.53E-12
2018   3   7  12 -23.83  -46.64  0.41E-11
2018   3   7  12 -23.78  -46.64  0.59E-11
2018   3   7  12 -23.73  -46.64  0.94E-11
2018   3   7  12 -23.88  -46.59  0.52E-12
2018   3   7  12 -23.83  -46.59  0.75E-11
2018   3   7  12 -23.78  -46.59  0.57E-10
2018   3   7  12 -23.73  -46.59  0.95E-11
2018   3   7  12 -23.93  -46.54  0.11E-11
2018   3   7  12 -23.88  -46.54  0.32E-11
2018   3   7  12 -23.83  -46.54  0.21E-10
2018   3   7  12 -23.78  -46.54  0.72E-10
2018   3   7  12 -23.73  -46.54  0.29E-11
2018   3   7  12 -23.88  -46.49  0.27E-11
2018   3   7  12 -23.83  -46.49  0.83E-10
2018   3   7  12 -23.78  -46.49  0.12E-09
2018   3   7  12 -23.93  -46.44  0.54E-12
2018   3   7  12 -23.88  -46.44  0.54E-12
2018   3   7  12 -23.83  -46.44  0.38E-09
2018   3   7  12 -23.78  -46.44  0.87E-10
2018   3   7  12 -23.83  -46.39  0.41E-09
2018   3   7  12 -23.78  -46.39  0.37E-11
2018   3   8   0 -23.18  -47.04  0.41E-12
2018   3   8   0 -23.73  -46.99  0.36E-12
2018   3   8   0 -23.43  -46.99  0.69E-12
2018   3   8   0 -23.33  -46.99  0.41E-12
2018   3   8   0 -23.13  -46.99  0.41E-12
2018   3   8   0 -23.73  -46.94  0.36E-12
2018   3   8   0 -23.48  -46.94  0.81E-12
2018   3   8   0 -23.33  -46.94  0.12E-11
2018   3   8   0 -23.23  -46.94  0.39E-12
2018   3   8   0 -23.18  -46.94  0.42E-12
2018   3   8   0 -23.58  -46.89  0.50E-12
2018   3   8   0 -23.53  -46.89  0.15E-11
2018   3   8   0 -23.48  -46.89  0.42E-12
2018   3   8   0 -23.43  -46.89  0.42E-12
2018   3   8   0 -23.23  -46.89  0.40E-12
2018   3   8   0 -23.13  -46.89  0.12E-11
2018   3   8   0 -23.73  -46.84  0.50E-12
2018   3   8   0 -23.68  -46.84  0.23E-11
2018   3   8   0 -23.63  -46.84  0.14E-11
2018   3   8   0 -23.23  -46.84  0.82E-12
2018   3   8   0 -23.13  -46.84  0.16E-11
2018   3   8   0 -22.98  -46.84  0.40E-12
2018   3   8   0 -23.73  -46.79  0.99E-12
2018   3   8   0 -23.63  -46.79  0.44E-12
2018   3   8   0 -23.58  -46.79  0.92E-12
2018   3   8   0 -23.53  -46.79  0.41E-12
2018   3   8   0 -23.43  -46.79  0.43E-12
2018   3   8   0 -23.33  -46.79  0.42E-12
2018   3   8   0 -23.28  -46.79  0.35E-12
2018   3   8   0 -23.23  -46.79  0.84E-12
2018   3   8   0 -23.13  -46.79  0.41E-12
2018   3   8   0 -23.78  -46.74  0.44E-12
2018   3   8   0 -23.73  -46.74  0.10E-11
