YEAR  MO  DA  HR    LAT     LON Rn2200010
2022  12  20  12 -19.90  -48.25  0.56E-11
2022  12  20  12 -19.85  -48.25  0.11E-11
2022  12  20  12 -19.95  -48.20  0.13E-10
2022  12  20  12 -19.90  -48.20  0.20E-10
2022  12  20  12 -19.85  -48.20  0.16E-10
2022  12  20  12 -19.80  -48.20  0.13E-10
2022  12  20  12 -19.75  -48.20  0.89E-11
2022  12  20  12 -20.05  -48.15  0.11E-11
2022  12  20  12 -20.00  -48.15  0.21E-10
2022  12  20  12 -19.95  -48.15  0.19E-10
2022  12  20  12 -19.90  -48.15  0.11E-10
2022  12  20  12 -19.85  -48.15  0.17E-10
2022  12  20  12 -19.80  -48.15  0.38E-10
2022  12  20  12 -19.75  -48.15  0.56E-10
2022  12  20  12 -19.70  -48.15  0.23E-11
2022  12  20  12 -20.05  -48.10  0.64E-11
2022  12  20  12 -20.00  -48.10  0.34E-10
2022  12  20  12 -19.95  -48.10  0.29E-10
2022  12  20  12 -19.90  -48.10  0.24E-10
2022  12  20  12 -19.85  -48.10  0.57E-10
2022  12  20  12 -19.80  -48.10  0.13E-09
2022  12  20  12 -19.75  -48.10  0.58E-10
2022  12  20  12 -20.10  -48.05  0.89E-11
2022  12  20  12 -20.05  -48.05  0.20E-10
2022  12  20  12 -20.00  -48.05  0.32E-10
2022  12  20  12 -19.95  -48.05  0.56E-10
2022  12  20  12 -19.90  -48.05  0.34E-10
2022  12  20  12 -19.85  -48.05  0.14E-09
2022  12  20  12 -19.80  -48.05  0.16E-09
2022  12  20  12 -20.15  -48.00  0.65E-11
2022  12  20  12 -20.10  -48.00  0.29E-10
2022  12  20  12 -20.05  -48.00  0.35E-10
2022  12  20  12 -20.00  -48.00  0.68E-10
2022  12  20  12 -19.95  -48.00  0.68E-10
2022  12  20  12 -19.90  -48.00  0.19E-09
2022  12  20  12 -19.85  -48.00  0.26E-09
2022  12  20  12 -19.80  -48.00  0.82E-11
2022  12  20  12 -20.15  -47.95  0.66E-11
2022  12  20  12 -20.10  -47.95  0.31E-10
2022  12  20  12 -20.05  -47.95  0.52E-10
2022  12  20  12 -20.00  -47.95  0.15E-09
2022  12  20  12 -19.95  -47.95  0.32E-09
2022  12  20  12 -19.90  -47.95  0.43E-09
2022  12  20  12 -19.85  -47.95  0.47E-11
2022  12  20  12 -20.10  -47.90  0.94E-11
2022  12  20  12 -20.05  -47.90  0.17E-10
2022  12  20  12 -20.00  -47.90  0.20E-09
2022  12  20  12 -19.95  -47.90  0.93E-09
2022  12  20  12 -19.90  -47.90  0.12E-12
2022  12  21   0 -19.90  -48.30  0.11E-11
2022  12  21   0 -20.00  -48.25  0.47E-11
2022  12  21   0 -19.95  -48.25  0.34E-11
2022  12  21   0 -19.90  -48.25  0.11E-11
