YEAR  MO  DA  HR    LAT     LON Rn2200100
2017   8   9  12  40.55  -90.80  0.52E-12
2017   8   9  12  40.45  -90.75  0.22E-12
2017   8   9  12  40.50  -90.75  0.56E-11
2017   8   9  12  40.55  -90.75  0.43E-11
2017   8   9  12  40.40  -90.70  0.16E-11
2017   8   9  12  40.45  -90.70  0.13E-10
2017   8   9  12  40.50  -90.70  0.15E-10
2017   8   9  12  40.55  -90.70  0.23E-11
2017   8   9  12  40.60  -90.70  0.74E-13
2017   8   9  12  40.35  -90.65  0.34E-11
2017   8   9  12  40.40  -90.65  0.18E-10
2017   8   9  12  40.45  -90.65  0.24E-10
2017   8   9  12  40.50  -90.65  0.69E-11
2017   8   9  12  40.55  -90.65  0.15E-11
2017   8   9  12  40.60  -90.65  0.37E-12
2017   8   9  12  40.30  -90.60  0.62E-11
2017   8   9  12  40.35  -90.60  0.24E-10
2017   8   9  12  40.40  -90.60  0.29E-10
2017   8   9  12  40.45  -90.60  0.16E-10
2017   8   9  12  40.50  -90.60  0.25E-11
2017   8   9  12  40.55  -90.60  0.98E-12
2017   8   9  12  40.60  -90.60  0.74E-13
2017   8   9  12  40.25  -90.55  0.88E-11
2017   8   9  12  40.30  -90.55  0.30E-10
2017   8   9  12  40.35  -90.55  0.34E-10
2017   8   9  12  40.40  -90.55  0.28E-10
2017   8   9  12  40.45  -90.55  0.39E-11
2017   8   9  12  40.50  -90.55  0.51E-12
2017   8   9  12  40.20  -90.50  0.82E-11
2017   8   9  12  40.25  -90.50  0.39E-10
2017   8   9  12  40.30  -90.50  0.34E-10
2017   8   9  12  40.35  -90.50  0.35E-10
2017   8   9  12  40.40  -90.50  0.11E-10
2017   8   9  12  40.45  -90.50  0.17E-12
2017   8   9  12  40.15  -90.45  0.40E-11
2017   8   9  12  40.20  -90.45  0.45E-10
2017   8   9  12  40.25  -90.45  0.41E-10
2017   8   9  12  40.30  -90.45  0.35E-10
2017   8   9  12  40.35  -90.45  0.24E-10
2017   8   9  12  40.40  -90.45  0.67E-12
2017   8   9  12  40.15  -90.40  0.48E-10
2017   8   9  12  40.20  -90.40  0.51E-10
2017   8   9  12  40.25  -90.40  0.39E-10
2017   8   9  12  40.30  -90.40  0.32E-10
2017   8   9  12  40.35  -90.40  0.11E-10
2017   8   9  12  40.10  -90.35  0.15E-10
2017   8   9  12  40.15  -90.35  0.90E-10
2017   8   9  12  40.20  -90.35  0.45E-10
2017   8   9  12  40.25  -90.35  0.39E-10
2017   8   9  12  40.30  -90.35  0.27E-10
2017   8   9  12  40.10  -90.30  0.89E-10
2017   8   9  12  40.15  -90.30  0.53E-10
2017   8   9  12  40.20  -90.30  0.40E-10
2017   8   9  12  40.25  -90.30  0.34E-10
2017   8   9  12  40.30  -90.30  0.84E-13
2017   8   9  12  40.05  -90.25  0.26E-11
2017   8   9  12  40.10  -90.25  0.13E-09
2017   8   9  12  40.15  -90.25  0.52E-10
2017   8   9  12  40.20  -90.25  0.55E-10
2017   8   9  12  40.25  -90.25  0.88E-11
2017   8   9  12  40.05  -90.20  0.10E-09
2017   8   9  12  40.10  -90.20  0.87E-10
2017   8   9  12  40.15  -90.20  0.69E-10
2017   8   9  12  40.20  -90.20  0.71E-11
2017   8   9  12  40.05  -90.15  0.15E-09
2017   8   9  12  40.10  -90.15  0.87E-10
2017   8   9  12  40.15  -90.15  0.17E-10
2017   8   9  12  40.00  -90.10  0.12E-10
2017   8   9  12  40.05  -90.10  0.24E-09
2017   8   9  12  40.10  -90.10  0.37E-10
2017   8   9  12  40.00  -90.05  0.19E-09
2017   8   9  12  40.05  -90.05  0.77E-10
2017   8   9  12  40.00  -90.00  0.92E-10
