YEAR  MO  DA  HR    LAT     LON Rn2200100
2008   5  20  12  40.05  -90.20  0.29E-12
2008   5  20  12  40.10  -90.20  0.44E-12
2008   5  20  12  39.90  -90.15  0.37E-12
2008   5  20  12  39.95  -90.15  0.90E-12
2008   5  20  12  40.00  -90.15  0.17E-11
2008   5  20  12  40.05  -90.15  0.61E-11
2008   5  20  12  40.10  -90.15  0.45E-11
2008   5  20  12  39.85  -90.10  0.91E-12
2008   5  20  12  39.90  -90.10  0.47E-11
2008   5  20  12  39.95  -90.10  0.10E-10
2008   5  20  12  40.00  -90.10  0.21E-10
2008   5  20  12  40.05  -90.10  0.44E-10
2008   5  20  12  40.10  -90.10  0.49E-11
2008   5  20  12  39.80  -90.05  0.14E-11
2008   5  20  12  39.85  -90.05  0.13E-10
2008   5  20  12  39.90  -90.05  0.24E-10
2008   5  20  12  39.95  -90.05  0.42E-10
2008   5  20  12  40.00  -90.05  0.99E-10
2008   5  20  12  40.05  -90.05  0.42E-10
2008   5  20  12  40.10  -90.05  0.54E-12
2008   5  20  12  39.70  -90.00  0.19E-12
2008   5  20  12  39.75  -90.00  0.20E-11
2008   5  20  12  39.80  -90.00  0.18E-10
2008   5  20  12  39.85  -90.00  0.45E-10
2008   5  20  12  39.90  -90.00  0.96E-10
2008   5  20  12  39.95  -90.00  0.21E-09
2008   5  20  12  40.00  -90.00  0.27E-09
2008   5  20  12  40.05  -90.00  0.13E-11
2008   5  20  12  39.65  -89.95  0.97E-13
2008   5  20  12  39.70  -89.95  0.38E-11
2008   5  20  12  39.75  -89.95  0.22E-10
2008   5  20  12  39.80  -89.95  0.59E-10
2008   5  20  12  39.85  -89.95  0.97E-10
2008   5  20  12  39.90  -89.95  0.11E-09
2008   5  20  12  39.95  -89.95  0.11E-09
2008   5  20  12  40.00  -89.95  0.28E-10
2008   5  20  12  39.55  -89.90  0.97E-13
2008   5  20  12  39.60  -89.90  0.58E-12
2008   5  20  12  39.65  -89.90  0.39E-11
2008   5  20  12  39.70  -89.90  0.23E-10
2008   5  20  12  39.75  -89.90  0.57E-10
2008   5  20  12  39.80  -89.90  0.65E-10
2008   5  20  12  39.85  -89.90  0.36E-10
2008   5  20  12  39.90  -89.90  0.15E-10
2008   5  20  12  39.95  -89.90  0.12E-11
2008   5  20  12  39.55  -89.85  0.61E-12
2008   5  20  12  39.60  -89.85  0.60E-11
2008   5  20  12  39.65  -89.85  0.20E-10
2008   5  20  12  39.70  -89.85  0.36E-10
2008   5  20  12  39.75  -89.85  0.17E-10
2008   5  20  12  39.80  -89.85  0.16E-11
2008   5  20  12  39.45  -89.80  0.97E-13
2008   5  20  12  39.50  -89.80  0.10E-11
2008   5  20  12  39.55  -89.80  0.56E-11
2008   5  20  12  39.60  -89.80  0.16E-10
2008   5  20  12  39.65  -89.80  0.17E-10
2008   5  20  12  39.70  -89.80  0.52E-11
2008   5  20  12  39.40  -89.75  0.97E-13
2008   5  20  12  39.45  -89.75  0.16E-11
2008   5  20  12  39.50  -89.75  0.68E-11
2008   5  20  12  39.55  -89.75  0.14E-10
2008   5  20  12  39.60  -89.75  0.85E-11
2008   5  20  12  39.65  -89.75  0.98E-12
2008   5  20  12  39.40  -89.70  0.14E-11
2008   5  20  12  39.45  -89.70  0.73E-11
2008   5  20  12  39.50  -89.70  0.11E-10
2008   5  20  12  39.55  -89.70  0.46E-11
2008   5  20  12  39.60  -89.70  0.41E-12
2008   5  20  12  39.35  -89.65  0.55E-12
2008   5  20  12  39.40  -89.65  0.70E-11
2008   5  20  12  39.45  -89.65  0.69E-11
2008   5  20  12  39.50  -89.65  0.13E-11
2008   5  20  12  39.55  -89.65  0.11E-12
2008   5  20  12  39.35  -89.60  0.36E-11
2008   5  20  12  39.40  -89.60  0.31E-11
2008   5  20  12  39.45  -89.60  0.22E-12
2008   5  20  12  39.35  -89.55  0.22E-12
2008   5  20  12  39.40  -89.55  0.11E-12
