YEAR  MO  DA  HR    LAT     LON Rn2200100
2017   5  27  12  39.90  -90.00  0.39E-11
2017   5  27  12  39.95  -90.00  0.68E-10
2017   5  27  12  40.00  -90.00  0.16E-09
2017   5  27  12  39.90  -89.95  0.44E-10
2017   5  27  12  39.95  -89.95  0.12E-09
2017   5  27  12  40.00  -89.95  0.18E-09
2017   5  27  12  39.85  -89.90  0.54E-11
2017   5  27  12  39.90  -89.90  0.56E-10
2017   5  27  12  39.95  -89.90  0.73E-10
2017   5  27  12  40.00  -89.90  0.16E-09
2017   5  27  12  39.85  -89.85  0.13E-10
2017   5  27  12  39.90  -89.85  0.41E-10
2017   5  27  12  39.95  -89.85  0.60E-10
2017   5  27  12  40.00  -89.85  0.14E-09
2017   5  27  12  40.05  -89.85  0.87E-11
2017   5  27  12  39.85  -89.80  0.15E-10
2017   5  27  12  39.90  -89.80  0.37E-10
2017   5  27  12  39.95  -89.80  0.48E-10
2017   5  27  12  40.00  -89.80  0.84E-10
2017   5  27  12  40.05  -89.80  0.32E-10
2017   5  27  12  39.85  -89.75  0.15E-10
2017   5  27  12  39.90  -89.75  0.31E-10
2017   5  27  12  39.95  -89.75  0.44E-10
2017   5  27  12  40.00  -89.75  0.70E-10
2017   5  27  12  40.05  -89.75  0.40E-10
2017   5  27  12  39.85  -89.70  0.14E-10
2017   5  27  12  39.90  -89.70  0.28E-10
2017   5  27  12  39.95  -89.70  0.41E-10
2017   5  27  12  40.00  -89.70  0.55E-10
2017   5  27  12  40.05  -89.70  0.49E-10
2017   5  27  12  39.85  -89.65  0.11E-10
2017   5  27  12  39.90  -89.65  0.28E-10
2017   5  27  12  39.95  -89.65  0.33E-10
2017   5  27  12  40.00  -89.65  0.41E-10
2017   5  27  12  40.05  -89.65  0.48E-10
2017   5  27  12  39.85  -89.60  0.15E-10
2017   5  27  12  39.90  -89.60  0.24E-10
2017   5  27  12  39.95  -89.60  0.26E-10
2017   5  27  12  40.00  -89.60  0.36E-10
2017   5  27  12  40.05  -89.60  0.46E-10
2017   5  27  12  39.85  -89.55  0.12E-10
2017   5  27  12  39.90  -89.55  0.18E-10
2017   5  27  12  39.95  -89.55  0.26E-10
2017   5  27  12  40.00  -89.55  0.27E-10
2017   5  27  12  40.05  -89.55  0.44E-10
2017   5  27  12  39.85  -89.50  0.67E-11
2017   5  27  12  39.90  -89.50  0.20E-10
2017   5  27  12  39.95  -89.50  0.24E-10
2017   5  27  12  40.00  -89.50  0.24E-10
2017   5  27  12  40.05  -89.50  0.36E-10
2017   5  27  12  39.85  -89.45  0.56E-11
2017   5  27  12  39.90  -89.45  0.20E-10
2017   5  27  12  39.95  -89.45  0.17E-10
2017   5  27  12  40.00  -89.45  0.26E-10
2017   5  27  12  40.05  -89.45  0.26E-10
2017   5  27  12  39.85  -89.40  0.49E-11
2017   5  27  12  39.90  -89.40  0.14E-10
2017   5  27  12  39.95  -89.40  0.19E-10
2017   5  27  12  40.00  -89.40  0.22E-10
2017   5  27  12  40.05  -89.40  0.17E-10
2017   5  27  12  39.85  -89.35  0.13E-11
2017   5  27  12  39.90  -89.35  0.14E-10
2017   5  27  12  39.95  -89.35  0.19E-10
2017   5  27  12  40.00  -89.35  0.19E-10
2017   5  27  12  40.05  -89.35  0.81E-11
2017   5  27  12  39.90  -89.30  0.17E-10
2017   5  27  12  39.95  -89.30  0.15E-10
2017   5  27  12  40.00  -89.30  0.13E-10
2017   5  27  12  40.05  -89.30  0.16E-11
2017   5  27  12  39.90  -89.25  0.10E-10
2017   5  27  12  39.95  -89.25  0.12E-10
2017   5  27  12  40.00  -89.25  0.39E-11
2017   5  27  12  39.90  -89.20  0.58E-11
2017   5  27  12  39.95  -89.20  0.46E-11
2017   5  27  12  40.00  -89.20  0.49E-12
2017   5  27  12  39.90  -89.15  0.15E-11
2017   5  27  12  39.95  -89.15  0.59E-12
2017   5  27  12  39.90  -89.10  0.98E-13
