YEAR  MO  DA  HR    LAT     LON Rn2200100
2012   1   9  12  39.65  -90.25  0.29E-11
2012   1   9  12  39.70  -90.25  0.18E-10
2012   1   9  12  39.75  -90.25  0.42E-10
2012   1   9  12  39.80  -90.25  0.43E-10
2012   1   9  12  39.60  -90.20  0.30E-11
2012   1   9  12  39.65  -90.20  0.20E-10
2012   1   9  12  39.70  -90.20  0.35E-10
2012   1   9  12  39.75  -90.20  0.47E-10
2012   1   9  12  39.80  -90.20  0.72E-10
2012   1   9  12  39.85  -90.20  0.82E-10
2012   1   9  12  39.60  -90.15  0.41E-11
2012   1   9  12  39.65  -90.15  0.26E-10
2012   1   9  12  39.70  -90.15  0.32E-10
2012   1   9  12  39.75  -90.15  0.30E-10
2012   1   9  12  39.80  -90.15  0.47E-10
2012   1   9  12  39.85  -90.15  0.13E-09
2012   1   9  12  39.90  -90.15  0.94E-10
2012   1   9  12  39.65  -90.10  0.14E-10
2012   1   9  12  39.70  -90.10  0.26E-10
2012   1   9  12  39.75  -90.10  0.34E-10
2012   1   9  12  39.80  -90.10  0.39E-10
2012   1   9  12  39.85  -90.10  0.52E-10
2012   1   9  12  39.90  -90.10  0.19E-09
2012   1   9  12  39.95  -90.10  0.71E-10
2012   1   9  12  39.65  -90.05  0.86E-12
2012   1   9  12  39.70  -90.05  0.21E-10
2012   1   9  12  39.75  -90.05  0.31E-10
2012   1   9  12  39.80  -90.05  0.41E-10
2012   1   9  12  39.85  -90.05  0.44E-10
2012   1   9  12  39.90  -90.05  0.71E-10
2012   1   9  12  39.95  -90.05  0.35E-09
2012   1   9  12  40.00  -90.05  0.67E-11
2012   1   9  12  39.70  -90.00  0.60E-11
2012   1   9  12  39.75  -90.00  0.27E-10
2012   1   9  12  39.80  -90.00  0.35E-10
2012   1   9  12  39.85  -90.00  0.46E-10
2012   1   9  12  39.90  -90.00  0.66E-10
2012   1   9  12  39.95  -90.00  0.13E-09
2012   1   9  12  40.00  -90.00  0.21E-09
2012   1   9  12  39.75  -89.95  0.10E-10
2012   1   9  12  39.80  -89.95  0.26E-10
2012   1   9  12  39.85  -89.95  0.32E-10
2012   1   9  12  39.90  -89.95  0.37E-10
2012   1   9  12  39.95  -89.95  0.95E-10
2012   1   9  12  40.00  -89.95  0.11E-12
2012   1   9  12  39.75  -89.90  0.33E-12
2012   1   9  12  39.80  -89.90  0.13E-10
2012   1   9  12  39.85  -89.90  0.19E-10
2012   1   9  12  39.90  -89.90  0.45E-10
2012   1   9  12  39.95  -89.90  0.17E-10
2012   1   9  12  39.80  -89.85  0.55E-12
2012   1   9  12  39.85  -89.85  0.11E-10
2012   1   9  12  39.90  -89.85  0.14E-10
2012   1   9  12  39.95  -89.85  0.19E-11
2012   1   9  12  39.85  -89.80  0.11E-12
2012   1   9  12  39.90  -89.80  0.66E-12
