YEAR  MO  DA  HR    LAT     LON Rn2200100
2008  11  27  12  39.95  -90.00  0.68E-10
2008  11  27  12  40.00  -90.00  0.64E-10
2008  11  27  12  39.85  -89.95  0.27E-10
2008  11  27  12  39.90  -89.95  0.11E-09
2008  11  27  12  39.95  -89.95  0.17E-09
2008  11  27  12  40.00  -89.95  0.11E-10
2008  11  27  12  39.75  -89.90  0.15E-10
2008  11  27  12  39.80  -89.90  0.63E-10
2008  11  27  12  39.85  -89.90  0.96E-10
2008  11  27  12  39.90  -89.90  0.10E-09
2008  11  27  12  39.95  -89.90  0.15E-10
2008  11  27  12  39.65  -89.85  0.11E-11
2008  11  27  12  39.70  -89.85  0.47E-10
2008  11  27  12  39.75  -89.85  0.72E-10
2008  11  27  12  39.80  -89.85  0.71E-10
2008  11  27  12  39.85  -89.85  0.63E-10
2008  11  27  12  39.90  -89.85  0.11E-10
2008  11  27  12  39.60  -89.80  0.93E-11
2008  11  27  12  39.65  -89.80  0.66E-10
2008  11  27  12  39.70  -89.80  0.55E-10
2008  11  27  12  39.75  -89.80  0.55E-10
2008  11  27  12  39.80  -89.80  0.43E-10
2008  11  27  12  39.85  -89.80  0.91E-11
2008  11  27  12  39.55  -89.75  0.16E-10
2008  11  27  12  39.60  -89.75  0.65E-10
2008  11  27  12  39.65  -89.75  0.48E-10
2008  11  27  12  39.70  -89.75  0.42E-10
2008  11  27  12  39.75  -89.75  0.24E-10
2008  11  27  12  39.80  -89.75  0.12E-10
2008  11  27  12  39.50  -89.70  0.19E-10
2008  11  27  12  39.55  -89.70  0.70E-10
2008  11  27  12  39.60  -89.70  0.44E-10
2008  11  27  12  39.65  -89.70  0.26E-10
2008  11  27  12  39.70  -89.70  0.19E-10
2008  11  27  12  39.75  -89.70  0.11E-10
2008  11  27  12  39.45  -89.65  0.12E-10
2008  11  27  12  39.50  -89.65  0.72E-10
2008  11  27  12  39.55  -89.65  0.36E-10
2008  11  27  12  39.60  -89.65  0.19E-10
2008  11  27  12  39.65  -89.65  0.16E-10
2008  11  27  12  39.70  -89.65  0.75E-11
2008  11  27  12  39.40  -89.60  0.55E-11
2008  11  27  12  39.45  -89.60  0.70E-10
2008  11  27  12  39.50  -89.60  0.37E-10
2008  11  27  12  39.55  -89.60  0.16E-10
2008  11  27  12  39.60  -89.60  0.14E-10
2008  11  27  12  39.65  -89.60  0.53E-11
2008  11  27  12  39.40  -89.55  0.52E-10
2008  11  27  12  39.45  -89.55  0.45E-10
2008  11  27  12  39.50  -89.55  0.18E-10
2008  11  27  12  39.55  -89.55  0.10E-10
2008  11  27  12  39.60  -89.55  0.37E-11
2008  11  27  12  39.35  -89.50  0.24E-10
2008  11  27  12  39.40  -89.50  0.59E-10
2008  11  27  12  39.45  -89.50  0.20E-10
2008  11  27  12  39.50  -89.50  0.70E-11
2008  11  27  12  39.55  -89.50  0.19E-11
2008  11  27  12  39.35  -89.45  0.63E-10
2008  11  27  12  39.40  -89.45  0.28E-10
2008  11  27  12  39.45  -89.45  0.64E-11
2008  11  27  12  39.50  -89.45  0.67E-13
2008  11  27  12  39.30  -89.40  0.28E-10
2008  11  27  12  39.35  -89.40  0.50E-10
2008  11  27  12  39.40  -89.40  0.69E-11
2008  11  27  12  39.45  -89.40  0.12E-12
2008  11  27  12  39.30  -89.35  0.53E-10
2008  11  27  12  39.35  -89.35  0.14E-10
2008  11  27  12  39.40  -89.35  0.44E-12
2008  11  27  12  39.25  -89.30  0.87E-11
2008  11  27  12  39.30  -89.30  0.43E-10
2008  11  27  12  39.35  -89.30  0.25E-11
2008  11  27  12  39.40  -89.30  0.73E-13
2008  11  27  12  39.25  -89.25  0.25E-10
2008  11  27  12  39.30  -89.25  0.16E-10
2008  11  27  12  39.35  -89.25  0.85E-12
2008  11  27  12  39.25  -89.20  0.22E-10
2008  11  27  12  39.30  -89.20  0.55E-11
2008  11  27  12  39.35  -89.20  0.47E-12
2008  11  27  12  39.25  -89.15  0.57E-11
2008  11  27  12  39.30  -89.15  0.18E-11
2008  11  27  12  39.25  -89.10  0.17E-12
2008  11  27  12  39.30  -89.10  0.52E-12
