YEAR  MO  DA  HR    LAT     LON Rn2200100
2007  10  12  12  39.75  -90.00  0.44E-11
2007  10  12  12  39.80  -90.00  0.41E-10
2007  10  12  12  39.85  -90.00  0.72E-10
2007  10  12  12  39.90  -90.00  0.14E-09
2007  10  12  12  39.95  -90.00  0.26E-09
2007  10  12  12  40.00  -90.00  0.19E-09
2007  10  12  12  39.60  -89.95  0.12E-10
2007  10  12  12  39.65  -89.95  0.35E-10
2007  10  12  12  39.70  -89.95  0.80E-10
2007  10  12  12  39.75  -89.95  0.10E-09
2007  10  12  12  39.80  -89.95  0.12E-09
2007  10  12  12  39.85  -89.95  0.14E-09
2007  10  12  12  39.90  -89.95  0.10E-09
2007  10  12  12  39.95  -89.95  0.27E-10
2007  10  12  12  39.50  -89.90  0.23E-10
2007  10  12  12  39.55  -89.90  0.64E-10
2007  10  12  12  39.60  -89.90  0.91E-10
2007  10  12  12  39.65  -89.90  0.82E-10
2007  10  12  12  39.70  -89.90  0.80E-10
2007  10  12  12  39.75  -89.90  0.81E-10
2007  10  12  12  39.80  -89.90  0.38E-10
2007  10  12  12  39.85  -89.90  0.63E-11
2007  10  12  12  39.35  -89.85  0.31E-11
2007  10  12  12  39.40  -89.85  0.32E-10
2007  10  12  12  39.45  -89.85  0.72E-10
2007  10  12  12  39.50  -89.85  0.72E-10
2007  10  12  12  39.55  -89.85  0.68E-10
2007  10  12  12  39.60  -89.85  0.51E-10
2007  10  12  12  39.65  -89.85  0.37E-10
2007  10  12  12  39.70  -89.85  0.17E-10
2007  10  12  12  39.75  -89.85  0.73E-13
2007  10  12  12  39.30  -89.80  0.25E-10
2007  10  12  12  39.35  -89.80  0.78E-10
2007  10  12  12  39.40  -89.80  0.69E-10
2007  10  12  12  39.45  -89.80  0.49E-10
2007  10  12  12  39.50  -89.80  0.31E-10
2007  10  12  12  39.55  -89.80  0.14E-10
2007  10  12  12  39.60  -89.80  0.11E-11
2007  10  12  12  39.20  -89.75  0.17E-10
2007  10  12  12  39.25  -89.75  0.61E-10
2007  10  12  12  39.30  -89.75  0.61E-10
2007  10  12  12  39.35  -89.75  0.24E-10
2007  10  12  12  39.40  -89.75  0.82E-11
2007  10  12  12  39.20  -89.70  0.50E-11
2007  10  12  12  39.25  -89.70  0.97E-13
