YEAR  MO  DA  HR    LAT     LON Rn2200100
2013   6   8  12  39.95  -90.05  0.10E-11
2013   6   8  12  40.00  -90.05  0.16E-10
2013   6   8  12  39.85  -90.00  0.31E-11
2013   6   8  12  39.90  -90.00  0.32E-10
2013   6   8  12  39.95  -90.00  0.15E-09
2013   6   8  12  40.00  -90.00  0.17E-09
2013   6   8  12  39.80  -89.95  0.13E-10
2013   6   8  12  39.85  -89.95  0.68E-10
2013   6   8  12  39.90  -89.95  0.19E-09
2013   6   8  12  39.95  -89.95  0.13E-09
2013   6   8  12  39.70  -89.90  0.44E-11
2013   6   8  12  39.75  -89.90  0.40E-10
2013   6   8  12  39.80  -89.90  0.14E-09
2013   6   8  12  39.85  -89.90  0.13E-09
2013   6   8  12  39.90  -89.90  0.13E-10
2013   6   8  12  39.65  -89.85  0.21E-10
2013   6   8  12  39.70  -89.85  0.96E-10
2013   6   8  12  39.75  -89.85  0.13E-09
2013   6   8  12  39.80  -89.85  0.34E-10
2013   6   8  12  39.55  -89.80  0.46E-11
2013   6   8  12  39.60  -89.80  0.69E-10
2013   6   8  12  39.65  -89.80  0.13E-09
2013   6   8  12  39.70  -89.80  0.58E-10
2013   6   8  12  39.45  -89.75  0.15E-11
2013   6   8  12  39.50  -89.75  0.52E-10
2013   6   8  12  39.55  -89.75  0.12E-09
2013   6   8  12  39.60  -89.75  0.68E-10
2013   6   8  12  39.35  -89.70  0.27E-11
2013   6   8  12  39.40  -89.70  0.44E-10
2013   6   8  12  39.45  -89.70  0.11E-09
2013   6   8  12  39.50  -89.70  0.69E-10
2013   6   8  12  39.25  -89.65  0.17E-11
2013   6   8  12  39.30  -89.65  0.56E-10
2013   6   8  12  39.35  -89.65  0.91E-10
2013   6   8  12  39.40  -89.65  0.55E-10
2013   6   8  12  39.15  -89.60  0.41E-11
2013   6   8  12  39.20  -89.60  0.57E-10
2013   6   8  12  39.25  -89.60  0.78E-10
2013   6   8  12  39.30  -89.60  0.34E-10
2013   6   8  12  39.05  -89.55  0.19E-11
2013   6   8  12  39.10  -89.55  0.32E-10
2013   6   8  12  39.15  -89.55  0.46E-10
2013   6   8  12  39.20  -89.55  0.14E-10
