YEAR  MO  DA  HR    LAT     LON Rn2200100
2008   8  20  12  40.20  -91.60  0.23E-11
2008   8  20  12  40.20  -91.55  0.77E-11
2008   8  20  12  40.25  -91.55  0.20E-12
2008   8  20  12  40.15  -91.50  0.11E-11
2008   8  20  12  40.20  -91.50  0.14E-10
2008   8  20  12  40.25  -91.50  0.49E-13
2008   8  20  12  40.15  -91.45  0.41E-11
2008   8  20  12  40.20  -91.45  0.16E-10
2008   8  20  12  40.15  -91.40  0.84E-11
2008   8  20  12  40.20  -91.40  0.16E-10
2008   8  20  12  40.15  -91.35  0.16E-10
2008   8  20  12  40.20  -91.35  0.13E-10
2008   8  20  12  40.15  -91.30  0.25E-10
2008   8  20  12  40.20  -91.30  0.83E-11
2008   8  20  12  40.15  -91.25  0.36E-10
2008   8  20  12  40.20  -91.25  0.44E-11
2008   8  20  12  40.15  -91.20  0.44E-10
2008   8  20  12  40.20  -91.20  0.18E-11
2008   8  20  12  40.10  -91.15  0.24E-11
2008   8  20  12  40.15  -91.15  0.47E-10
2008   8  20  12  40.20  -91.15  0.38E-12
2008   8  20  12  40.10  -91.10  0.71E-11
2008   8  20  12  40.15  -91.10  0.46E-10
2008   8  20  12  40.10  -91.05  0.16E-10
2008   8  20  12  40.15  -91.05  0.40E-10
2008   8  20  12  40.10  -91.00  0.28E-10
2008   8  20  12  40.15  -91.00  0.36E-10
2008   8  20  12  40.10  -90.95  0.42E-10
2008   8  20  12  40.15  -90.95  0.27E-10
2008   8  20  12  40.05  -90.90  0.33E-11
2008   8  20  12  40.10  -90.90  0.60E-10
2008   8  20  12  40.15  -90.90  0.11E-10
2008   8  20  12  40.05  -90.85  0.12E-10
2008   8  20  12  40.10  -90.85  0.65E-10
2008   8  20  12  40.15  -90.85  0.20E-11
2008   8  20  12  40.05  -90.80  0.23E-10
2008   8  20  12  40.10  -90.80  0.62E-10
2008   8  20  12  40.05  -90.75  0.34E-10
2008   8  20  12  40.10  -90.75  0.57E-10
2008   8  20  12  40.00  -90.70  0.14E-11
2008   8  20  12  40.05  -90.70  0.40E-10
2008   8  20  12  40.10  -90.70  0.50E-10
2008   8  20  12  40.00  -90.65  0.74E-11
2008   8  20  12  40.05  -90.65  0.52E-10
2008   8  20  12  40.10  -90.65  0.41E-10
2008   8  20  12  40.00  -90.60  0.14E-10
2008   8  20  12  40.05  -90.60  0.51E-10
2008   8  20  12  40.10  -90.60  0.29E-10
2008   8  20  12  40.00  -90.55  0.25E-10
2008   8  20  12  40.05  -90.55  0.61E-10
2008   8  20  12  40.10  -90.55  0.18E-10
2008   8  20  12  40.00  -90.50  0.33E-10
2008   8  20  12  40.05  -90.50  0.70E-10
2008   8  20  12  40.10  -90.50  0.12E-11
2008   8  20  12  39.95  -90.45  0.12E-12
2008   8  20  12  40.00  -90.45  0.43E-10
2008   8  20  12  40.05  -90.45  0.76E-10
2008   8  20  12  39.95  -90.40  0.13E-11
2008   8  20  12  40.00  -90.40  0.55E-10
2008   8  20  12  40.05  -90.40  0.67E-10
2008   8  20  12  39.95  -90.35  0.38E-11
2008   8  20  12  40.00  -90.35  0.64E-10
2008   8  20  12  40.05  -90.35  0.59E-10
2008   8  20  12  39.95  -90.30  0.44E-11
2008   8  20  12  40.00  -90.30  0.74E-10
2008   8  20  12  40.05  -90.30  0.48E-10
2008   8  20  12  39.95  -90.25  0.52E-11
2008   8  20  12  40.00  -90.25  0.95E-10
2008   8  20  12  40.05  -90.25  0.34E-10
2008   8  20  12  39.95  -90.20  0.40E-11
2008   8  20  12  40.00  -90.20  0.11E-09
2008   8  20  12  40.05  -90.20  0.18E-10
2008   8  20  12  39.95  -90.15  0.22E-12
2008   8  20  12  40.00  -90.15  0.14E-09
2008   8  20  12  40.00  -90.10  0.16E-09
2008   8  20  12  40.00  -90.05  0.16E-09
2008   8  20  12  40.00  -90.00  0.14E-10
