YEAR  MO  DA  HR    LAT     LON Rn2200100
2015   8   5  12  39.90  -90.80  0.92E-12
2015   8   5  12  39.95  -90.80  0.98E-13
2015   8   5  12  39.85  -90.75  0.33E-12
2015   8   5  12  39.90  -90.75  0.13E-10
2015   8   5  12  39.95  -90.75  0.51E-11
2015   8   5  12  39.85  -90.70  0.14E-11
2015   8   5  12  39.90  -90.70  0.14E-10
2015   8   5  12  39.95  -90.70  0.17E-10
2015   8   5  12  40.00  -90.70  0.49E-12
2015   8   5  12  39.85  -90.65  0.27E-11
2015   8   5  12  39.90  -90.65  0.17E-10
2015   8   5  12  39.95  -90.65  0.22E-10
2015   8   5  12  40.00  -90.65  0.25E-11
2015   8   5  12  39.85  -90.60  0.47E-11
2015   8   5  12  39.90  -90.60  0.21E-10
2015   8   5  12  39.95  -90.60  0.25E-10
2015   8   5  12  40.00  -90.60  0.54E-11
2015   8   5  12  39.85  -90.55  0.96E-11
2015   8   5  12  39.90  -90.55  0.24E-10
2015   8   5  12  39.95  -90.55  0.22E-10
2015   8   5  12  40.00  -90.55  0.14E-10
2015   8   5  12  39.85  -90.50  0.38E-11
2015   8   5  12  39.90  -90.50  0.32E-10
2015   8   5  12  39.95  -90.50  0.24E-10
2015   8   5  12  40.00  -90.50  0.21E-10
2015   8   5  12  40.05  -90.50  0.15E-12
2015   8   5  12  39.85  -90.45  0.50E-11
2015   8   5  12  39.90  -90.45  0.36E-10
2015   8   5  12  39.95  -90.45  0.27E-10
2015   8   5  12  40.00  -90.45  0.26E-10
2015   8   5  12  40.05  -90.45  0.88E-12
2015   8   5  12  39.85  -90.40  0.36E-11
2015   8   5  12  39.90  -90.40  0.40E-10
2015   8   5  12  39.95  -90.40  0.34E-10
2015   8   5  12  40.00  -90.40  0.31E-10
2015   8   5  12  40.05  -90.40  0.24E-11
2015   8   5  12  39.85  -90.35  0.87E-12
2015   8   5  12  39.90  -90.35  0.42E-10
2015   8   5  12  39.95  -90.35  0.43E-10
2015   8   5  12  40.00  -90.35  0.34E-10
2015   8   5  12  40.05  -90.35  0.64E-11
2015   8   5  12  39.90  -90.30  0.36E-10
2015   8   5  12  39.95  -90.30  0.50E-10
2015   8   5  12  40.00  -90.30  0.40E-10
2015   8   5  12  40.05  -90.30  0.10E-10
2015   8   5  12  39.90  -90.25  0.28E-10
2015   8   5  12  39.95  -90.25  0.62E-10
2015   8   5  12  40.00  -90.25  0.47E-10
2015   8   5  12  40.05  -90.25  0.15E-10
2015   8   5  12  39.90  -90.20  0.24E-10
2015   8   5  12  39.95  -90.20  0.73E-10
2015   8   5  12  40.00  -90.20  0.56E-10
2015   8   5  12  40.05  -90.20  0.21E-10
2015   8   5  12  39.90  -90.15  0.17E-11
2015   8   5  12  39.95  -90.15  0.91E-10
2015   8   5  12  40.00  -90.15  0.81E-10
2015   8   5  12  40.05  -90.15  0.29E-10
2015   8   5  12  39.95  -90.10  0.69E-10
2015   8   5  12  40.00  -90.10  0.13E-09
2015   8   5  12  40.05  -90.10  0.37E-10
2015   8   5  12  39.95  -90.05  0.27E-10
2015   8   5  12  40.00  -90.05  0.23E-09
2015   8   5  12  40.05  -90.05  0.35E-10
2015   8   5  12  40.00  -90.00  0.12E-09
2015   8   5  12  40.05  -90.00  0.37E-11
