YEAR  MO  DA  HR    LAT     LON Rn2200100
2014   9   6  12  39.95  -90.00  0.77E-10
2014   9   6  12  40.00  -90.00  0.14E-10
2014   9   6  12  39.85  -89.95  0.26E-11
2014   9   6  12  39.90  -89.95  0.13E-09
2014   9   6  12  39.95  -89.95  0.86E-10
2014   9   6  12  39.75  -89.90  0.58E-12
2014   9   6  12  39.80  -89.90  0.40E-10
2014   9   6  12  39.85  -89.90  0.15E-09
2014   9   6  12  39.90  -89.90  0.35E-10
2014   9   6  12  39.70  -89.85  0.15E-10
2014   9   6  12  39.75  -89.85  0.87E-10
2014   9   6  12  39.80  -89.85  0.10E-09
2014   9   6  12  39.85  -89.85  0.27E-12
2014   9   6  12  39.60  -89.80  0.40E-11
2014   9   6  12  39.65  -89.80  0.30E-10
2014   9   6  12  39.70  -89.80  0.98E-10
2014   9   6  12  39.75  -89.80  0.53E-10
2014   9   6  12  39.55  -89.75  0.15E-10
2014   9   6  12  39.60  -89.75  0.37E-10
2014   9   6  12  39.65  -89.75  0.10E-09
2014   9   6  12  39.70  -89.75  0.28E-10
2014   9   6  12  39.45  -89.70  0.36E-11
2014   9   6  12  39.50  -89.70  0.24E-10
2014   9   6  12  39.55  -89.70  0.57E-10
2014   9   6  12  39.60  -89.70  0.88E-10
2014   9   6  12  39.65  -89.70  0.71E-12
2014   9   6  12  39.35  -89.65  0.65E-13
2014   9   6  12  39.40  -89.65  0.96E-11
2014   9   6  12  39.45  -89.65  0.29E-10
2014   9   6  12  39.50  -89.65  0.68E-10
2014   9   6  12  39.55  -89.65  0.54E-10
2014   9   6  12  39.30  -89.60  0.13E-11
2014   9   6  12  39.35  -89.60  0.15E-10
2014   9   6  12  39.40  -89.60  0.29E-10
2014   9   6  12  39.45  -89.60  0.71E-10
2014   9   6  12  39.50  -89.60  0.37E-10
2014   9   6  12  39.25  -89.55  0.31E-11
2014   9   6  12  39.30  -89.55  0.20E-10
2014   9   6  12  39.35  -89.55  0.32E-10
2014   9   6  12  39.40  -89.55  0.77E-10
2014   9   6  12  39.45  -89.55  0.10E-10
2014   9   6  12  39.20  -89.50  0.53E-11
2014   9   6  12  39.25  -89.50  0.23E-10
2014   9   6  12  39.30  -89.50  0.44E-10
2014   9   6  12  39.35  -89.50  0.61E-10
2014   9   6  12  39.40  -89.50  0.35E-11
2014   9   6  12  39.15  -89.45  0.68E-11
2014   9   6  12  39.20  -89.45  0.26E-10
2014   9   6  12  39.25  -89.45  0.52E-10
2014   9   6  12  39.30  -89.45  0.40E-10
2014   9   6  12  39.35  -89.45  0.58E-13
2014   9   6  12  39.05  -89.40  0.66E-13
2014   9   6  12  39.10  -89.40  0.85E-11
2014   9   6  12  39.15  -89.40  0.30E-10
2014   9   6  12  39.20  -89.40  0.52E-10
2014   9   6  12  39.25  -89.40  0.23E-10
2014   9   6  12  39.05  -89.35  0.10E-10
2014   9   6  12  39.10  -89.35  0.36E-10
2014   9   6  12  39.15  -89.35  0.46E-10
2014   9   6  12  39.20  -89.35  0.11E-10
2014   9   6  12  38.95  -89.30  0.30E-12
2014   9   6  12  39.00  -89.30  0.13E-10
2014   9   6  12  39.05  -89.30  0.39E-10
2014   9   6  12  39.10  -89.30  0.35E-10
2014   9   6  12  39.15  -89.30  0.38E-11
2014   9   6  12  38.90  -89.25  0.19E-12
2014   9   6  12  38.95  -89.25  0.14E-10
2014   9   6  12  39.00  -89.25  0.38E-10
2014   9   6  12  39.05  -89.25  0.25E-10
2014   9   6  12  39.10  -89.25  0.39E-12
2014   9   6  12  38.85  -89.20  0.62E-12
2014   9   6  12  38.90  -89.20  0.14E-10
2014   9   6  12  38.95  -89.20  0.37E-10
2014   9   6  12  39.00  -89.20  0.14E-10
2014   9   6  12  38.75  -89.15  0.29E-13
2014   9   6  12  38.80  -89.15  0.59E-12
2014   9   6  12  38.85  -89.15  0.12E-10
2014   9   6  12  38.90  -89.15  0.32E-10
2014   9   6  12  38.95  -89.15  0.65E-11
2014   9   6  12  38.75  -89.10  0.47E-12
2014   9   6  12  38.80  -89.10  0.94E-11
2014   9   6  12  38.85  -89.10  0.23E-10
2014   9   6  12  38.90  -89.10  0.22E-11
2014   9   6  12  38.75  -89.05  0.38E-11
2014   9   6  12  38.80  -89.05  0.13E-10
2014   9   6  12  38.85  -89.05  0.37E-12
2014   9   6  12  38.75  -89.00  0.27E-11
2014   9   6  12  38.80  -89.00  0.29E-13
