YEAR  MO  DA  HR    LAT     LON Rn2200100
2011   7   5  12  40.05  -90.45  0.59E-12
2011   7   5  12  40.10  -90.45  0.15E-12
2011   7   5  12  40.05  -90.40  0.84E-11
2011   7   5  12  40.10  -90.40  0.16E-11
2011   7   5  12  40.00  -90.35  0.59E-12
2011   7   5  12  40.05  -90.35  0.21E-10
2011   7   5  12  40.10  -90.35  0.63E-11
2011   7   5  12  39.90  -90.30  0.72E-11
2011   7   5  12  39.95  -90.30  0.17E-10
2011   7   5  12  40.00  -90.30  0.21E-10
2011   7   5  12  40.05  -90.30  0.35E-10
2011   7   5  12  40.10  -90.30  0.78E-11
2011   7   5  12  40.15  -90.30  0.47E-12
2011   7   5  12  39.90  -90.25  0.16E-10
2011   7   5  12  39.95  -90.25  0.33E-10
2011   7   5  12  40.00  -90.25  0.28E-10
2011   7   5  12  40.05  -90.25  0.43E-10
2011   7   5  12  40.10  -90.25  0.13E-10
2011   7   5  12  40.15  -90.25  0.98E-12
2011   7   5  12  39.90  -90.20  0.62E-11
2011   7   5  12  39.95  -90.20  0.56E-10
2011   7   5  12  40.00  -90.20  0.38E-10
2011   7   5  12  40.05  -90.20  0.55E-10
2011   7   5  12  40.10  -90.20  0.26E-10
2011   7   5  12  40.15  -90.20  0.82E-12
2011   7   5  12  39.95  -90.15  0.63E-10
2011   7   5  12  40.00  -90.15  0.43E-10
2011   7   5  12  40.05  -90.15  0.46E-10
2011   7   5  12  40.10  -90.15  0.44E-10
2011   7   5  12  40.15  -90.15  0.29E-11
2011   7   5  12  40.20  -90.15  0.33E-12
2011   7   5  12  39.95  -90.10  0.55E-10
2011   7   5  12  40.00  -90.10  0.94E-10
2011   7   5  12  40.05  -90.10  0.50E-10
2011   7   5  12  40.10  -90.10  0.70E-10
2011   7   5  12  40.15  -90.10  0.94E-11
2011   7   5  12  39.95  -90.05  0.87E-11
2011   7   5  12  40.00  -90.05  0.30E-09
2011   7   5  12  40.05  -90.05  0.16E-09
2011   7   5  12  40.10  -90.05  0.14E-09
2011   7   5  12  40.15  -90.05  0.14E-10
2011   7   5  12  40.20  -90.05  0.17E-12
2011   7   5  12  40.00  -90.00  0.34E-09
2011   7   5  12  40.05  -90.00  0.32E-09
2011   7   5  12  40.10  -90.00  0.27E-09
2011   7   5  12  40.15  -90.00  0.63E-11
2011   7   5  12  40.05  -89.95  0.75E-10
2011   7   5  12  40.10  -89.95  0.69E-10
