YEAR  MO  DA  HR    LAT     LON Rn2200100
2011   4  14  12  40.30  -91.30  0.23E-11
2011   4  14  12  40.35  -91.30  0.12E-12
2011   4  14  12  40.30  -91.25  0.56E-11
2011   4  14  12  40.35  -91.25  0.21E-12
2011   4  14  12  40.25  -91.20  0.26E-12
2011   4  14  12  40.30  -91.20  0.11E-10
2011   4  14  12  40.35  -91.20  0.37E-12
2011   4  14  12  40.25  -91.15  0.51E-11
2011   4  14  12  40.30  -91.15  0.11E-10
2011   4  14  12  40.35  -91.15  0.23E-12
2011   4  14  12  40.25  -91.10  0.12E-10
2011   4  14  12  40.30  -91.10  0.85E-11
2011   4  14  12  40.35  -91.10  0.67E-13
2011   4  14  12  40.25  -91.05  0.22E-10
2011   4  14  12  40.30  -91.05  0.48E-11
2011   4  14  12  40.25  -91.00  0.30E-10
2011   4  14  12  40.30  -91.00  0.25E-11
2011   4  14  12  40.20  -90.95  0.17E-12
2011   4  14  12  40.25  -90.95  0.36E-10
2011   4  14  12  40.30  -90.95  0.14E-11
2011   4  14  12  40.20  -90.90  0.51E-11
2011   4  14  12  40.25  -90.90  0.41E-10
2011   4  14  12  40.30  -90.90  0.44E-12
2011   4  14  12  40.20  -90.85  0.18E-10
2011   4  14  12  40.25  -90.85  0.36E-10
2011   4  14  12  40.30  -90.85  0.56E-13
2011   4  14  12  40.20  -90.80  0.42E-10
2011   4  14  12  40.25  -90.80  0.21E-10
2011   4  14  12  40.30  -90.80  0.56E-13
2011   4  14  12  40.15  -90.75  0.48E-11
2011   4  14  12  40.20  -90.75  0.64E-10
2011   4  14  12  40.25  -90.75  0.73E-11
2011   4  14  12  40.15  -90.70  0.13E-10
2011   4  14  12  40.20  -90.70  0.59E-10
2011   4  14  12  40.25  -90.70  0.19E-11
2011   4  14  12  40.15  -90.65  0.27E-10
2011   4  14  12  40.20  -90.65  0.61E-10
2011   4  14  12  40.25  -90.65  0.37E-12
2011   4  14  12  40.10  -90.60  0.30E-11
2011   4  14  12  40.15  -90.60  0.34E-10
2011   4  14  12  40.20  -90.60  0.67E-10
2011   4  14  12  40.25  -90.60  0.15E-12
2011   4  14  12  40.10  -90.55  0.12E-10
2011   4  14  12  40.15  -90.55  0.63E-10
2011   4  14  12  40.20  -90.55  0.28E-10
2011   4  14  12  40.10  -90.50  0.21E-10
2011   4  14  12  40.15  -90.50  0.90E-10
2011   4  14  12  40.20  -90.50  0.68E-11
2011   4  14  12  40.10  -90.45  0.36E-10
2011   4  14  12  40.15  -90.45  0.10E-09
2011   4  14  12  40.20  -90.45  0.17E-12
2011   4  14  12  40.05  -90.40  0.10E-11
2011   4  14  12  40.10  -90.40  0.64E-10
2011   4  14  12  40.15  -90.40  0.75E-10
2011   4  14  12  40.05  -90.35  0.13E-10
2011   4  14  12  40.10  -90.35  0.10E-09
2011   4  14  12  40.15  -90.35  0.43E-10
2011   4  14  12  40.05  -90.30  0.33E-10
2011   4  14  12  40.10  -90.30  0.13E-09
2011   4  14  12  40.15  -90.30  0.37E-11
2011   4  14  12  40.05  -90.25  0.76E-10
2011   4  14  12  40.10  -90.25  0.11E-09
2011   4  14  12  40.05  -90.20  0.12E-09
2011   4  14  12  40.10  -90.20  0.64E-10
2011   4  14  12  40.00  -90.15  0.17E-11
2011   4  14  12  40.05  -90.15  0.21E-09
2011   4  14  12  40.10  -90.15  0.78E-11
2011   4  14  12  40.00  -90.10  0.66E-10
2011   4  14  12  40.05  -90.10  0.15E-09
2011   4  14  12  40.00  -90.05  0.18E-09
2011   4  14  12  40.05  -90.05  0.42E-10
2011   4  14  12  40.00  -90.00  0.69E-10
