YEAR  MO  DA  HR    LAT     LON Rn2200100
2011   9  10  12  39.40  -90.75  0.44E-12
2011   9  10  12  39.45  -90.75  0.11E-10
2011   9  10  12  39.50  -90.75  0.20E-10
2011   9  10  12  39.55  -90.75  0.55E-11
2011   9  10  12  39.45  -90.70  0.13E-10
2011   9  10  12  39.50  -90.70  0.38E-10
2011   9  10  12  39.55  -90.70  0.55E-10
2011   9  10  12  39.60  -90.70  0.30E-10
2011   9  10  12  39.50  -90.65  0.65E-11
2011   9  10  12  39.55  -90.65  0.28E-10
2011   9  10  12  39.60  -90.65  0.64E-10
2011   9  10  12  39.65  -90.65  0.45E-10
2011   9  10  12  39.55  -90.60  0.76E-11
2011   9  10  12  39.60  -90.60  0.27E-10
2011   9  10  12  39.65  -90.60  0.76E-10
2011   9  10  12  39.70  -90.60  0.35E-10
2011   9  10  12  39.60  -90.55  0.92E-11
2011   9  10  12  39.65  -90.55  0.30E-10
2011   9  10  12  39.70  -90.55  0.96E-10
2011   9  10  12  39.75  -90.55  0.18E-10
2011   9  10  12  39.65  -90.50  0.12E-10
2011   9  10  12  39.70  -90.50  0.48E-10
2011   9  10  12  39.75  -90.50  0.99E-10
2011   9  10  12  39.80  -90.50  0.12E-11
2011   9  10  12  39.70  -90.45  0.18E-10
2011   9  10  12  39.75  -90.45  0.70E-10
2011   9  10  12  39.80  -90.45  0.69E-10
2011   9  10  12  39.70  -90.40  0.34E-11
2011   9  10  12  39.75  -90.40  0.33E-10
2011   9  10  12  39.80  -90.40  0.10E-09
2011   9  10  12  39.85  -90.40  0.23E-10
2011   9  10  12  39.75  -90.35  0.15E-10
2011   9  10  12  39.80  -90.35  0.64E-10
2011   9  10  12  39.85  -90.35  0.95E-10
2011   9  10  12  39.75  -90.30  0.28E-11
2011   9  10  12  39.80  -90.30  0.30E-10
2011   9  10  12  39.85  -90.30  0.10E-09
2011   9  10  12  39.90  -90.30  0.34E-10
2011   9  10  12  39.80  -90.25  0.16E-10
2011   9  10  12  39.85  -90.25  0.59E-10
2011   9  10  12  39.90  -90.25  0.96E-10
2011   9  10  12  39.80  -90.20  0.81E-12
2011   9  10  12  39.85  -90.20  0.35E-10
2011   9  10  12  39.90  -90.20  0.11E-09
2011   9  10  12  39.95  -90.20  0.15E-10
2011   9  10  12  39.85  -90.15  0.19E-10
2011   9  10  12  39.90  -90.15  0.94E-10
2011   9  10  12  39.95  -90.15  0.94E-10
2011   9  10  12  39.85  -90.10  0.98E-12
2011   9  10  12  39.90  -90.10  0.54E-10
2011   9  10  12  39.95  -90.10  0.18E-09
2011   9  10  12  40.00  -90.10  0.46E-12
2011   9  10  12  39.90  -90.05  0.60E-11
2011   9  10  12  39.95  -90.05  0.15E-09
2011   9  10  12  40.00  -90.05  0.11E-09
2011   9  10  12  39.95  -90.00  0.26E-10
2011   9  10  12  40.00  -90.00  0.78E-10
