YEAR  MO  DA  HR    LAT     LON Rn2200100
2011   9  14  12  38.05 -109.60  0.17E-12
2011   9  14  12  38.10 -109.60  0.89E-11
2011   9  14  12  38.15 -109.60  0.12E-10
2011   9  14  12  38.20 -109.60  0.16E-10
2011   9  14  12  38.25 -109.60  0.15E-10
2011   9  14  12  38.05 -109.55  0.43E-11
2011   9  14  12  38.10 -109.55  0.24E-10
2011   9  14  12  38.15 -109.55  0.22E-10
2011   9  14  12  38.20 -109.55  0.27E-10
2011   9  14  12  38.25 -109.55  0.23E-10
2011   9  14  12  38.30 -109.55  0.11E-10
2011   9  14  12  38.00 -109.50  0.17E-11
2011   9  14  12  38.05 -109.50  0.19E-10
2011   9  14  12  38.10 -109.50  0.17E-10
2011   9  14  12  38.15 -109.50  0.18E-10
2011   9  14  12  38.20 -109.50  0.27E-10
2011   9  14  12  38.25 -109.50  0.28E-10
2011   9  14  12  38.30 -109.50  0.11E-10
2011   9  14  12  38.00 -109.45  0.12E-10
2011   9  14  12  38.05 -109.45  0.24E-10
2011   9  14  12  38.10 -109.45  0.17E-10
2011   9  14  12  38.15 -109.45  0.27E-10
2011   9  14  12  38.20 -109.45  0.34E-10
2011   9  14  12  38.25 -109.45  0.33E-10
2011   9  14  12  38.30 -109.45  0.11E-10
2011   9  14  12  37.95 -109.40  0.28E-11
2011   9  14  12  38.00 -109.40  0.22E-10
2011   9  14  12  38.05 -109.40  0.22E-10
2011   9  14  12  38.10 -109.40  0.31E-10
2011   9  14  12  38.15 -109.40  0.28E-10
2011   9  14  12  38.20 -109.40  0.32E-10
2011   9  14  12  38.25 -109.40  0.32E-10
2011   9  14  12  38.30 -109.40  0.13E-11
2011   9  14  12  37.95 -109.35  0.17E-10
2011   9  14  12  38.00 -109.35  0.31E-10
2011   9  14  12  38.05 -109.35  0.29E-10
2011   9  14  12  38.10 -109.35  0.41E-10
2011   9  14  12  38.15 -109.35  0.43E-10
2011   9  14  12  38.20 -109.35  0.45E-10
