YEAR  MO  DA  HR    LAT     LON Rn2200100
2017  12   3  12  40.00  -90.10  0.46E-10
2017  12   3  12  40.00  -90.05  0.26E-09
2017  12   3  12  40.00  -90.00  0.54E-09
2017  12   3  12  39.95  -89.95  0.34E-11
2017  12   3  12  40.00  -89.95  0.35E-09
2017  12   3  12  39.95  -89.90  0.97E-10
2017  12   3  12  40.00  -89.90  0.13E-09
2017  12   3  12  39.90  -89.85  0.16E-12
2017  12   3  12  39.95  -89.85  0.17E-09
2017  12   3  12  40.00  -89.85  0.11E-10
2017  12   3  12  39.90  -89.80  0.33E-12
2017  12   3  12  39.95  -89.80  0.15E-09
2017  12   3  12  39.90  -89.75  0.16E-10
2017  12   3  12  39.95  -89.75  0.11E-09
2017  12   3  12  39.90  -89.70  0.78E-10
2017  12   3  12  39.95  -89.70  0.29E-10
2017  12   3  12  39.85  -89.65  0.50E-12
2017  12   3  12  39.90  -89.65  0.90E-10
2017  12   3  12  39.95  -89.65  0.18E-11
2017  12   3  12  39.85  -89.60  0.57E-11
2017  12   3  12  39.90  -89.60  0.73E-10
2017  12   3  12  39.85  -89.55  0.24E-10
2017  12   3  12  39.90  -89.55  0.43E-10
2017  12   3  12  39.80  -89.50  0.29E-12
2017  12   3  12  39.85  -89.50  0.29E-10
2017  12   3  12  39.90  -89.50  0.78E-11
2017  12   3  12  39.80  -89.45  0.13E-11
2017  12   3  12  39.85  -89.45  0.16E-10
2017  12   3  12  39.90  -89.45  0.37E-11
2017  12   3  12  39.80  -89.40  0.44E-12
2017  12   3  12  39.85  -89.40  0.20E-11
