YEAR  MO  DA  HR    LAT     LON Rn2200010
2018   1  17  12 -19.75  -48.80  0.20E-02
2018   1  17  12 -19.70  -48.80  0.25E-02
2018   1  17  12 -19.80  -48.75  0.12E-02
2018   1  17  12 -19.75  -48.75  0.21E-01
2018   1  17  12 -19.70  -48.75  0.51E-02
2018   1  17  12 -19.80  -48.70  0.13E-01
2018   1  17  12 -19.75  -48.70  0.26E-01
2018   1  17  12 -19.70  -48.70  0.53E-02
2018   1  17  12 -19.85  -48.65  0.59E-02
2018   1  17  12 -19.80  -48.65  0.24E-01
2018   1  17  12 -19.75  -48.65  0.26E-01
2018   1  17  12 -19.70  -48.65  0.56E-02
2018   1  17  12 -19.90  -48.60  0.15E-02
2018   1  17  12 -19.85  -48.60  0.21E-01
2018   1  17  12 -19.80  -48.60  0.25E-01
2018   1  17  12 -19.75  -48.60  0.29E-01
2018   1  17  12 -19.70  -48.60  0.79E-02
2018   1  17  12 -19.90  -48.55  0.14E-01
2018   1  17  12 -19.85  -48.55  0.22E-01
2018   1  17  12 -19.80  -48.55  0.28E-01
2018   1  17  12 -19.75  -48.55  0.33E-01
2018   1  17  12 -19.70  -48.55  0.67E-02
2018   1  17  12 -19.90  -48.50  0.24E-01
2018   1  17  12 -19.85  -48.50  0.24E-01
2018   1  17  12 -19.80  -48.50  0.33E-01
2018   1  17  12 -19.75  -48.50  0.36E-01
2018   1  17  12 -19.70  -48.50  0.56E-02
2018   1  17  12 -19.95  -48.45  0.36E-02
2018   1  17  12 -19.90  -48.45  0.30E-01
2018   1  17  12 -19.85  -48.45  0.24E-01
2018   1  17  12 -19.80  -48.45  0.34E-01
2018   1  17  12 -19.75  -48.45  0.37E-01
2018   1  17  12 -19.70  -48.45  0.69E-03
2018   1  17  12 -19.95  -48.40  0.22E-01
2018   1  17  12 -19.90  -48.40  0.37E-01
2018   1  17  12 -19.85  -48.40  0.31E-01
2018   1  17  12 -19.80  -48.40  0.37E-01
2018   1  17  12 -19.75  -48.40  0.37E-01
2018   1  17  12 -19.95  -48.35  0.37E-01
2018   1  17  12 -19.90  -48.35  0.42E-01
2018   1  17  12 -19.85  -48.35  0.43E-01
2018   1  17  12 -19.80  -48.35  0.33E-01
2018   1  17  12 -19.75  -48.35  0.31E-01
2018   1  17  12 -19.95  -48.30  0.40E-01
2018   1  17  12 -19.90  -48.30  0.50E-01
2018   1  17  12 -19.85  -48.30  0.50E-01
2018   1  17  12 -19.80  -48.30  0.61E-01
2018   1  17  12 -19.75  -48.30  0.14E-01
2018   1  17  12 -20.00  -48.25  0.16E-01
2018   1  17  12 -19.95  -48.25  0.41E-01
2018   1  17  12 -19.90  -48.25  0.53E-01
2018   1  17  12 -19.85  -48.25  0.60E-01
2018   1  17  12 -19.80  -48.25  0.57E-01
2018   1  17  12 -19.75  -48.25  0.46E-02
2018   1  17  12 -20.00  -48.20  0.17E-01
2018   1  17  12 -19.95  -48.20  0.74E-01
2018   1  17  12 -19.90  -48.20  0.45E-01
2018   1  17  12 -19.85  -48.20  0.57E-01
2018   1  17  12 -19.80  -48.20  0.51E-01
2018   1  17  12 -20.00  -48.15  0.27E-01
2018   1  17  12 -19.95  -48.15  0.70E-01
2018   1  17  12 -19.90  -48.15  0.79E-01
2018   1  17  12 -19.85  -48.15  0.91E-01
2018   1  17  12 -19.80  -48.15  0.28E-01
2018   1  17  12 -20.00  -48.10  0.44E-01
2018   1  17  12 -19.95  -48.10  0.11E+00
2018   1  17  12 -19.90  -48.10  0.84E-01
2018   1  17  12 -19.85  -48.10  0.86E-01
2018   1  17  12 -20.00  -48.05  0.73E-01
2018   1  17  12 -19.95  -48.05  0.11E+00
2018   1  17  12 -19.90  -48.05  0.22E+00
2018   1  17  12 -19.85  -48.05  0.39E-01
2018   1  17  12 -20.00  -48.00  0.61E-01
2018   1  17  12 -19.95  -48.00  0.26E+00
2018   1  17  12 -19.90  -48.00  0.15E+00
2018   1  17  12 -19.85  -48.00  0.11E-02
2018   1  17  12 -20.00  -47.95  0.13E+00
2018   1  17  12 -19.95  -47.95  0.43E+00
2018   1  17  12 -19.90  -47.95  0.57E-01
2018   1  17  12 -20.00  -47.90  0.14E+00
2018   1  17  12 -19.95  -47.90  0.47E+00
2018   1  18   0 -19.85  -49.25  0.35E-03
2018   1  18   0 -19.80  -49.25  0.31E-03
